t_s,v_cmd_ms,voltage_v,encoder_v_ms,encoder_rpm,encoder_count
0.0,0.0,0.1565,,,
0.05,0.0,0.1565,,,
0.101,0.0,0.1565,,,27470805
0.151,0.0,0.1565,,,27470805
0.202,0.0,0.1565,-0.0,-0.0,27470805
0.253,0.0,0.1565,-0.0,-0.0,27470805
0.305,0.0,0.1565,-0.0,-0.0,27470805
0.355,0.0,0.1565,-0.0,-0.0,27470805
0.406,0.0,0.1565,-0.0,-0.0,27470805
0.458,0.0,0.1565,-0.0,-0.0,27470805
0.511,0.0,0.1565,-0.0,-0.0,27470805
0.562,0.0,0.1565,-0.0,-0.0,27470805
0.613,0.0,0.1565,-0.0,-0.0,27470805
0.664,0.0,0.1565,-0.0,-0.0,27470805
0.715,0.0,0.1565,-0.0,-0.0,27470805
0.767,0.0,0.1565,-0.0,-0.0,27470805
0.819,0.0,0.1565,-0.0,-0.0,27470805
0.87,0.0,0.1565,-0.0,-0.0,27470805
0.921,0.0,0.1565,-0.0,-0.0,27470805
0.972,0.0,0.1565,-0.0,-0.0,27470805
1.024,0.0,0.1565,-0.0,-0.0,27470805
1.075,0.0,0.1565,-0.0,-0.0,27470805
1.126,0.0,0.1565,-0.0,-0.0,27470805
1.176,0.0,0.1565,-0.0,-0.0,27470805
1.227,0.0,0.1565,-0.0,-0.0,27470805
1.279,0.0,0.1565,-0.0,-0.0,27470805
1.33,0.0,0.1565,-0.0,-0.0,27470805
1.38,0.0,0.1565,-0.0,-0.0,27470805
1.431,0.0,0.1565,-0.0,-0.0,27470805
1.482,0.0,0.1565,-0.0,-0.0,27470805
1.533,0.04,0.3534,-0.0,-0.0,27470805
1.584,0.04,0.3534,-0.0,-0.0,27470805
1.635,0.04,0.3534,-0.0,-0.0,27470805
1.686,0.04,0.3534,-0.0,-0.0,27470805
1.737,0.04,0.3534,0.012221151821799897,3.8901134454319513,27470778
1.788,0.04,0.3534,0.012221151821799897,3.8901134454319513,27470778
1.839,0.04,0.3534,0.16311402080601745,51.92080539774388,27470562
1.89,0.04,0.3534,0.16311402080601745,51.92080539774388,27470562
1.942,0.04,0.3534,0.09981470235699942,31.77200654672543,27470334
1.994,0.04,0.3534,0.09981470235699942,31.77200654672543,27470334
2.046,0.04,0.3534,0.12033324531613031,38.3032616207036,27470089
2.098,0.04,0.3534,0.1113404358594193,35.44076146606541,27469844
2.15,0.04,0.3534,0.1113404358594193,35.44076146606541,27469844
2.202,0.04,0.3534,0.11110688792614662,35.36642085000692,27469593
2.254,0.04,0.3534,0.11110688792614662,35.36642085000692,27469593
2.306,0.04,0.3534,0.10997899967164897,35.007402868089734,27469344
2.357,0.04,0.3534,0.10997899967164897,35.007402868089734,27469344
2.408,0.04,0.3534,0.11235741445386142,35.76447580671363,27469095
2.46,0.04,0.3534,0.11235741445386142,35.76447580671363,27469095
2.51,0.04,0.3534,0.11154201760443024,35.50492692837657,27468848
2.562,0.04,0.3534,0.11154201760443024,35.50492692837657,27468848
2.615,0.04,0.3534,0.1061167411231539,33.77800778910591,27468608
2.666,0.04,0.3534,0.1061167411231539,33.77800778910591,27468608
2.716,0.04,0.3534,0.11177129661739417,35.577908704897446,27468361
2.767,0.04,0.3534,0.11177129661739417,35.577908704897446,27468361
2.819,0.04,0.3534,0.1325869996785223,42.203752777120734,27468128
2.869,0.04,0.3534,0.1325869996785223,42.203752777120734,27468128
2.92,0.04,0.3534,0.10931370344212059,34.79563250099005,27467881
2.971,0.04,0.3534,0.10931370344212059,34.79563250099005,27467881
3.022,0.08,0.5503,0.10529520379567146,33.51650433589923,27467639
3.074,0.08,0.5503,0.10529520379567146,33.51650433589923,27467639
3.126,0.08,0.5503,0.11120658155130324,35.398154316483776,27467388
3.178,0.08,0.5503,0.11120658155130324,35.398154316483776,27467388
3.23,0.08,0.5503,0.1438684481577169,45.794749358521464,27467063
3.282,0.08,0.5503,0.1438684481577169,45.794749358521464,27467063
3.334,0.08,0.5503,0.17971376664346742,57.20466860594243,27466657
3.386,0.08,0.5503,0.17971376664346742,57.20466860594243,27466657
3.438,0.08,0.5503,0.18544391374654007,59.02863107813786,27466238
3.49,0.08,0.5503,0.18544391374654007,59.02863107813786,27466238
3.542,0.08,0.5503,0.18541076088814132,59.01807819555429,27465819
3.592,0.08,0.5503,0.18541076088814132,59.01807819555429,27465819
3.643,0.08,0.5503,0.1867348602718693,59.43955211968478,27465397
3.695,0.08,0.5503,0.1867348602718693,59.43955211968478,27465397
3.746,0.08,0.5503,0.29699649234087927,94.53691967401035,27464972
3.797,0.08,0.5503,0.1873045682830782,59.62089581189068,27464563
3.848,0.08,0.5503,0.1873045682830782,59.62089581189068,27464563
3.899,0.08,0.5503,0.18694318041969762,59.5058624822298,27464150
3.95,0.08,0.5503,0.18694318041969762,59.5058624822298,27464150
4.001,0.08,0.5503,0.1946071503799767,61.94537988800222,27463732
4.052,0.08,0.5503,0.1946071503799767,61.94537988800222,27463732
4.103,0.08,0.5503,0.18558047539643532,59.0721000013731,27463313
4.154,0.08,0.5503,0.18558047539643532,59.0721000013731,27463313
4.205,0.08,0.5503,0.1895117927128339,60.32347716890828,27462888
4.256,0.08,0.5503,0.1895117927128339,60.32347716890828,27462888
4.306,0.08,0.5503,0.19572229781392084,62.30034234077913,27462459
4.357,0.08,0.5503,0.19572229781392084,62.30034234077913,27462459
4.408,0.08,0.5503,0.19120849139995133,60.863553134892825,27462034
4.459,0.08,0.5503,0.19120849139995133,60.863553134892825,27462034
4.51,0.12,0.7473,0.1886622077171755,60.05304586563682,27461617
4.561,0.12,0.7473,0.1886622077171755,60.05304586563682,27461617
4.612,0.12,0.7473,0.19123433809351603,60.87178039297964,27461192
4.663,0.12,0.7473,0.19123433809351603,60.87178039297964,27461192
4.714,0.12,0.7473,0.23233260658228042,73.9537655579891,27460678
4.765,0.12,0.7473,0.23233260658228042,73.9537655579891,27460678
4.815,0.12,0.7473,0.2342178427949771,74.55385488228214,27460164
4.866,0.12,0.7473,0.2342178427949771,74.55385488228214,27460164
4.917,0.12,0.7473,0.023945374901254736,7.622049559446594,27460111
4.968,0.12,0.7473,0.023945374901254736,7.622049559446594,27460111
5.019,0.12,0.7473,-0.0031585904976702806,-1.00541058181463,27460118
5.071,0.12,0.7473,-0.0031585904976702806,-1.00541058181463,27460118
5.123,0.12,0.7473,-0.003096745336980129,-0.9857246557543294,27460125
5.175,0.12,0.7473,-0.003096745336980129,-0.9857246557543294,27460125
5.227,0.12,0.7473,0.010958139413031937,3.4880841093483066,27460107
5.279,0.12,0.7473,0.010958139413031937,3.4880841093483066,27460107
5.329,0.12,0.7473,0.002652639079737568,0.8443612435579405,27460101
5.38,0.12,0.7473,0.002652639079737568,0.8443612435579405,27460101
5.431,0.12,0.7473,0.0022098949463973524,0.7034314088658754,27460096
5.482,0.12,0.7473,0.0022098949463973524,0.7034314088658754,27460096
5.534,0.12,0.7473,0.02519345768822434,8.019326649314836,27460038
5.586,0.12,0.7473,0.02519345768822434,8.019326649314836,27460038
5.637,0.12,0.7473,0.19590746541846119,62.35928301990529,27459591
5.688,0.12,0.7473,0.19590746541846119,62.35928301990529,27459591
5.739,0.12,0.7473,0.2596909034473326,82.66218191928623,27458999
5.79,0.12,0.7473,0.2596909034473326,82.66218191928623,27458999
5.841,0.12,0.7473,0.2621716414435934,83.45182534852779,27458396
5.893,0.12,0.7473,0.2621716414435934,83.45182534852779,27458396
5.945,0.12,0.7473,0.3992830795960737,127.09575162133966,27457807
