t_s,v_cmd_ms,voltage_v,encoder_v_ms,encoder_rpm,encoder_count
0.0,0.0,0.1565,,,
0.051,0.0,0.1565,,,
0.102,0.0,0.1565,,,27680797
0.153,0.0,0.1565,,,27680797
0.204,0.0,0.1565,-0.0,-0.0,27680797
0.255,0.0,0.1565,-0.0,-0.0,27680797
0.306,0.0,0.1565,-0.0,-0.0,27680797
0.358,0.0,0.1565,-0.0,-0.0,27680797
0.41,0.0,0.1565,-0.0,-0.0,27680797
0.46,0.0,0.1565,-0.0,-0.0,27680797
0.511,0.0,0.1565,-0.0,-0.0,27680797
0.562,0.0,0.1565,-0.0,-0.0,27680797
0.613,0.0,0.1565,-0.0,-0.0,27680797
0.663,0.0,0.1565,-0.0,-0.0,27680797
0.714,0.0,0.1565,-0.0,-0.0,27680797
0.765,0.0,0.1565,-0.0,-0.0,27680797
0.816,0.0,0.1565,-0.0,-0.0,27680797
0.867,0.0,0.1565,-0.0,-0.0,27680797
0.918,0.0,0.1565,-0.0,-0.0,27680797
0.969,0.0,0.1565,-0.0,-0.0,27680797
1.02,0.0,0.1565,-0.0,-0.0,27680797
1.071,0.0,0.1565,-0.0,-0.0,27680797
1.122,0.0,0.1565,-0.0,-0.0,27680797
1.173,0.0,0.1565,-0.0,-0.0,27680797
1.224,0.0,0.1565,-0.0,-0.0,27680797
1.275,0.0,0.1565,-0.0,-0.0,27680797
1.326,0.0,0.1565,-0.0,-0.0,27680797
1.377,0.0,0.1565,-0.0,-0.0,27680797
1.429,0.0,0.1565,-0.0,-0.0,27680797
1.481,0.0,0.1565,-0.0,-0.0,27680797
1.533,0.0,0.1565,-0.0,-0.0,27680797
1.585,0.0,0.1565,-0.0,-0.0,27680797
1.637,0.0,0.1565,-0.0,-0.0,27680797
1.689,0.0,0.1565,-0.0,-0.0,27680797
1.74,0.0,0.1565,-0.0,-0.0,27680797
1.791,0.0,0.1565,-0.0,-0.0,27680797
1.841,0.0,0.1565,-0.0,-0.0,27680797
1.892,0.0,0.1565,-0.0,-0.0,27680797
