t_s,v_cmd_ms,voltage_v,encoder_v_ms,encoder_rpm,encoder_count
0.0,0.0,0.1565,,,
0.051,0.0,0.1565,,,
0.103,0.0,0.1565,,,27238396
0.154,0.0,0.1565,,,27238396
0.205,0.0,0.1565,-0.0,-0.0,27238396
0.256,0.0,0.1565,-0.0,-0.0,27238396
0.307,0.0,0.1565,-0.0,-0.0,27238396
0.359,0.0,0.1565,-0.0,-0.0,27238396
0.411,0.0,0.1565,-0.0,-0.0,27238396
0.461,0.0,0.1565,-0.0,-0.0,27238396
0.512,0.0,0.1565,-0.0,-0.0,27238396
0.563,0.0,0.1565,-0.0,-0.0,27238396
0.614,0.0,0.1565,-0.0,-0.0,27238396
0.666,0.0,0.1565,-0.0,-0.0,27238396
0.717,0.0,0.1565,-0.0,-0.0,27238396
0.769,0.0,0.1565,-0.0,-0.0,27238396
0.82,0.0,0.1565,-0.0,-0.0,27238396
0.871,0.0,0.1565,-0.0,-0.0,27238396
0.922,0.0,0.1565,-0.0,-0.0,27238396
0.973,0.0,0.1565,-0.0,-0.0,27238396
1.024,0.0,0.1565,-0.0,-0.0,27238396
1.075,0.0,0.1565,-0.0,-0.0,27238396
1.126,0.0,0.1565,-0.0,-0.0,27238396
1.177,0.0,0.1565,-0.0,-0.0,27238396
1.228,0.0,0.1565,-0.0,-0.0,27238396
1.279,0.0,0.1565,-0.0,-0.0,27238396
1.33,0.0,0.1565,-0.0,-0.0,27238396
1.381,0.0,0.1565,-0.0,-0.0,27238396
1.432,0.0,0.1565,-0.0,-0.0,27238396
1.483,0.0,0.1565,-0.0,-0.0,27238396
1.534,0.025,0.2796,-0.0,-0.0,27238396
1.585,0.025,0.2796,-0.0,-0.0,27238396
1.637,0.025,0.2796,-0.0,-0.0,27238396
1.687,0.025,0.2796,-0.0,-0.0,27238396
1.738,0.025,0.2796,-0.0,-0.0,27238396
1.79,0.025,0.2796,0.012624507162363574,4.0185054379783995,27238368
1.84,0.025,0.2796,0.012624507162363574,4.0185054379783995,27238368
