t_s,v_cmd_ms,voltage_v,encoder_v_ms,encoder_rpm,encoder_count
0.0,0.0,0.0,0.0,0.0,31038712
0.051,0.0,0.0,0.0,0.0,31038712
0.101,0.0,0.0,0.0,0.0,31038712
0.152,0.0,0.0,0.0,0.0,31038712
0.203,0.0,0.0,0.0,0.0,31038712
0.254,0.0,0.0,0.0,0.0,31038712
0.305,0.0,0.0,0.0,0.0,31038712
0.356,0.0,0.0,0.0,0.0,31038712
0.406,0.0,0.0,0.0,0.0,31038712
0.457,0.0,0.0,0.0,0.0,31038712
0.508,0.0,0.0,0.0,0.0,31038712
0.56,0.0,0.0,0.0,0.0,31038712
0.611,0.0,0.0,0.0,0.0,31038712
0.662,0.0,0.0,0.0,0.0,31038712
0.712,0.0,0.0,0.0,0.0,31038712
0.762,0.0,0.0,0.0,0.0,31038712
0.813,0.0,0.0,0.0,0.0,31038712
0.864,0.0,0.0,0.0,0.0,31038712
0.915,0.0,0.0,0.0,0.0,31038712
0.965,0.0,0.0,0.0,0.0,31038712
1.016,0.0,0.0,0.0,0.0,31038712
1.067,0.0,0.0,0.0,0.0,31038712
1.118,0.0,0.0,0.0,0.0,31038712
1.169,0.0,0.0,0.0,0.0,31038712
1.22,0.0,0.0,0.0,0.0,31038712
1.27,0.0,0.0,0.0,0.0,31038712
1.321,0.0,0.0,0.0,0.0,31038712
1.371,0.0,0.0,0.0,0.0,31038712
1.422,0.0,0.0,0.0,0.0,31038712
1.473,0.0,0.0,0.0,0.0,31038712
1.524,0.0,0.0,0.0,0.0,31038712
1.575,0.0,0.0,0.0,0.0,31038712
1.626,0.0,0.0,0.0,0.0,31038712
1.677,0.0,0.0,0.0,0.0,31038712
1.728,0.0,0.0,0.0,0.0,31038712
1.779,0.0,0.0,0.0,0.0,31038712
1.83,0.0,0.0,0.0,0.0,31038712
1.882,0.0,0.0,0.0,0.0,31038712
1.933,0.0,0.0,0.0,0.0,31038712
1.983,0.0,0.0,0.0,0.0,31038712
2.034,0.0,0.0,0.0,0.0,31038712
2.085,0.0,0.0,0.0,0.0,31038712
2.136,0.0,0.0,0.0,0.0,31038712
2.187,0.0,0.0,0.0,0.0,31038712
