t_s,v_cmd_ms,voltage_v,encoder_v_ms,encoder_rpm,encoder_count
0.0,0.0,0.0,0.672,213.907,31056310
0.051,0.0,0.0,0.672,213.907,31056310
0.102,0.0,0.0,0.0,0.0,31056310
0.153,0.0,0.0,0.0,0.0,31056310
0.204,0.0,0.0,0.0,0.0,31056310
0.255,0.0,0.0,0.0,0.0,31056310
0.306,0.0,0.0,0.0005,0.151,31056311
0.356,0.0,0.0,0.0005,0.151,31056311
0.407,0.0,0.0,0.0,0.0,31056311
0.458,0.0,0.0,0.0,0.0,31056311
0.509,0.0,0.0,0.0,0.0,31056311
0.56,0.0,0.0,0.0,0.0,31056311
0.611,0.0,0.0,0.0,0.0,31056311
0.662,0.0,0.0,0.0,0.0,31056311
0.713,0.0,0.0,0.0,0.0,31056311
0.764,0.0,0.0,0.0,0.0,31056311
0.815,0.0,0.0,0.0,0.0,31056311
0.865,0.0,0.0,0.0,0.0,31056311
0.916,0.0,0.0,0.0,0.0,31056311
0.967,0.0,0.0,0.0,0.0,31056311
1.018,0.0,0.0,0.0,0.0,31056311
1.069,0.0,0.0,0.0,0.0,31056311
1.119,0.0,0.0,0.0,0.0,31056311
1.17,0.0,0.0,0.0,0.0,31056311
1.221,0.0,0.0,0.0,0.0,31056311
1.272,0.0,0.0,0.0,0.0,31056311
1.323,0.0,0.0,0.0,0.0,31056311
1.374,0.0,0.0,0.0,0.0,31056311
1.425,0.0,0.0,0.0,0.0,31056311
1.476,0.0,0.0,0.0,0.0,31056311
1.527,0.0,0.0,-0.0005,-0.148,31056310
1.578,0.0,0.0,-0.0005,-0.148,31056310
1.63,0.0,0.0,0.0,0.0,31056310
1.681,0.0,0.0,0.0,0.0,31056310
1.732,0.0,0.0,0.0,0.0,31056310
1.783,0.0,0.0,0.0,0.0,31056310
1.834,0.0,0.0,0.0,0.0,31056310
1.885,0.0,0.0,0.0,0.0,31056310
1.936,0.0,0.0,0.0,0.0,31056310
1.987,0.0,0.0,0.0,0.0,31056310
2.038,0.0,0.0,0.0,0.0,31056310
2.089,0.0,0.0,0.0,0.0,31056310
2.14,0.0,0.0,0.0,0.0,31056310
2.191,0.0,0.0,0.0,0.0,31056310
2.242,0.0,0.0,0.0,0.0,31056310
2.293,0.0,0.0,0.0,0.0,31056310
2.345,0.0,0.0,0.0,0.0,31056310
2.396,0.0,0.0,0.0,0.0,31056310
2.447,0.0,0.0,0.0,0.0,31056310
2.498,0.0,0.0,0.0,0.0,31056310
2.549,0.0,0.0,0.0,0.0,31056310
2.602,0.0,0.0,0.0,0.0,31056310
2.653,0.0,0.0,0.0,0.0,31056310
2.704,0.0,0.0,0.0,0.0,31056310
