t_s,v_cmd_ms,voltage_v,encoder_v_ms,encoder_rpm,encoder_count
0.0,0.0,0.0,-0.5932,-188.813,31019236
0.051,0.0,0.0,-0.5932,-188.813,31019236
0.102,0.0,0.0,0.0,0.0,31019236
0.154,0.0,0.0,0.0,0.0,31019236
0.205,0.0,0.0,0.0,0.0,31019236
0.256,0.0,0.0,0.0,0.0,31019236
0.307,0.0,0.0,0.0,0.0,31019236
0.358,0.0,0.0,0.0,0.0,31019236
0.41,0.0,0.0,0.0,0.0,31019236
0.46,0.0,0.0,0.0,0.0,31019236
0.511,0.0,0.0,0.0,0.0,31019236
0.562,0.0,0.0,0.0,0.0,31019236
0.612,0.0,0.0,0.0,0.0,31019236
0.663,0.0,0.0,0.0,0.0,31019236
0.714,0.0,0.0,0.0,0.0,31019236
0.765,0.0,0.0,0.0,0.0,31019236
0.815,0.0,0.0,0.0,0.0,31019236
0.866,0.0,0.0,0.0,0.0,31019236
0.918,0.0,0.0,0.0,0.0,31019236
0.969,0.0,0.0,0.0,0.0,31019236
1.02,0.0,0.0,0.0,0.0,31019236
1.071,0.0,0.0,0.0,0.0,31019236
1.122,0.0,0.0,0.0,0.0,31019236
1.172,0.0,0.0,0.0,0.0,31019236
1.223,0.0,0.0,0.0,0.0,31019236
1.275,0.0,0.0,0.0,0.0,31019236
1.326,0.0,0.0,0.0,0.0,31019236
1.377,0.0,0.0,0.0,0.0,31019236
1.428,0.0,0.0,0.0,0.0,31019236
1.479,0.0,0.0,0.0,0.0,31019236
1.53,0.0,0.0,0.0,0.0,31019236
1.582,0.0,0.0,0.0,0.0,31019236
1.632,0.0,0.0,0.0,0.0,31019236
1.683,0.0,0.0,0.0,0.0,31019236
1.733,0.0,0.0,0.0,0.0,31019236
1.784,0.0,0.0,0.0,0.0,31019236
1.835,0.0,0.0,0.0,0.0,31019236
1.886,0.0,0.0,0.0,0.0,31019236
1.937,0.0,0.0,0.0,0.0,31019236
1.987,0.0,0.0,0.0,0.0,31019236
2.039,0.0,0.0,0.0,0.0,31019236
2.09,0.0,0.0,0.0,0.0,31019236
2.141,0.0,0.0,0.0,0.0,31019236
2.192,0.0,0.0,0.0,0.0,31019236
2.242,0.0,0.0,0.0,0.0,31019236
2.293,0.0,0.0,0.0,0.0,31019236
2.343,0.0,0.0,0.0,0.0,31019236
2.394,0.0,0.0,0.0,0.0,31019236
2.444,0.0,0.0,0.0,0.0,31019236
2.495,0.0,0.0,0.0,0.0,31019236
2.546,0.0,0.0,0.0,0.0,31019236
2.598,0.0,0.0,0.0,0.0,31019236
2.649,0.0,0.0,0.0,0.0,31019236
2.7,0.0,0.0,0.0,0.0,31019236
2.751,0.0,0.0,0.0,0.0,31019236
2.802,0.0,0.0,0.0,0.0,31019236
2.852,0.0,0.0,0.0,0.0,31019236
2.905,0.0,0.0,0.0,0.0,31019236
2.955,0.0,0.0,0.0,0.0,31019236
3.006,0.0,0.0,0.0,0.0,31019236
3.057,0.0,0.0,0.0,0.0,31019236
3.108,0.0,0.0,0.0,0.0,31019236
3.159,0.0,0.0,0.0,0.0,31019236
3.21,0.0,0.0,0.0,0.0,31019236
3.262,0.0,0.0,0.0,0.0,31019236
3.313,0.0,0.0,0.0,0.0,31019236
3.364,0.0,0.0,0.0,0.0,31019236
3.414,0.0,0.0,0.0,0.0,31019236
3.465,0.0,0.0,0.0,0.0,31019236
3.516,0.0,0.0,0.0,0.0,31019236
3.567,0.0,0.0,0.0,0.0,31019236
3.618,0.0,0.0,0.0,0.0,31019236
3.669,0.0,0.0,0.0,0.0,31019236
3.721,0.0,0.0,0.0,0.0,31019236
3.772,0.0,0.0,0.0,0.0,31019236
3.823,0.0,0.0,0.0,0.0,31019236
3.874,0.0,0.0,0.0,0.0,31019236
3.924,0.0,0.0,0.0,0.0,31019236
3.975,0.0,0.0,0.0,0.0,31019236
4.026,0.02,0.255,0.0,0.0,31019236
4.077,0.02,0.255,0.0,0.0,31019236
4.127,0.02,0.255,0.0,0.0,31019236
4.177,0.02,0.255,0.0,0.0,31019236
4.228,0.02,0.255,0.0,0.0,31019236
4.279,0.02,0.255,0.0,0.0,31019236
4.33,0.02,0.255,0.0,0.0,31019236
4.38,0.02,0.255,0.0,0.0,31019236
4.431,0.02,0.255,0.0,0.0,31019236
4.482,0.02,0.255,0.0,0.0,31019236
4.533,0.02,0.255,0.0,0.0,31019236
4.585,0.02,0.255,0.0,0.0,31019236
4.636,0.02,0.255,0.0004,0.138,31019237
4.687,0.02,0.255,0.0004,0.138,31019237
4.738,0.02,0.255,-0.0005,-0.157,31019236
4.789,0.02,0.255,-0.0005,-0.157,31019236
4.84,0.02,0.255,0.0014,0.439,31019239
4.891,0.02,0.255,0.0014,0.439,31019239
4.942,0.02,0.255,0.0005,0.146,31019240
4.993,0.02,0.255,0.0005,0.146,31019240
5.044,0.02,0.255,0.0023,0.732,31019245
5.095,0.02,0.255,0.0023,0.732,31019245
5.146,0.02,0.255,0.0009,0.296,31019247
5.198,0.02,0.255,0.0009,0.293,31019249
5.248,0.02,0.255,0.0009,0.293,31019249
5.299,0.02,0.255,0.0032,1.01,31019256
5.35,0.02,0.255,0.0032,1.01,31019256
5.401,0.02,0.255,0.0023,0.744,31019261
5.452,0.02,0.255,0.0023,0.744,31019261
5.503,0.02,0.255,0.0009,0.288,31019263
5.554,0.02,0.255,0.0009,0.288,31019263
5.606,0.02,0.255,0.0004,0.138,31019264
5.657,0.02,0.255,0.0004,0.138,31019264
5.707,0.02,0.255,0.0034,1.07,31019271
5.758,0.02,0.255,0.0034,1.07,31019271
5.81,0.02,0.255,0.0018,0.558,31019275
5.86,0.02,0.255,0.0018,0.558,31019275
5.912,0.02,0.255,0.0048,1.533,31019285
5.963,0.02,0.255,0.0048,1.533,31019285
6.014,0.02,0.255,0.0066,2.091,31019300
6.065,0.02,0.255,0.0066,2.091,31019300
6.116,0.02,0.255,0.0053,1.701,31019311
6.167,0.02,0.255,0.0053,1.701,31019311
6.218,0.02,0.255,0.0018,0.562,31019315
6.269,0.02,0.255,0.0018,0.562,31019315
6.32,0.02,0.255,0.001,0.307,31019317
6.371,0.02,0.255,0.001,0.307,31019317
