time_s,error_mm,left_rpm,right_rpm,pid_output,d_term
0.0002,-0.000,25.465,25.465,0.000,0.000
0.0856,-0.000,50.930,50.930,0.000,0.000
0.1908,-0.000,76.394,76.394,0.000,0.000
0.2855,-0.000,101.859,101.859,0.000,0.000
0.3946,-0.000,127.324,127.324,0.000,0.000
0.4915,-0.000,152.789,152.789,0.000,0.000
0.5874,-0.000,178.254,178.254,0.000,0.000
0.6953,-0.000,203.718,203.718,0.000,0.000
0.7910,-0.000,229.183,229.183,0.000,0.000
0.8874,-0.000,254.648,254.648,0.000,0.000
0.9932,-0.000,280.113,280.113,0.000,0.000
1.0889,1.000,307.881,299.074,4.403,3.000
1.1951,1.000,330.386,326.929,1.728,0.321
1.2894,1.000,355.325,352.435,1.445,0.034
1.3862,1.000,380.557,377.721,1.418,0.004
1.4919,2.000,408.150,396.507,5.821,3.000
1.5864,2.000,430.509,424.210,3.149,0.321
1.6932,3.000,457.629,443.083,7.273,3.034
1.7892,3.000,479.796,470.648,4.574,0.325
1.8869,4.000,506.776,489.381,8.698,3.035
1.9938,4.000,528.828,516.824,6.002,0.325
2.0896,5.000,555.710,535.452,10.129,3.035
2.1882,5.000,577.680,562.805,7.437,0.325
2.2942,6.000,604.492,581.357,11.568,3.035
2.3904,6.000,626.403,608.645,8.879,0.325
2.4962,6.000,650.863,633.643,8.610,0.035
2.5928,6.000,675.693,658.493,8.600,0.004
2.6898,6.000,700.644,683.409,8.617,0.000
2.7963,6.000,725.677,708.401,8.638,0.000
2.8934,6.000,750.779,733.461,8.659,0.000
2.9871,7.000,778.242,752.075,13.084,3.000
3.0923,7.000,800.490,779.632,10.429,0.321
3.1879,7.000,825.215,804.881,10.167,0.034
3.2957,7.000,850.267,829.946,10.161,0.004
3.3921,8.000,877.711,848.540,14.585,3.000
3.4880,8.000,899.946,876.077,11.934,0.321
3.5971,7.000,919.357,904.813,7.272,-2.966
3.6912,6.000,929.775,918.694,5.541,-3.318
3.7879,6.000,933.763,916.715,8.524,-0.355
3.8927,5.000,929.651,920.734,4.459,-3.038
3.9870,4.000,928.539,922.968,2.785,-3.326
4.0936,3.000,928.195,925.465,1.365,-3.356
4.1887,2.000,928.314,928.376,-0.031,-3.360
4.2951,-1.000,916.998,937.468,-10.235,-9.360
4.3916,-3.000,915.899,937.276,-10.688,-7.003
4.4873,-7.000,898.579,942.699,-22.060,-12.750
4.5958,-10.000,891.371,939.194,-23.911,-10.366
4.6915,-14.000,874.525,939.134,-32.305,-13.111
4.7984,-18.000,858.983,935.507,-38.262,-13.405
4.8935,-22.000,800.426,935.240,-67.407,-21.606
4.9900,-26.000,760.454,915.172,-77.359,-23.158
5.0958,-30.000,721.224,893.329,-86.053,-23.452
5.1908,-34.000,681.792,870.809,-94.508,-23.507
5.2981,-38.000,642.033,847.870,-102.919,-23.518
5.3949,-44.000,584.629,834.740,-125.056,-33.055
5.4899,-49.000,543.296,808.481,-132.592,-30.091
5.5945,-53.000,507.978,779.306,-135.664,-24.763
5.6916,-55.000,485.492,744.134,-129.321,-14.220
5.7980,-64.000,393.689,752.887,-179.599,-45.598
5.8924,-70.000,353.039,720.705,-183.833,-37.232
5.9881,-76.000,305.449,695.150,-194.850,-35.649
6.0943,-82.000,256.442,670.743,-207.151,-35.350
6.1903,-89.000,198.410,651.534,-226.562,-40.061
