time_s,error_mm,left_rpm,right_rpm,pid_output,d_term
0.0001,9.000,92.672,-45.944,69.308,56.700
0.0215,9.000,71.733,18.151,26.791,14.175
0.1294,9.000,82.073,49.738,16.167,3.544
0.2259,9.000,101.061,74.026,13.517,0.886
0.3225,9.000,122.616,96.895,12.861,0.221
0.4277,8.000,130.557,120.554,5.002,-6.245
0.5222,8.000,159.998,140.613,9.692,-1.561
0.6274,8.000,186.033,164.292,10.870,-0.390
0.7238,8.000,211.280,188.941,11.170,-0.098
0.8298,7.000,221.786,214.687,3.549,-6.324
0.9254,7.000,253.261,236.664,8.299,-1.581
1.0202,6.000,266.390,262.811,1.790,-6.695
1.1251,5.000,284.827,286.596,-0.885,-7.974
1.2225,5.000,320.076,309.876,5.100,-1.993
1.3277,5.000,350.270,337.071,6.600,-0.498
1.4222,6.000,378.459,349.102,14.679,6.175
1.5273,6.000,402.246,382.142,10.052,1.544
1.6218,7.000,428.666,395.464,16.601,6.686
1.7286,7.000,451.867,428.683,11.592,1.671
1.8242,7.000,478.418,457.729,10.345,0.418
1.9294,8.000,505.160,469.683,17.738,6.404
2.0239,8.000,528.129,502.245,12.942,1.601
2.1214,8.000,554.356,530.860,11.748,0.400
2.2279,8.000,581.190,558.280,11.455,0.100
2.3214,8.000,608.000,585.226,11.387,0.025
2.4263,7.000,620.053,612.705,3.674,-6.294
2.5211,7.000,652.900,636.099,8.401,-1.573
2.6260,6.000,667.208,663.436,1.886,-6.693
2.7203,5.000,686.651,688.230,-0.790,-7.973
2.8252,4.000,708.155,713.167,-2.506,-8.293
2.9206,3.000,730.835,738.802,-3.983,-8.373
3.0249,2.000,754.370,765.174,-5.402,-8.393
3.1213,1.000,778.596,792.208,-6.806,-8.398
3.2275,-1.000,787.599,819.415,-15.908,-14.700
3.3220,-2.000,817.032,842.202,-12.585,-9.975
3.4270,-3.000,842.223,867.836,-12.806,-8.794
3.5216,-5.000,850.134,893.365,-21.616,-14.798
3.6276,-6.000,878.460,914.904,-18.222,-10.000
3.7242,-7.000,902.665,939.522,-18.428,-8.800
3.8292,-8.000,925.528,964.599,-19.535,-8.500
3.9238,-9.000,947.789,989.526,-20.868,-8.425
4.0204,-10.000,969.674,1014.191,-22.258,-8.406
4.1254,-12.000,975.472,1038.200,-31.364,-14.702
