time_s,error_mm,left_rpm,right_rpm,pid_output,d_term,target_speed_ms
0.0004,4.000,155.032,-119.413,137.222,125.217,0.350
0.0645,4.000,81.600,-10.758,46.179,34.150,0.350
0.1624,4.000,74.623,31.890,21.366,9.314,0.350
0.2701,4.000,85.898,56.664,14.617,2.540,0.350
0.3688,4.000,102.260,76.673,12.794,0.693,0.350
0.4678,4.000,120.103,95.475,12.314,0.189,0.350
0.5667,4.000,138.428,114.028,12.200,0.052,0.350
0.6660,4.000,156.953,132.579,12.187,0.014,0.350
0.7639,4.000,175.589,151.187,12.201,0.004,0.350
0.8614,4.000,194.303,169.860,12.222,0.001,0.350
0.9702,4.000,213.081,188.591,12.245,0.000,0.350
1.0698,4.000,231.911,207.373,12.269,0.000,0.350
1.1686,4.000,250.784,226.199,12.293,0.000,0.350
1.2681,5.000,283.873,227.045,28.414,13.091,0.350
1.3649,5.000,293.169,255.323,18.923,3.570,0.350
1.4630,5.000,309.436,276.723,16.357,0.974,0.350
1.5708,5.000,327.631,296.274,15.678,0.266,0.350
1.6677,6.000,360.552,297.328,31.612,13.163,0.350
1.7654,7.000,383.995,307.652,38.172,16.681,0.350
1.8618,8.000,404.799,320.441,42.179,17.640,0.350
1.9702,9.000,424.836,333.847,45.495,17.902,0.350
2.0686,10.000,444.625,347.373,48.626,17.973,0.350
2.1651,12.000,478.492,342.875,67.808,31.084,0.350
2.2737,13.000,488.481,365.739,61.371,21.568,0.350
2.3618,15.000,519.554,363.640,77.957,32.064,0.350
2.4700,16.000,528.680,387.031,70.824,21.836,0.350
2.5676,18.000,559.434,384.967,87.234,32.137,0.350
2.6638,20.000,582.462,390.375,96.043,34.946,0.350
2.7613,21.000,589.167,415.730,86.719,22.622,0.350
2.8700,23.000,619.047,414.151,102.448,32.351,0.350
2.9677,24.000,627.582,437.560,95.011,21.914,0.350
3.0659,26.000,657.928,435.418,111.255,32.158,0.350
3.1630,28.000,680.733,440.635,120.049,34.952,0.350
3.2708,29.000,687.258,465.818,110.720,22.623,0.350
3.3687,31.000,716.987,464.090,126.449,32.352,0.350
3.4677,32.000,725.395,487.373,119.011,21.914,0.350
3.5659,34.000,755.633,485.123,135.255,32.158,0.350
3.6635,36.000,778.346,490.248,144.049,34.952,0.350
3.7628,37.000,784.793,515.353,134.720,22.623,0.350
3.8697,38.000,800.285,531.570,134.358,19.261,0.350
3.9680,40.000,832.460,527.397,152.532,31.435,0.350
4.0645,41.000,841.535,550.014,145.761,21.664,0.350
4.1627,42.000,857.784,565.592,146.096,18.999,0.350
