t_s,v_cmd_ms,voltage_v,encoder_v_ms,encoder_rpm,encoder_count
0.0,0.0,0.0,0.0,0.0,30049413
0.051,0.0,0.0,0.0,0.0,30049413
0.102,0.0,0.0,0.0,0.0,30049413
0.153,0.0,0.0,0.0,0.0,30049413
0.204,0.0,0.0,0.0,0.0,30049413
0.255,0.0,0.0,0.0,0.0,30049413
0.305,0.0,0.0,0.0,0.0,30049413
0.356,0.0,0.0,0.0,0.0,30049413
0.407,0.0,0.0,0.0,0.0,30049413
0.458,0.0,0.0,0.0,0.0,30049413
0.508,0.0,0.0,0.0,0.0,30049413
0.559,0.0,0.0,0.0,0.0,30049413
0.61,0.0,0.0,0.0,0.0,30049413
0.661,0.0,0.0,0.0,0.0,30049413
0.712,0.0,0.0,0.0,0.0,30049413
0.762,0.0,0.0,0.0,0.0,30049413
0.814,0.0,0.0,0.0,0.0,30049413
0.864,0.0,0.0,0.0,0.0,30049413
0.916,0.0,0.0,0.0,0.0,30049413
0.966,0.0,0.0,0.0,0.0,30049413
1.017,0.0,0.0,0.0,0.0,30049413
1.068,0.0,0.0,0.0,0.0,30049413
1.118,0.0,0.0,0.0,0.0,30049413
1.169,0.0,0.0,0.0,0.0,30049413
1.22,0.0,0.0,0.0,0.0,30049413
1.271,0.0,0.0,0.0,0.0,30049413
1.323,0.0,0.0,0.0,0.0,30049413
1.374,0.0,0.0,0.0,0.0,30049413
1.425,0.0,0.0,0.0,0.0,30049413
1.476,0.0,0.0,0.0,0.0,30049413
1.527,0.0,0.0,0.0,0.0,30049413
1.577,0.0,0.0,0.0,0.0,30049413
1.628,0.0,0.0,0.0,0.0,30049413
1.679,0.0,0.0,0.0,0.0,30049413
1.73,0.0,0.0,0.0,0.0,30049413
1.781,0.0,0.0,0.0,0.0,30049413
1.833,0.0,0.0,0.0,0.0,30049413
1.884,0.0,0.0,0.0,0.0,30049413
1.935,0.0,0.0,0.0,0.0,30049413
1.985,0.0,0.0,0.0,0.0,30049413
