time_s,error_mm,left_rpm,right_rpm,pid_output,d_term
0.0004,20.000,192.987,-147.023,170.005,150.000
0.0327,20.000,87.395,0.313,43.541,23.520
0.1299,20.000,85.497,40.365,22.566,2.520
0.2390,20.000,100.825,60.143,20.341,0.270
0.3355,20.000,116.866,76.616,20.125,0.029
0.4327,20.000,132.021,91.772,20.124,0.003
0.5281,20.000,146.262,105.969,20.146,0.000
0.6371,20.000,159.710,119.367,20.171,0.000
0.7321,20.000,172.481,132.089,20.196,0.000
0.8288,20.000,185.506,145.063,20.221,0.000
0.9351,19.000,196.956,162.752,17.102,-2.143
