time_s,error_mm,left_rpm,right_rpm,pid_output,d_term,target_speed_ms
0.0003,-4.000,-124.097,153.779,-138.938,-126.933,0.320
0.0855,-4.000,-14.243,72.719,-43.481,-31.453,0.320
0.1823,-4.000,24.016,63.709,-19.846,-7.794,0.320
0.2795,-4.000,44.673,72.688,-14.008,-1.931,0.320
0.3875,-4.000,61.084,86.243,-12.579,-0.479,0.320
0.4865,-4.000,76.543,101.029,-12.243,-0.119,0.320
0.5856,-4.000,91.849,116.206,-12.178,-0.029,0.320
0.6844,-4.000,107.190,131.550,-12.180,-0.007,0.320
0.7841,-4.000,122.600,146.997,-12.199,-0.002,0.320
0.8818,-4.000,138.079,162.522,-12.221,-0.000,0.320
0.9871,-4.000,153.619,178.109,-12.245,-0.000,0.320
1.0844,-4.000,169.212,193.749,-12.269,-0.000,0.320
1.1826,-4.000,184.849,209.435,-12.293,-0.000,0.320
1.2801,-4.000,200.525,225.158,-12.317,-0.000,0.320
1.3780,-4.000,216.232,240.914,-12.341,-0.000,0.320
1.4871,-4.000,231.968,256.697,-12.365,-0.000,0.320
1.5853,-4.000,247.727,272.504,-12.389,-0.000,0.320
1.6845,-4.000,263.505,288.331,-12.413,-0.000,0.320
1.7817,-4.000,279.301,304.175,-12.437,-0.000,0.320
1.8780,-4.000,295.111,320.033,-12.461,-0.000,0.320
1.9875,-4.000,310.933,335.903,-12.485,-0.000,0.320
2.0834,-3.000,341.329,335.060,3.134,12.637,0.320
2.1830,-3.000,348.253,361.032,-6.389,3.131,0.320
2.2789,-3.000,362.247,379.773,-8.763,0.776,0.320
2.3772,-3.000,377.945,396.674,-9.365,0.192,0.320
2.4892,-3.000,394.025,413.079,-9.527,0.048,0.320
2.5780,-3.000,410.164,429.326,-9.581,0.012,0.320
2.6872,-3.000,426.289,445.505,-9.608,0.003,0.320
2.7846,-3.000,442.385,461.641,-9.628,0.001,0.320
2.8838,-4.000,440.889,491.469,-25.290,-12.637,0.320
2.9837,-4.000,466.299,497.915,-15.808,-3.131,0.320
3.0816,-4.000,484.557,511.511,-13.477,-0.776,0.320
3.1802,-4.000,501.042,526.876,-12.917,-0.192,0.320
3.2786,-4.000,517.086,542.679,-12.796,-0.048,0.320
3.3871,-4.000,533.020,558.589,-12.785,-0.012,0.320
3.4848,-4.000,548.926,574.525,-12.800,-0.003,0.320
3.5866,-4.000,564.825,590.468,-12.822,-0.001,0.320
3.6842,-5.000,563.158,620.134,-28.488,-12.637,0.320
3.7815,-5.000,588.421,626.445,-19.012,-3.131,0.320
3.8783,-5.000,606.552,639.926,-16.687,-0.776,0.320
3.9776,-5.000,622.929,655.195,-16.133,-0.192,0.320
4.0856,-6.000,621.317,684.640,-31.662,-12.685,0.320
4.1848,-6.000,646.539,690.851,-22.156,-3.143,0.320
4.2812,-7.000,647.050,717.992,-35.471,-13.416,0.320
4.3770,-7.000,672.740,723.582,-25.421,-3.324,0.320
4.4764,-8.000,673.316,750.528,-38.606,-13.461,0.320
4.5831,-9.000,681.415,769.758,-44.171,-15.973,0.320
4.6815,-10.000,691.314,787.022,-47.854,-16.595,0.320
4.7786,-10.000,719.169,790.031,-35.431,-4.112,0.320
