time_s,error_mm,left_rpm,right_rpm,pid_output,d_term
0.0001,26.000,332.764,-286.036,309.400,273.000
0.0748,26.000,183.717,-93.833,138.775,102.375
0.1812,25.000,127.893,2.112,62.891,27.891
0.2759,25.000,129.232,38.314,45.459,10.459
0.3809,24.000,128.485,74.407,27.039,-6.578
0.4761,23.000,137.454,98.922,19.266,-12.967
0.5804,22.000,149.623,118.651,15.486,-15.363
0.6751,21.000,162.614,136.210,13.202,-16.261
0.7800,20.000,175.595,152.636,11.479,-16.598
0.8775,19.000,190.407,170.474,9.966,-16.724
0.9722,19.000,226.068,185.204,20.432,-6.272
1.0797,18.000,236.437,211.508,12.464,-12.852
1.1761,17.000,252.587,235.370,8.609,-15.319
1.2717,16.000,271.697,259.108,6.295,-16.245
1.3763,16.000,311.392,278.475,16.459,-6.092
1.4718,15.000,325.330,308.577,8.377,-12.784
1.5790,14.000,344.568,335.615,4.477,-15.294
1.6735,12.000,347.521,367.034,-9.756,-26.735
1.7710,11.000,378.867,388.745,-4.939,-20.526
1.8792,10.000,406.771,414.778,-4.003,-18.197
1.9757,9.000,433.594,442.641,-4.524,-17.324
2.0715,8.000,460.188,471.370,-5.591,-16.996
2.1776,6.000,468.047,505.574,-18.764,-27.374
2.2727,5.000,503.056,530.159,-13.552,-20.765
2.3798,4.000,533.884,558.825,-12.471,-18.287
2.4764,3.000,563.120,588.998,-12.939,-17.358
2.5711,2.000,591.739,619.717,-13.989,-17.009
2.6780,0.000,601.307,655.625,-27.159,-27.378
2.7747,-2.000,616.565,684.262,-33.849,-31.267
2.8705,-3.000,653.579,705.997,-26.209,-22.225
2.9765,-5.000,663.755,735.998,-36.122,-29.334
3.0721,-6.000,697.979,757.363,-29.692,-21.500
3.1774,-7.000,726.357,782.675,-28.159,-18.563
3.2736,-8.000,752.092,809.017,-28.463,-17.461
3.3799,-9.000,776.451,835.363,-29.456,-17.048
3.4759,-10.000,799.968,861.384,-30.708,-16.893
3.5711,-12.000,802.891,890.808,-43.958,-27.335
3.6760,-13.000,832.533,910.100,-38.783,-20.751
3.7718,-13.000,877.610,929.256,-25.823,-7.781
3.8776,-14.000,893.582,959.322,-32.870,-13.418
3.9724,-16.000,892.843,989.433,-48.295,-26.032
4.0783,-17.000,920.404,1008.277,-43.937,-20.262
4.1729,-18.000,944.097,1030.468,-43.186,-18.098
4.2772,-18.000,986.216,1049.990,-31.887,-6.787
4.3795,-18.000,1020.463,1075.778,-27.658,-2.545
4.4723,-19.000,1031.374,1107.335,-37.980,-11.454
4.5743,-19.000,1067.889,1129.558,-30.834,-4.295
4.6782,-20.000,1079.343,1159.470,-40.064,-12.111
4.7729,-19.000,1120.799,1162.015,-20.608,5.958
4.8792,-19.000,1147.082,1195.772,-24.345,2.234
4.9733,-18.000,1154.545,1182.254,-13.854,11.338
5.0795,-18.000,1152.372,1194.279,-20.953,4.252
5.1759,-18.000,1153.890,1201.136,-23.623,1.594
5.2726,-17.000,1161.440,1186.903,-12.732,11.098
5.3776,-16.000,1164.153,1179.711,-7.779,14.662
5.4749,-16.000,1160.575,1194.482,-16.954,5.498
5.5715,-15.000,1166.885,1183.886,-8.500,12.562
5.6796,-14.000,1169.702,1178.625,-4.461,15.211
5.7753,-12.000,1176.649,1157.002,9.824,26.704
5.8710,-11.000,1173.713,1163.662,5.026,20.514
5.9783,-9.000,1179.969,1147.972,15.998,28.693
6.0744,-8.000,1178.021,1158.101,9.960,21.260
6.1794,-8.000,1175.705,1182.371,-3.333,7.972
6.2769,-7.000,1185.047,1177.889,3.579,13.490
6.3716,-6.000,1191.178,1177.090,7.044,15.559
6.4777,-6.000,1191.216,1196.585,-2.685,5.834
6.5727,-6.000,1195.866,1208.536,-6.335,2.188
6.6795,-6.000,1201.550,1216.964,-7.707,0.820
6.7755,-7.000,1187.030,1227.279,-20.125,-10.192
6.8703,-7.000,1199.108,1226.627,-13.759,-3.822
6.9774,-7.000,1206.348,1229.099,-11.375,-1.433
7.0719,-8.000,1191.366,1236.136,-22.385,-11.037
7.1788,-9.000,1182.381,1237.168,-27.393,-14.639
7.2735,-11.000,1155.643,1239.746,-42.051,-26.490
7.3692,-13.000,1136.922,1235.531,-49.304,-30.934
7.4753,-14.000,1141.498,1225.259,-41.881,-22.100
7.5706,-14.000,1160.380,1216.536,-28.078,-8.288
7.6756,-14.000,1169.867,1215.683,-22.908,-3.108
7.7702,-14.000,1175.470,1217.420,-20.975,-1.165
7.8782,-12.000,1189.309,1182.220,3.545,20.563
7.9758,-10.000,1192.372,1163.400,14.486,28.711
8.0704,-6.000,1202.726,1114.452,44.137,52.767
8.1784,-1.000,1208.344,1067.030,70.657,72.287
8.2740,3.000,1199.299,1053.140,73.080,69.108
8.3697,5.000,1183.964,1076.582,53.691,46.915
8.4767,7.000,1180.692,1084.345,48.173,38.593
8.5733,8.000,1177.285,1105.368,35.958,24.972
8.6708,9.000,1180.470,1115.957,32.257,19.865
8.7783,9.000,1181.415,1141.720,19.848,7.449
8.8744,9.000,1188.117,1157.720,15.198,2.793
8.9703,7.000,1158.424,1179.110,-10.343,-19.952
9.0765,6.000,1163.570,1183.106,-9.768,-17.982
9.1728,5.000,1167.397,1188.249,-10.426,-17.243
9.2693,2.000,1133.088,1203.783,-35.348,-37.966
9.3757,1.000,1152.539,1199.575,-23.518,-24.737
9.4717,-2.000,1123.176,1210.693,-43.759,-40.777
9.5685,-5.000,1103.404,1211.357,-53.977,-46.791
9.6755,-6.000,1127.023,1200.296,-36.636,-28.047
9.7701,-8.000,1117.384,1203.209,-42.913,-31.518
9.8762,-9.000,1129.217,1199.459,-35.121,-22.319
9.9708,-10.000,1134.095,1200.252,-33.078,-18.870
10.0759,-10.000,1155.792,1198.375,-21.292,-7.076
10.1721,-10.000,1168.631,1202.383,-16.876,-2.654
10.2781,-10.000,1177.442,1207.892,-15.225,-0.995
10.3755,-10.000,1184.143,1213.363,-14.610,-0.373
10.4706,-9.000,1194.543,1199.509,-2.483,10.360
10.5757,-9.000,1194.094,1212.023,-8.964,3.885
10.6702,-8.000,1201.788,1200.784,0.502,11.957
10.7741,-8.000,1200.302,1214.256,-6.977,4.484
10.8688,-8.000,1202.589,1222.158,-9.785,1.681
