time_s,error_mm,left_rpm,right_rpm,pid_output,d_term
0.0003,42.000,523.164,-476.436,499.800,441.000
0.0420,42.000,159.269,-69.385,114.327,55.527
0.1469,41.000,125.352,4.653,60.349,2.949
0.2425,41.000,141.489,26.057,57.716,0.316
0.3470,41.000,158.880,44.012,57.434,0.034
0.4459,41.000,175.591,60.784,57.404,0.004
0.5404,41.000,191.537,76.736,57.400,0.000
0.6465,40.000,202.412,96.412,53.000,-3.000
0.7426,40.000,219.794,108.437,55.679,-0.321
0.8462,40.000,234.298,122.366,55.966,-0.034
0.9425,39.000,243.731,140.539,51.596,-3.004
1.0495,39.000,261.675,153.118,54.278,-0.322
1.1470,39.000,278.754,169.623,54.566,-0.034
1.2435,38.000,291.578,191.185,50.196,-3.004
1.3497,38.000,314.193,208.437,52.878,-0.322
1.4451,37.000,329.944,232.413,48.766,-3.034
1.5420,36.000,349.557,255.407,47.075,-3.325
1.6401,36.000,375.954,275.866,50.044,-0.356
1.7474,35.000,394.705,302.781,45.962,-3.038
1.8432,34.000,416.846,328.297,44.274,-3.326
1.9491,34.000,445.388,350.901,47.244,-0.356
2.0440,33.000,465.964,379.640,43.162,-3.038
2.1394,33.000,494.955,403.206,45.874,-0.326
2.2444,32.000,516.102,432.572,41.765,-3.035
2.3394,31.000,540.299,460.150,40.075,-3.325
2.4425,30.000,565.292,488.005,38.644,-3.356
2.5484,28.000,585.469,519.788,32.840,-6.360
2.6432,26.000,609.450,550.013,29.719,-6.681
2.7396,24.000,634.757,580.821,26.968,-6.716
2.8476,21.000,655.595,615.920,19.838,-9.720
2.9428,19.000,685.833,646.268,19.783,-7.041
3.0475,16.000,708.845,682.993,12.926,-9.754
3.1426,13.000,735.407,718.447,8.480,-10.045
3.2495,10.000,763.188,754.619,4.284,-10.076
3.3447,6.000,786.505,795.102,-4.298,-13.080
3.4402,2.000,813.925,834.351,-10.213,-13.401
3.5459,-1.000,846.941,869.843,-11.451,-10.436
3.6411,-4.000,861.448,892.143,-15.347,-10.118
3.7465,-7.000,860.278,899.353,-19.538,-10.084
3.8419,-10.000,856.814,904.352,-23.769,-10.080
3.9484,-13.000,851.421,907.449,-28.014,-10.080
4.0456,-15.000,850.893,906.626,-27.867,-7.080
4.1398,-17.000,846.580,907.390,-30.405,-6.759
4.2470,-19.000,841.040,907.513,-33.237,-6.724
4.3433,-21.000,834.668,906.881,-36.106,-6.720
4.4489,-23.000,827.612,905.585,-38.987,-6.720
4.5438,-25.000,820.062,903.635,-41.787,-6.720
4.6397,-26.000,818.524,898.897,-40.187,-3.720
4.7448,-27.000,814.178,896.708,-41.265,-3.399
4.8409,-28.000,809.436,894.697,-42.631,-3.364
4.9476,-29.000,804.569,892.623,-44.027,-3.360
5.0454,-30.000,799.620,890.473,-45.427,-3.360
5.1392,-30.000,801.102,885.955,-42.427,-0.360
5.2455,-30.000,800.134,884.344,-42.105,-0.039
5.3402,-31.000,792.572,885.513,-46.471,-3.004
5.4457,-31.000,794.038,881.614,-43.788,-0.322
5.5401,-31.000,793.291,880.293,-43.501,-0.034
5.6461,-30.000,795.942,874.083,-39.070,2.996
5.7412,-30.000,793.255,876.746,-41.745,0.321
5.8476,-29.000,796.458,871.722,-37.632,3.034
5.9429,-28.000,797.974,869.857,-35.941,3.325
6.0388,-27.000,799.858,868.878,-34.510,3.356
6.1456,-26.000,802.245,868.459,-33.107,3.360
6.2438,-24.000,808.499,863.280,-27.391,6.360
6.3400,-23.000,809.696,867.195,-28.750,3.681
6.4472,-21.000,817.008,863.628,-23.310,6.394
6.5431,-19.000,822.824,863.396,-20.286,6.685
6.6389,-18.000,825.665,869.501,-21.918,3.716
6.7450,-16.000,834.593,867.577,-16.492,6.398
6.8421,-14.000,841.808,868.715,-13.453,6.686
6.9484,-11.000,852.851,865.373,-6.261,9.716
7.0446,-10.000,855.413,876.556,-10.571,4.041
7.1395,-8.000,866.119,876.934,-5.408,6.433
7.2495,-5.000,878.569,874.506,2.031,9.689
7.3446,-3.000,885.666,881.327,2.170,7.038
7.4401,-1.000,895.294,885.929,4.682,6.754
7.5468,1.000,904.114,889.204,7.455,6.724
7.6431,4.000,913.166,883.834,14.666,9.720
7.7387,6.000,915.173,885.557,14.808,7.041
7.8471,9.000,920.402,876.897,21.752,9.754
7.9425,11.000,919.373,875.610,21.882,7.045
8.0471,12.000,917.441,877.374,20.033,3.755
8.1416,13.000,917.862,875.610,21.126,3.402
8.2469,14.000,918.103,873.028,22.538,3.365
8.3424,14.000,915.652,876.487,19.582,0.360
8.4385,14.000,915.809,877.189,19.310,0.039
8.5437,14.000,916.188,877.540,19.324,0.004
8.6408,13.000,911.240,881.308,14.966,-3.000
8.7381,13.000,914.962,879.583,17.690,-0.321
8.8394,11.000,905.536,887.106,9.215,-6.034
8.9375,10.000,907.850,887.374,10.238,-3.647
9.0446,8.000,903.132,893.688,4.722,-6.391
9.1428,5.000,896.633,902.143,-2.755,-9.685
9.2402,2.000,894.719,909.320,-7.301,-10.038
9.3384,-2.000,886.811,918.702,-15.945,-13.075
9.4369,-7.000,872.587,925.178,-26.295,-16.401
9.5450,-11.000,865.399,923.980,-29.290,-13.757
9.6407,-16.000,847.563,925.689,-39.063,-16.474
9.7365,-21.000,830.344,923.199,-46.428,-16.765
9.8426,-27.000,805.436,921.154,-57.859,-19.796
9.9376,-31.000,794.657,910.224,-57.784,-14.121
10.0438,-36.000,771.539,905.889,-67.175,-16.513
10.1396,-42.000,743.115,900.778,-78.832,-19.769
10.2476,-47.000,723.013,889.375,-83.181,-17.118
10.3428,-51.000,706.408,877.401,-85.497,-13.834
10.4371,-54.000,693.114,865.803,-86.345,-10.482
10.5443,-63.000,637.894,871.065,-116.586,-28.123
10.6410,-70.000,609.771,854.323,-122.276,-24.013
10.7368,-76.000,583.644,838.115,-127.235,-20.573
10.8449,-83.000,547.520,826.854,-139.667,-23.204
10.9412,-89.000,519.600,810.297,-145.349,-20.486
16.0379,-99.000,-776.636,823.364,-800.000,-1039.500
16.1355,-96.000,-191.833,281.717,-236.775,-102.375
16.2415,-92.000,-62.766,192.771,-127.769,1.031
16.3374,-90.000,-36.117,203.662,-119.890,6.110
16.4453,-87.000,-10.699,213.592,-112.145,9.655
16.5414,-83.000,15.022,221.353,-103.166,13.034
16.6373,-80.000,32.533,235.740,-101.603,10.397
16.7431,-78.000,47.326,251.498,-102.086,7.114
16.8389,-76.000,64.478,263.753,-99.638,6.762
16.9453,-75.000,77.057,279.607,-101.275,3.725
17.0399,-74.000,91.934,292.336,-100.201,3.399
17.1345,-72.000,111.150,300.022,-94.436,6.364
17.2429,-70.000,127.421,310.057,-91.318,6.682
17.3369,-68.000,143.153,320.121,-88.484,6.716
17.4447,-66.000,158.639,330.000,-85.680,6.720
17.5408,-63.000,178.339,335.299,-78.480,9.720
17.6374,-61.000,190.804,347.521,-78.359,7.041
17.7441,-56.000,218.727,344.018,-62.646,15.754
17.8403,-56.000,223.075,376.499,-76.712,1.688
17.9379,-55.000,244.539,392.177,-73.819,3.181
18.0344,-55.000,262.804,416.123,-76.659,0.341
18.1403,-54.000,287.760,432.887,-72.563,3.037
18.2366,-53.000,311.599,453.348,-70.875,3.325
18.3341,-52.000,336.277,475.164,-69.444,3.356
18.4425,-51.000,361.860,497.941,-68.040,3.360
18.5386,-49.000,391.733,516.214,-62.240,6.360
18.6348,-48.000,416.836,543.874,-63.519,3.681
18.7407,-46.000,448.294,564.305,-58.006,6.394
18.8373,-44.000,478.456,588.286,-54.915,6.685
18.9431,-41.000,512.819,608.186,-47.684,9.716
19.0390,-39.000,542.524,637.642,-47.559,7.041
19.1344,-36.000,578.702,659.993,-40.646,9.754
19.2412,-34.000,610.186,691.296,-40.555,7.045
19.3400,-32.000,644.400,720.491,-38.045,6.755
19.4355,-29.000,682.638,744.390,-30.876,9.724
19.5435,-27.000,715.684,777.200,-30.758,7.042
19.6385,-24.000,754.621,802.480,-23.930,9.754
19.7346,-21.000,779.218,818.242,-19.512,10.045
19.8406,-19.000,788.012,827.508,-19.748,7.076
19.9364,-16.000,802.814,828.657,-12.922,9.758
20.0437,-13.000,815.835,832.795,-8.480,10.046
20.1400,-9.000,832.627,832.388,0.119,13.076
20.2344,-5.000,847.897,835.844,6.027,13.401
20.3416,-1.000,863.887,840.572,11.658,13.436
20.4375,2.000,874.803,849.066,12.869,10.440
20.5336,5.000,885.149,851.619,16.765,10.119
20.6395,8.000,893.025,851.107,20.959,10.084
20.7341,10.000,896.286,854.706,20.790,7.080
20.8415,11.000,898.218,860.404,18.907,3.759
20.9358,11.000,899.643,868.465,15.589,0.403
21.0419,11.000,903.354,872.817,15.268,0.043
21.1377,12.000,909.084,869.741,19.672,3.005
21.2336,12.000,909.071,875.009,17.031,0.322
21.3395,12.000,911.059,877.488,16.785,0.034
21.4360,11.000,907.665,882.879,12.393,-2.996
21.5347,8.000,896.817,893.024,1.896,-9.321
21.6414,5.000,893.459,899.386,-2.964,-9.999
21.7375,1.000,886.966,910.231,-11.633,-13.071
21.8419,-2.000,888.179,914.517,-13.169,-10.400
21.9367,-5.000,884.785,918.986,-17.100,-10.114
22.0334,-7.000,885.748,919.537,-16.894,-7.084
22.1390,-11.000,869.678,926.094,-28.208,-12.759
22.2344,-13.000,869.981,921.304,-25.662,-7.367
22.3414,-17.000,851.592,925.079,-36.743,-12.789
22.4374,-20.000,843.230,920.419,-38.594,-10.370
22.5334,-24.000,825.372,919.410,-47.019,-13.111
22.6397,-27.000,815.559,912.584,-48.513,-10.405
22.7371,-28.000,815.778,903.023,-43.623,-4.115
22.8425,-30.000,803.981,901.479,-48.749,-6.441
22.9373,-32.000,794.062,897.658,-51.798,-6.690
23.0325,-35.000,777.696,895.745,-59.025,-9.717
23.1380,-38.000,763.603,890.701,-63.549,-10.041
23.2344,-40.000,755.935,882.703,-63.384,-7.076
23.3396,-42.000,745.594,877.327,-65.866,-6.758
23.4355,-44.000,734.949,872.213,-68.632,-6.724
23.5420,-46.000,724.255,867.112,-71.428,-6.720
23.6385,-48.000,713.542,861.999,-74.228,-6.720
23.7345,-50.000,702.817,856.873,-77.028,-6.720
23.8411,-53.000,685.579,854.035,-84.228,-9.720
23.9388,-55.000,677.226,845.925,-84.349,-7.041
24.0343,-56.000,673.017,837.941,-82.462,-3.754
24.1405,-57.000,666.187,833.207,-83.510,-3.402
24.2369,-57.000,665.809,826.754,-80.473,-0.365
24.3334,-57.000,663.232,823.526,-80.147,-0.039
24.4400,-63.000,621.800,834.824,-106.512,-18.004
24.5351,-65.000,621.068,819.542,-99.237,-7.929
24.6416,-67.000,611.341,813.256,-100.958,-6.850
24.7381,-68.000,607.151,805.635,-99.242,-3.734
24.8327,-69.000,600.466,801.082,-100.308,-3.400
24.9403,-71.000,587.225,799.370,-106.072,-6.364
25.0351,-73.000,576.552,794.932,-109.190,-6.682
25.1406,-75.000,566.097,790.144,-112.024,-6.716
25.2363,-76.000,562.114,782.970,-110.428,-3.720
25.3318,-78.000,549.194,781.007,-115.907,-6.399
25.4359,-78.000,551.581,771.968,-110.194,-0.686
25.5423,-78.000,549.367,768.530,-109.581,-0.073
25.6384,-78.000,547.030,766.061,-109.516,-0.008
25.7347,-78.000,544.994,764.012,-109.509,-0.001
25.8318,-78.000,543.259,762.275,-109.508,-0.000
25.9379,-78.000,541.784,760.800,-109.508,-0.000
26.0315,-77.000,544.030,754.246,-105.108,3.000
26.1343,-76.000,544.520,751.293,-103.387,3.321
26.2372,-75.000,545.508,749.412,-101.952,3.356
26.3401,-74.000,547.132,748.229,-100.548,3.360
26.4328,-72.000,552.820,742.316,-94.748,6.360
26.5362,-71.000,553.546,745.599,-96.027,3.681
26.6418,-70.000,556.963,746.790,-94.914,3.394
26.7396,-70.000,557.390,753.279,-97.944,0.364
26.8347,-68.000,567.005,745.943,-89.469,6.039
26.9311,-67.000,569.081,750.003,-90.461,3.647
27.0391,-65.000,576.933,746.768,-84.917,6.391
27.1345,-63.000,583.189,746.836,-81.823,6.685
27.2409,-61.000,589.908,747.892,-78.992,6.716
27.3386,-57.000,604.216,738.993,-67.388,12.720
27.4343,-57.000,601.158,758.649,-78.745,1.363
27.5397,-56.000,610.496,761.620,-75.562,3.146
27.6355,-56.000,614.418,771.159,-78.371,0.337
27.7415,-55.000,623.338,771.882,-74.272,3.036
27.8374,-54.000,629.725,774.891,-72.583,3.325
27.9326,-53.000,635.750,778.053,-71.152,3.356
28.0368,-52.000,641.657,781.154,-69.748,3.360
28.1317,-51.000,647.486,784.182,-68.348,3.360
28.2370,-49.000,656.751,781.847,-62.548,6.360
28.3329,-47.000,664.017,782.870,-59.427,6.681
28.4393,-46.000,668.074,790.059,-60.992,3.716
28.5351,-44.000,678.036,789.056,-55.510,6.398
28.6325,-41.000,689.631,785.676,-48.022,9.686
28.7389,-38.000,699.475,786.416,-43.470,10.038
28.8335,-36.000,706.511,793.776,-43.633,7.075
28.9384,-34.000,716.311,798.611,-41.150,6.758
29.0335,-33.000,722.998,808.566,-42.784,3.724
29.1397,-31.000,735.245,809.863,-37.309,6.399
29.2344,-29.000,745.288,813.733,-34.222,6.686
29.3306,-27.000,755.232,818.015,-31.392,6.716
29.4367,-25.000,765.281,822.458,-28.588,6.720
29.5319,-23.000,775.360,827.097,-25.869,6.720
29.6382,-21.000,785.542,831.826,-23.142,6.720
29.7341,-19.000,795.812,836.629,-20.409,6.720
29.8313,-18.000,802.656,846.799,-22.072,3.720
29.9414,-17.000,811.505,853.610,-21.052,3.399
30.0363,-17.000,816.567,864.860,-24.146,0.364
30.1329,-17.000,823.115,872.177,-24.531,0.039
30.2397,-16.000,832.417,872.861,-20.222,3.004
30.3354,-16.000,835.422,881.343,-22.960,0.322
30.4313,-17.000,833.458,888.872,-27.707,-2.966
30.5366,-18.000,833.407,892.452,-29.522,-3.318
30.6321,-18.000,839.307,892.553,-26.623,-0.355
30.7301,-19.000,835.608,897.152,-30.772,-3.038
30.8356,-20.000,833.633,898.692,-32.530,-3.326
30.9308,-20.000,837.847,897.108,-29.630,-0.356
31.0358,-20.000,839.213,897.978,-29.382,-0.038
31.1316,-21.000,833.624,901.267,-33.822,-3.004
31.2373,-21.000,836.756,899.181,-31.213,-0.322
31.3315,-22.000,830.910,901.715,-35.402,-3.034
31.4399,-22.000,833.635,899.176,-32.770,-0.325
31.5348,-23.000,827.424,901.345,-36.960,-3.035
31.6327,-24.000,823.331,900.801,-38.735,-3.325
31.7318,-24.000,825.746,897.446,-35.850,-0.356
31.8376,-26.000,812.664,901.328,-44.332,-6.038
31.9333,-27.000,810.646,897.327,-43.340,-3.647
32.0390,-28.000,806.344,895.312,-44.484,-3.391
32.1367,-30.000,795.186,895.700,-50.257,-6.363
32.2342,-31.000,792.791,890.742,-48.975,-3.682
32.3323,-32.000,787.953,888.129,-50.088,-3.394
32.4392,-33.000,782.817,885.732,-51.457,-3.364
32.5340,-34.000,777.619,883.327,-52.854,-3.360
32.6295,-35.000,772.388,880.895,-54.254,-3.360
32.7347,-37.000,760.631,880.738,-60.054,-6.360
32.8293,-38.000,757.747,875.297,-58.775,-3.681
32.9372,-40.000,745.995,874.571,-64.288,-6.394
33.0336,-42.000,736.401,871.159,-67.379,-6.685
33.1297,-45.000,720.343,869.562,-74.610,-9.716
33.2362,-48.000,706.515,864.784,-79.135,-10.041
33.3324,-51.000,692.572,859.311,-83.369,-10.076
33.4386,-53.000,684.817,851.163,-83.173,-7.080
33.5365,-55.000,674.379,845.683,-85.652,-6.759
33.6330,-56.000,670.148,838.183,-84.018,-3.724
33.7388,-57.000,663.488,833.673,-85.093,-3.399
33.8348,-57.000,663.275,827.391,-82.058,-0.364
33.9312,-63.000,621.840,838.105,-108.133,-18.039
34.0363,-66.000,614.390,824.843,-105.226,-10.933
34.1322,-69.000,600.349,817.678,-108.665,-10.171
34.2372,-73.000,578.918,813.284,-117.183,-13.090
34.3316,-75.000,572.629,801.221,-114.296,-7.402
34.4284,-78.000,554.940,796.713,-120.887,-9.793
34.5345,-81.000,539.249,789.935,-125.343,-10.049
34.6319,-84.000,523.672,782.813,-129.570,-10.077
34.7288,-86.000,514.523,773.269,-129.373,-7.080
34.8360,-88.000,502.899,766.603,-131.852,-6.759
34.9343,-90.000,491.160,760.396,-134.618,-6.724
35.0411,-93.000,473.037,756.665,-141.814,-9.720
35.1393,-97.000,450.928,752.398,-150.735,-13.041
35.5381,-94.000,-776.636,823.364,-800.000,-987.000
