time_s,error_mm,left_rpm,right_rpm,pid_output,d_term,target_speed_ms
0.0004,12.000,428.281,-398.598,413.440,379.826,0.320
0.0443,13.000,164.864,-107.325,136.094,99.617,0.320
0.1499,12.000,84.666,-0.824,42.745,9.000,0.320
0.2474,12.000,90.082,18.744,35.669,1.857,0.320
0.3447,12.000,100.938,32.414,34.262,0.383,0.320
0.4404,12.000,113.512,45.462,34.025,0.079,0.320
0.5482,12.000,126.793,58.734,34.030,0.016,0.320
0.6474,12.000,140.519,72.352,34.084,0.003,0.320
0.7448,12.000,154.593,86.296,34.148,0.001,0.320
0.8425,12.000,168.954,100.524,34.215,0.000,0.320
0.9424,12.000,183.559,114.995,34.282,0.000,0.320
1.0489,12.000,198.371,129.672,34.349,0.000,0.320
1.1475,12.000,213.358,144.525,34.417,0.000,0.320
1.2471,11.000,213.054,172.809,20.123,-11.556,0.320
1.3462,11.000,238.065,179.354,29.355,-2.384,0.320
1.4455,11.000,255.818,193.199,31.309,-0.492,0.320
1.5441,11.000,272.086,208.564,31.761,-0.102,0.320
1.6459,11.000,288.060,224.253,31.904,-0.021,0.320
1.7444,10.000,288.541,253.300,17.621,-11.560,0.320
1.8414,10.000,314.208,260.506,26.851,-2.385,0.320
1.9498,10.000,332.516,274.915,28.800,-0.492,0.320
2.0458,9.000,333.813,304.042,14.886,-11.657,0.320
2.1459,9.000,359.933,311.557,24.188,-2.405,0.320
2.2432,8.000,363.133,339.561,11.786,-12.052,0.320
2.3410,8.000,389.893,347.101,21.396,-2.487,0.320
2.4400,7.000,393.434,375.327,9.053,-12.069,0.320
2.5478,7.000,420.441,383.099,18.671,-2.490,0.320
2.6461,6.000,424.183,411.532,6.325,-12.069,0.320
2.7435,6.000,451.357,419.481,15.938,-2.491,0.320
2.8421,5.000,455.242,448.067,3.587,-12.069,0.320
2.9401,4.000,467.094,469.429,-1.167,-14.046,0.320
3.0495,3.000,480.827,489.543,-4.358,-14.454,0.320
3.1464,3.000,510.587,496.327,7.130,-2.983,0.320
3.2448,2.000,515.449,525.143,-4.847,-12.171,0.320
3.3437,2.000,543.320,533.673,4.823,-2.511,0.320
3.4407,1.000,547.740,562.807,-7.533,-12.074,0.320
3.5477,-0.000,560.035,584.648,-12.306,-14.047,0.320
3.6449,-0.000,589.579,591.895,-1.158,-2.899,0.320
3.7428,-0.000,609.903,607.618,1.142,-0.598,0.320
3.8497,-1.000,611.804,637.292,-12.744,-11.679,0.320
3.9466,-1.000,638.373,645.335,-3.481,-2.410,0.320
4.0430,-2.000,641.097,672.967,-15.935,-12.053,0.320
4.1389,-2.000,667.440,680.200,-6.380,-2.487,0.320
4.2488,-2.000,686.060,694.895,-4.417,-0.513,0.320
4.3469,-3.000,686.721,723.486,-18.383,-11.661,0.320
4.4438,-3.000,712.279,730.568,-9.144,-2.406,0.320
4.5417,-4.000,714.150,757.375,-21.612,-12.052,0.320
4.6397,-4.000,739.768,763.908,-12.070,-2.487,0.320
4.7479,-5.000,741.490,790.449,-24.479,-12.069,0.320
4.8457,-5.000,766.939,796.798,-14.929,-2.490,0.320
4.9435,-5.000,784.789,810.751,-12.981,-0.514,0.320
5.0412,-5.000,801.073,826.274,-12.601,-0.106,0.320
5.1392,-6.000,800.753,854.565,-26.906,-11.577,0.320
5.2477,-6.000,825.683,861.185,-17.751,-2.389,0.320
5.3453,-6.000,843.342,875.118,-15.888,-0.493,0.320
5.4439,-6.000,859.513,890.575,-15.531,-0.102,0.320
5.5412,-6.000,875.389,906.357,-15.484,-0.021,0.320
5.6487,-6.000,891.215,922.216,-15.501,-0.004,0.320
5.7476,-6.000,907.038,938.099,-15.531,-0.001,0.320
5.8472,-5.000,936.148,938.553,-1.203,11.555,0.320
5.9462,-5.000,943.402,964.205,-10.401,2.384,0.320
6.0485,-5.000,957.853,982.497,-12.322,0.492,0.320
6.1469,-5.000,973.738,999.219,-12.740,0.102,0.320
6.2425,-5.000,989.875,1015.573,-12.849,0.021,0.320
6.3398,-5.000,990.111,1015.898,-12.894,0.004,0.320
6.4384,-6.000,974.036,1028.609,-27.286,-11.555,0.320
6.5457,-6.000,983.244,1019.542,-18.149,-2.384,0.320
6.6452,-6.000,985.162,1017.744,-16.291,-0.492,0.320
6.7417,-7.000,969.289,1029.879,-30.295,-11.657,0.320
6.8388,-8.000,962.131,1033.019,-35.444,-13.961,0.320
6.9467,-9.000,956.678,1034.217,-38.769,-14.436,0.320
7.0451,-9.000,967.777,1022.502,-27.362,-2.979,0.320
7.1432,-10.000,953.548,1032.367,-39.410,-12.170,0.320
7.2415,-11.000,946.515,1034.851,-44.168,-14.067,0.320
7.3387,-11.000,957.184,1023.315,-33.065,-2.903,0.320
7.4468,-12.000,942.776,1033.145,-45.184,-12.155,0.320
7.5449,-12.000,951.910,1023.121,-35.605,-2.508,0.320
7.6414,-13.000,937.174,1033.260,-48.043,-12.073,0.320
7.7393,-13.000,946.229,1023.297,-38.534,-2.491,0.320
7.8481,-13.000,947.748,1021.007,-36.630,-0.514,0.320
7.9480,-13.000,947.756,1020.344,-36.294,-0.106,0.320
8.0456,-13.000,947.488,1020.054,-36.283,-0.022,0.320
8.1448,-13.000,947.196,1019.873,-36.338,-0.005,0.320
8.2443,-13.000,946.926,1019.741,-36.408,-0.001,0.320
8.3423,-13.000,946.682,1019.642,-36.480,-0.000,0.320
8.4480,-13.000,946.464,1019.569,-36.552,-0.000,0.320
8.5450,-12.000,959.549,1004.077,-22.264,11.556,0.320
