time_s,error_mm,left_rpm,right_rpm,pid_output,d_term,target_speed_ms
0.0004,8.000,309.574,-262.082,285.828,261.818,0.400
0.0982,8.000,120.763,-28.701,74.732,50.674,0.400
0.2054,7.000,86.875,48.286,19.295,-1.805,0.400
0.3027,7.000,112.010,70.425,20.792,-0.349,0.400
0.4090,7.000,136.244,94.012,21.116,-0.068,0.400
0.5040,7.000,160.485,118.060,21.213,-0.013,0.400
0.6120,7.000,184.880,142.350,21.265,-0.003,0.400
0.7067,7.000,209.435,166.816,21.309,-0.000,0.400
0.8122,7.000,234.131,191.428,21.352,-0.000,0.400
0.9087,7.000,258.948,216.161,21.394,-0.000,0.400
1.0157,7.000,283.869,240.998,21.436,-0.000,0.400
1.1131,6.000,293.209,279.492,6.859,-11.613,0.400
1.2182,6.000,328.259,295.739,16.260,-2.248,0.400
1.3137,7.000,368.398,302.943,32.727,11.178,0.400
1.4103,6.000,369.197,350.925,9.136,-9.449,0.400
1.5171,7.000,415.574,352.751,31.412,9.784,0.400
1.6140,6.000,417.863,399.974,8.944,-9.719,0.400
1.7227,6.000,452.099,418.462,16.818,-1.881,0.400
1.8201,6.000,479.880,443.137,18.372,-0.364,0.400
1.9152,6.000,506.323,468.921,18.701,-0.070,0.400
2.0218,6.000,532.432,494.844,18.794,-0.014,0.400
2.1172,6.000,558.412,520.730,18.841,-0.003,0.400
2.2224,5.000,568.644,560.124,4.260,-11.613,0.400
2.3268,5.000,604.451,577.139,13.656,-2.248,0.400
2.4223,4.000,616.893,615.134,0.880,-12.048,0.400
2.5184,4.000,653.389,632.150,10.620,-2.332,0.400
2.6268,4.000,681.856,656.807,12.524,-0.451,0.400
2.7229,3.000,692.973,696.386,-1.707,-11.700,0.400
2.8294,3.000,729.291,713.797,7.747,-2.265,0.400
2.9268,2.000,742.122,752.177,-5.028,-12.051,0.400
3.0239,1.000,763.268,783.099,-9.916,-13.945,0.400
3.1291,1.000,801.969,799.296,1.336,-2.699,0.400
3.2272,-0.000,815.634,837.833,-11.100,-12.135,0.400
3.3244,-0.000,852.926,855.552,-1.313,-2.349,0.400
3.4310,-1.000,865.451,893.526,-14.038,-12.068,0.400
3.5283,-2.000,885.389,923.251,-18.931,-13.949,0.400
3.6344,-3.000,906.484,951.110,-22.313,-14.313,0.400
3.7313,-4.000,927.564,978.379,-25.407,-14.383,0.400
3.8274,-5.000,948.439,1005.342,-28.451,-14.397,0.400
3.9320,-6.000,969.101,1032.081,-31.490,-14.399,0.400
4.0367,-6.000,1006.143,1045.969,-19.913,-2.787,0.400
4.1329,-7.000,1017.250,1081.892,-32.321,-12.152,0.400
4.2300,-7.000,1052.316,1097.441,-22.562,-2.352,0.400
4.3371,-7.000,1079.502,1120.917,-20.708,-0.455,0.400
4.4341,-7.000,1105.178,1145.943,-20.383,-0.088,0.400
4.5388,-7.000,1130.575,1171.282,-20.353,-0.017,0.400
4.6328,-7.000,1155.930,1196.693,-20.382,-0.003,0.400
4.7407,-7.000,1181.286,1222.128,-20.421,-0.001,0.400
4.8366,-7.000,1206.650,1247.575,-20.463,-0.000,0.400
4.9425,-7.000,1232.022,1273.031,-20.504,-0.000,0.400
5.0383,-7.000,1231.937,1273.030,-20.546,-0.000,0.400
5.1336,-7.000,1231.859,1273.036,-20.588,-0.000,0.400
5.2395,-8.000,1215.217,1285.715,-35.249,-11.613,0.400
5.3452,-8.000,1224.350,1276.214,-25.932,-2.248,0.400
5.4413,-8.000,1225.959,1274.293,-24.167,-0.435,0.400
5.5384,-9.000,1209.560,1286.527,-38.484,-11.697,0.400
5.6444,-9.000,1218.668,1276.877,-29.104,-2.264,0.400
5.7414,-9.000,1220.210,1274.876,-27.333,-0.438,0.400
5.8476,-10.000,1203.746,1287.050,-41.652,-11.698,0.400
5.9467,-10.000,1212.796,1277.353,-32.278,-2.264,0.400
6.0430,-10.000,1214.286,1275.312,-30.513,-0.438,0.400
6.1387,-10.000,1214.346,1274.785,-30.219,-0.085,0.400
6.2461,-9.000,1227.725,1258.909,-15.592,11.596,0.400
6.3438,-9.000,1218.757,1268.753,-24.998,2.244,0.400
6.4495,-8.000,1230.835,1255.321,-12.243,12.047,0.400
6.5451,-7.000,1235.565,1250.340,-7.388,13.945,0.400
6.6420,-7.000,1225.670,1263.021,-18.675,2.699,0.400
6.7492,-6.000,1238.205,1250.755,-6.275,12.135,0.400
6.8443,-5.000,1243.565,1246.523,-1.479,13.962,0.400
6.9513,-5.000,1234.255,1259.792,-12.768,2.702,0.400
7.0480,-4.000,1247.298,1248.015,-0.358,12.136,0.400
7.1449,-3.000,1253.093,1244.194,4.449,13.962,0.400
7.2516,-3.000,1244.155,1257.811,-6.828,2.702,0.400
7.3478,-3.000,1243.946,1261.997,-9.025,0.523,0.400
7.4444,-3.000,1245.197,1264.127,-9.465,0.101,0.400
7.5512,-3.000,1246.534,1265.664,-9.565,0.020,0.400
7.6462,-3.000,1247.722,1266.919,-9.599,0.004,0.400
7.7510,-3.000,1248.739,1267.978,-9.620,0.001,0.400
