t_s,v_cmd_ms,voltage_v,encoder_v_ms,encoder_rpm,encoder_count
0.0,0.0,0.0,0.3974,126.496,31242084
0.051,0.0,0.0,0.3974,126.496,31242084
0.101,0.0,0.0,0.3974,126.496,31534320
0.153,0.0,0.0,0.3974,126.496,31534320
0.204,0.0,0.0,0.0,0.0,31534320
0.255,0.0,0.0,0.0,0.0,31534320
0.306,0.0,0.0,0.0,0.0,31534320
0.357,0.0,0.0,0.0,0.0,31534320
0.408,0.0,0.0,0.0,0.0,31534320
0.458,0.0,0.0,0.0,0.0,31534320
0.509,0.0,0.0,0.0,0.0,31534320
0.56,0.0,0.0,0.0,0.0,31534320
0.612,0.0,0.0,0.0,0.0,31534320
0.663,0.0,0.0,0.0,0.0,31534320
0.715,0.0,0.0,0.0,0.0,31534320
0.766,0.0,0.0,0.0,0.0,31534320
0.817,0.0,0.0,0.0,0.0,31534320
0.867,0.0,0.0,0.0,0.0,31534320
0.918,0.0,0.0,0.0,0.0,31534320
0.969,0.0,0.0,0.0,0.0,31534320
1.019,0.0,0.0,0.0,0.0,31534320
1.071,0.0,0.0,0.0,0.0,31534320
1.122,0.0,0.0,0.0,0.0,31534320
1.173,0.0,0.0,0.0,0.0,31534320
1.224,0.0,0.0,0.0,0.0,31534320
1.275,0.0,0.0,0.0,0.0,31534320
1.327,0.0,0.0,0.0,0.0,31534320
1.378,0.0,0.0,0.0,0.0,31534320
1.429,0.0,0.0,0.0,0.0,31534320
1.48,0.0,0.0,0.0,0.0,31534320
1.53,0.0,0.0,0.0,0.0,31534320
1.582,0.0,0.0,0.0,0.0,31534320
1.633,0.0,0.0,0.0,0.0,31534320
1.685,0.0,0.0,0.0,0.0,31534320
1.736,0.0,0.0,0.0,0.0,31534320
1.786,0.0,0.0,0.0,0.0,31534320
1.837,0.0,0.0,0.0,0.0,31534320
1.888,0.0,0.0,0.0,0.0,31534320
1.94,0.0,0.0,0.0,0.0,31534320
1.99,0.0,0.0,0.0,0.0,31534320
2.041,0.0,0.0,0.0,0.0,31534320
2.092,0.0,0.0,0.0,0.0,31534320
2.142,0.0,0.0,0.0,0.0,31534320
2.194,0.0,0.0,0.0,0.0,31534320
2.244,0.0,0.0,0.0,0.0,31534320
2.295,0.0,0.0,0.0,0.0,31534320
2.346,0.0,0.0,0.0,0.0,31534320
2.396,0.0,0.0,0.0,0.0,31534320
2.447,0.0,0.0,0.0,0.0,31534320
2.499,0.0,0.0,0.0,0.0,31534320
2.55,0.0,0.0,0.0,0.0,31534320
2.6,0.0,0.0,0.0,0.0,31534320
2.651,0.0,0.0,0.0,0.0,31534320
2.701,0.0,0.0,0.0,0.0,31534320
2.752,0.0,0.0,0.0,0.0,31534320
2.803,0.0,0.0,0.0,0.0,31534320
2.854,0.0,0.0,0.0,0.0,31534320
2.905,0.0,0.0,0.0,0.0,31534320
2.955,0.0,0.0,0.0,0.0,31534320
3.006,0.0,0.0,0.0,0.0,31534320
3.056,0.0,0.0,0.0,0.0,31534320
3.108,0.0,0.0,0.0,0.0,31534320
3.158,0.0,0.0,0.0,0.0,31534320
3.21,0.0,0.0,0.0,0.0,31534320
3.261,0.0,0.0,0.0,0.0,31534320
3.312,0.0,0.0,0.0,0.0,31534320
3.362,0.0,0.0,0.0,0.0,31534320
3.414,0.0,0.0,0.0,0.0,31534320
3.466,0.0,0.0,0.0,0.0,31534320
3.517,0.0,0.0,0.0,0.0,31534320
3.568,0.0,0.0,0.0,0.0,31534320
3.619,0.0,0.0,0.0,0.0,31534320
3.67,0.0,0.0,0.0,0.0,31534320
3.72,0.0,0.0,0.0,0.0,31534320
3.771,0.0,0.0,0.0,0.0,31534320
3.822,0.0,0.0,0.0004,0.138,31534321
3.873,0.0,0.0,0.0004,0.138,31534321
3.924,0.0,0.0,0.0,0.0,31534321
3.975,0.0,0.0,0.0,0.0,31534321
4.026,0.02,0.255,0.0,0.0,31534321
4.077,0.02,0.255,0.0,0.0,31534321
4.128,0.02,0.255,0.0,0.0,31534321
4.179,0.02,0.255,0.0,0.0,31534321
4.23,0.02,0.255,0.001,0.303,31534323
4.281,0.02,0.255,0.001,0.303,31534323
4.332,0.02,0.255,0.0005,0.146,31534324
4.383,0.02,0.255,0.0005,0.146,31534324
4.434,0.02,0.255,0.0005,0.147,31534325
4.485,0.02,0.255,0.0005,0.147,31534325
4.536,0.02,0.255,0.0005,0.146,31534326
4.587,0.02,0.255,0.0005,0.146,31534326
4.638,0.02,0.255,0.0005,0.146,31534327
4.689,0.02,0.255,0.0005,0.146,31534327
4.74,0.02,0.255,0.0,0.0,31534327
4.79,0.02,0.255,0.0,0.0,31534327
4.841,0.02,0.255,0.0,0.0,31534327
4.893,0.02,0.255,0.0,0.0,31534327
4.944,0.02,0.255,0.0005,0.146,31534328
4.994,0.02,0.255,0.0005,0.146,31534329
5.045,0.02,0.255,0.0005,0.146,31534329
5.096,0.02,0.255,0.0,0.0,31534329
5.146,0.02,0.255,0.0,0.0,31534329
5.197,0.02,0.255,0.0,0.0,31534329
5.248,0.02,0.255,0.0,0.0,31534329
5.299,0.02,0.255,0.0,0.0,31534329
5.349,0.02,0.255,0.0,0.0,31534329
5.4,0.02,0.255,0.0005,0.145,31534330
5.451,0.02,0.255,0.0005,0.145,31534330
5.501,0.02,0.255,0.0004,0.138,31534331
5.554,0.02,0.255,0.0004,0.138,31534331
5.604,0.02,0.255,0.0,0.0,31534331
5.655,0.02,0.255,0.0,0.0,31534331
5.706,0.02,0.255,0.0,0.0,31534331
5.757,0.02,0.255,0.0,0.0,31534331
5.808,0.02,0.255,0.0,0.0,31534331
5.859,0.02,0.255,0.0,0.0,31534331
5.91,0.02,0.255,0.0,0.0,31534331
5.962,0.02,0.255,0.0,0.0,31534331
6.012,0.02,0.255,0.0,0.0,31534331
6.064,0.02,0.255,0.0,0.0,31534331
6.115,0.02,0.255,0.0,0.0,31534331
6.166,0.02,0.255,0.0,0.0,31534331
6.217,0.02,0.255,0.0,0.0,31534331
6.267,0.02,0.255,0.0,0.0,31534331
6.319,0.02,0.255,0.0,0.0,31534331
6.369,0.02,0.255,0.0,0.0,31534331
6.421,0.02,0.255,0.0,0.0,31534331
6.471,0.02,0.255,0.0,0.0,31534331
6.522,0.02,0.255,0.0,0.0,31534331
6.573,0.02,0.255,0.0,0.0,31534331
6.624,0.02,0.255,0.0,0.0,31534331
6.677,0.02,0.255,0.0,0.0,31534331
6.728,0.02,0.255,0.0004,0.138,31534332
6.779,0.02,0.255,0.0004,0.138,31534332
6.83,0.02,0.255,0.0,0.0,31534332
6.882,0.02,0.255,0.0,0.0,31534332
6.933,0.02,0.255,0.0,0.0,31534332
6.984,0.02,0.255,0.0,0.0,31534332
7.035,0.02,0.255,0.0,0.0,31534332
7.086,0.02,0.255,0.0,0.0,31534332
7.136,0.02,0.255,0.0,0.0,31534332
7.187,0.02,0.255,0.0,0.0,31534332
7.238,0.02,0.255,0.0,0.0,31534332
7.289,0.02,0.255,0.0,0.0,31534332
7.34,0.02,0.255,0.0,0.0,31534332
7.392,0.02,0.255,0.0,0.0,31534332
7.442,0.02,0.255,0.0,0.0,31534332
7.494,0.02,0.255,0.0,0.0,31534332
7.545,0.02,0.255,0.0,0.0,31534332
7.596,0.02,0.255,0.0,0.0,31534332
7.647,0.02,0.255,0.0,0.0,31534332
7.699,0.02,0.255,0.0,0.0,31534332
7.749,0.02,0.255,0.0,0.0,31534332
7.8,0.02,0.255,0.0,0.0,31534332
7.851,0.02,0.255,0.0,0.0,31534332
7.902,0.02,0.255,0.0,0.0,31534332
7.953,0.02,0.255,0.0,0.0,31534332
8.005,0.04,0.3534,0.0,0.0,31534332
8.055,0.04,0.3534,0.0,0.0,31534332
8.107,0.04,0.3534,-0.0052,-1.657,31534320
8.157,0.04,0.3534,-0.0052,-1.657,31534320
8.21,0.04,0.3534,-0.0138,-4.386,31534291
8.26,0.04,0.3534,-0.0138,-4.386,31534291
8.311,0.04,0.3534,-0.0485,-15.427,31534190
8.362,0.04,0.3534,-0.0485,-15.427,31534190
8.413,0.04,0.3534,-0.0401,-12.758,31534103
8.464,0.04,0.3534,-0.0401,-12.758,31534103
8.514,0.04,0.3534,-0.0459,-14.621,31534002
8.565,0.04,0.3534,-0.0459,-14.621,31534002
8.616,0.04,0.3534,-0.0464,-14.784,31533899
8.668,0.04,0.3534,-0.0464,-14.784,31533899
8.718,0.04,0.3534,-0.0535,-17.019,31533780
8.769,0.04,0.3534,-0.0535,-17.019,31533780
8.82,0.04,0.3534,-0.0492,-15.649,31533679
8.871,0.04,0.3534,-0.0492,-15.649,31533679
8.922,0.04,0.3534,-0.0469,-14.942,31533572
8.973,0.04,0.3534,-0.0469,-14.942,31533572
9.024,0.04,0.3534,-0.0517,-16.454,31533463
9.075,0.04,0.3534,-0.0517,-16.454,31533463
9.126,0.04,0.3534,-0.0496,-15.796,31533353
9.176,0.04,0.3534,-0.0496,-15.796,31533353
9.227,0.04,0.3534,-0.0484,-15.403,31533244
9.278,0.04,0.3534,-0.0484,-15.403,31533244
9.329,0.04,0.3534,-0.05,-15.901,31533141
9.381,0.04,0.3534,-0.05,-15.901,31533141
9.431,0.04,0.3534,-0.0481,-15.317,31533040
