t_s,v_cmd_ms,voltage_v,encoder_v_ms,encoder_rpm,encoder_count
0.0,0.0,0.0,0.4906,156.178,30588377
0.051,0.0,0.0,0.4906,156.178,30588377
0.103,0.0,0.0,0.0,0.0,30588377
0.154,0.0,0.0,0.0,0.0,30588377
0.205,0.0,0.0,0.0,0.0,30588377
0.255,0.0,0.0,0.0,0.0,30588377
0.306,0.0,0.0,0.0,0.0,30588377
0.356,0.0,0.0,0.0,0.0,30588377
0.407,0.0,0.0,0.0,0.0,30588377
0.458,0.0,0.0,0.0,0.0,30588377
0.508,0.0,0.0,0.0,0.0,30588377
0.559,0.0,0.0,0.0,0.0,30588377
0.61,0.0,0.0,0.0,0.0,30588377
0.661,0.0,0.0,0.0,0.0,30588377
0.711,0.0,0.0,0.0,0.0,30588377
0.762,0.0,0.0,0.0,0.0,30588377
0.812,0.0,0.0,0.0,0.0,30588377
0.862,0.0,0.0,0.0,0.0,30588377
0.913,0.0,0.0,0.0,0.0,30588377
0.964,0.0,0.0,0.0,0.0,30588377
1.015,0.0,0.0,0.0,0.0,30588377
1.065,0.0,0.0,0.0,0.0,30588377
1.116,0.0,0.0,0.0,0.0,30588377
1.167,0.0,0.0,0.0,0.0,30588377
1.218,0.0,0.0,0.0,0.0,30588377
1.269,0.0,0.0,0.0,0.0,30588377
1.32,0.0,0.0,0.0,0.0,30588377
1.371,0.0,0.0,0.0,0.0,30588377
1.422,0.0,0.0,0.0,0.0,30588377
1.473,0.0,0.0,0.0,0.0,30588377
1.524,0.0,0.0,0.0,0.0,30588377
1.575,0.0,0.0,0.0,0.0,30588377
1.626,0.0,0.0,0.0,0.0,30588377
1.677,0.0,0.0,0.0,0.0,30588377
1.728,0.0,0.0,0.0,0.0,30588377
1.779,0.0,0.0,0.0,0.0,30588377
1.829,0.0,0.0,0.0,0.0,30588377
1.88,0.0,0.0,0.0,0.0,30588377
1.931,0.0,0.0,0.0,0.0,30588377
1.983,0.0,0.0,0.0,0.0,30588377
2.034,0.0,0.0,0.0,0.0,30588377
2.084,0.0,0.0,0.0,0.0,30588377
2.135,0.0,0.0,0.0,0.0,30588377
2.186,0.0,0.0,0.0,0.0,30588377
2.237,0.0,0.0,0.0,0.0,30588377
2.288,0.0,0.0,0.0,0.0,30588377
2.338,0.0,0.0,0.0,0.0,30588377
2.389,0.0,0.0,0.0,0.0,30588377
2.439,0.0,0.0,0.0,0.0,30588377
2.49,0.0,0.0,0.0,0.0,30588377
2.543,0.0,0.0,0.0,0.0,30588377
2.593,0.0,0.0,0.0,0.0,30588377
2.644,0.0,0.0,0.0,0.0,30588377
2.695,0.0,0.0,0.0,0.0,30588377
2.746,0.0,0.0,0.0,0.0,30588377
2.797,0.0,0.0,0.0,0.0,30588377
2.848,0.0,0.0,0.0,0.0,30588377
2.898,0.0,0.0,0.0,0.0,30588377
2.949,0.0,0.0,0.0,0.0,30588377
3.0,0.0,0.0,0.0,0.0,30588377
3.051,0.0,0.0,0.0,0.0,30588377
3.102,0.0,0.0,0.0,0.0,30588377
3.153,0.0,0.0,0.0,0.0,30588377
3.205,0.0,0.0,0.0,0.0,30588377
3.256,0.0,0.0,0.0,0.0,30588377
3.307,0.0,0.0,0.0,0.0,30588377
3.358,0.0,0.0,0.0,0.0,30588377
3.408,0.0,0.0,0.0,0.0,30588377
3.459,0.0,0.0,0.0,0.0,30588377
3.509,0.0,0.0,0.0,0.0,30588377
3.56,0.0,0.0,0.0,0.0,30588377
3.611,0.0,0.0,0.0,0.0,30588377
3.662,0.0,0.0,0.0,0.0,30588377
3.713,0.0,0.0,0.0,0.0,30588377
3.764,0.0,0.0,0.0,0.0,30588377
3.814,0.0,0.0,0.0,0.0,30588377
3.865,0.0,0.0,0.0,0.0,30588377
3.916,0.0,0.0,0.0,0.0,30588377
