time_s,error_mm,left_rpm,right_rpm,pid_output,d_term
0.0001,27.000,344.664,-297.936,321.300,283.500
0.0645,27.000,189.055,-99.170,144.113,106.312
0.1602,27.000,142.670,-12.665,77.667,39.867
0.2669,27.000,136.523,31.023,52.750,14.950
0.3661,26.000,132.953,69.940,31.506,-4.894
0.4648,26.000,152.753,83.623,34.565,-1.835
0.5624,26.000,169.849,98.425,35.712,-0.688
0.6682,25.000,173.654,125.170,24.242,-10.758
0.7646,25.000,198.989,137.057,30.966,-4.034
0.8686,25.000,221.149,154.175,33.487,-1.513
0.9635,24.000,223.824,178.725,22.549,-11.067
1.0627,23.000,234.848,199.683,17.583,-14.650
1.1691,23.000,268.932,215.422,26.755,-5.494
1.2636,23.000,297.376,236.967,30.205,-2.060
1.3706,22.000,304.945,265.729,19.608,-11.273
1.4685,21.000,319.965,290.429,14.768,-14.727
1.5642,20.000,338.584,314.411,12.086,-16.023
1.6626,19.000,359.237,338.809,10.214,-16.509
1.7609,18.000,381.234,363.945,8.644,-16.691
1.8608,17.000,404.229,389.853,7.188,-16.759
1.9676,16.000,428.017,416.470,5.774,-16.785
2.0656,15.000,452.461,443.712,4.374,-16.794
2.1638,14.000,477.453,471.491,2.981,-16.798
2.2696,13.000,502.908,499.731,1.588,-16.799
2.3652,11.000,509.955,533.364,-11.704,-27.300
2.4636,10.000,544.334,557.404,-6.535,-20.737
2.5677,9.000,574.648,585.584,-5.468,-18.277
2.6638,9.000,622.257,610.335,5.961,-6.854
2.7612,8.000,642.319,645.618,-1.650,-13.070
2.8686,7.000,666.534,677.286,-5.376,-15.401
2.9633,7.000,711.235,702.725,4.255,-5.775
3.0678,6.000,729.678,737.740,-4.031,-12.666
3.1627,5.000,752.837,768.860,-8.012,-15.250
3.2693,4.000,777.959,798.715,-10.378,-16.219
3.3659,3.000,803.983,828.261,-12.139,-16.582
3.4615,2.000,830.485,857.833,-13.674,-16.718
3.5682,1.000,857.285,887.534,-15.124,-16.769
3.6642,0.000,884.299,917.386,-16.544,-16.789
3.7680,-1.000,910.279,946.182,-17.951,-16.796
3.8632,-2.000,935.374,974.085,-19.355,-16.798
3.9582,-4.000,939.715,1005.033,-32.659,-27.299
4.0629,-5.000,970.591,1025.592,-27.501,-20.737
4.1609,-5.000,1016.727,1045.814,-14.543,-7.776
4.2675,-6.000,1033.606,1076.780,-21.587,-13.416
4.3639,-7.000,1053.640,1103.854,-25.107,-15.531
4.4598,-8.000,1049.216,1103.828,-27.306,-16.324
4.5658,-9.000,1045.022,1103.041,-29.009,-16.622
4.6617,-11.000,1020.785,1105.643,-42.429,-27.233
4.7579,-12.000,1023.603,1098.236,-37.316,-20.712
4.8645,-13.000,1022.089,1094.649,-36.280,-18.267
4.9616,-14.000,1018.828,1092.374,-36.773,-17.350
