time_s,error_mm,left_rpm,right_rpm,pid_output,d_term
0.0001,-3.000,-12.338,59.066,-35.702,-31.500
0.0315,-3.000,31.327,63.361,-16.017,-11.812
0.1289,-3.000,62.911,80.183,-8.636,-4.430
0.2330,-3.000,90.069,101.808,-5.870,-1.661
0.3294,-3.000,115.658,125.325,-4.833,-0.623
0.4348,-3.000,140.735,149.627,-4.446,-0.234
0.5324,-3.000,165.685,174.289,-4.302,-0.088
0.6278,-3.000,190.642,199.142,-4.250,-0.033
0.7328,-3.000,215.650,224.112,-4.231,-0.012
0.8307,-3.000,240.715,249.167,-4.226,-0.005
0.9268,-3.000,265.837,274.287,-4.225,-0.002
1.0341,-3.000,291.008,299.460,-4.226,-0.001
1.1307,-2.000,321.224,305.877,7.673,10.500
1.2270,-2.000,341.549,339.330,1.109,3.937
1.3356,-2.000,365.761,368.467,-1.353,1.477
1.4332,-2.000,391.331,395.885,-2.277,0.554
1.5302,-2.000,417.322,422.572,-2.625,0.208
1.6355,-2.000,443.399,448.911,-2.756,0.078
1.7290,-2.000,469.446,475.057,-2.806,0.029
1.8331,-2.000,495.428,501.079,-2.825,0.011
1.9284,-2.000,521.341,527.008,-2.834,0.004
2.0356,-2.000,547.190,552.865,-2.838,0.002
2.1332,-1.000,577.983,559.861,9.061,10.501
2.2321,-1.000,598.799,593.805,2.497,3.938
2.3305,-1.000,623.430,623.360,0.035,1.477
2.4273,-1.000,649.355,651.132,-0.888,0.554
2.5351,-1.000,675.650,678.120,-1.235,0.208
2.6311,0.000,706.984,685.914,10.535,10.578
2.7262,1.000,732.124,700.474,15.825,14.467
2.8326,1.000,751.274,737.707,6.784,5.425
2.9284,2.000,779.468,748.879,15.294,12.534
3.0352,2.000,799.686,784.762,7.462,4.700
3.1320,1.000,805.611,820.361,-7.375,-8.737
3.2281,1.000,840.040,843.867,-1.914,-3.277
3.3329,0.000,851.730,875.262,-11.766,-11.729
3.4301,-2.000,848.690,905.164,-28.237,-25.398
3.5262,-3.000,874.798,923.328,-24.265,-20.024
3.6357,-4.000,897.445,944.750,-23.653,-18.009
3.7332,-5.000,918.747,967.348,-24.300,-17.253
3.8309,-6.000,939.503,990.345,-25.421,-16.970
3.9266,-7.000,960.019,1013.459,-26.720,-16.864
4.0337,-7.000,1000.417,1032.787,-16.185,-6.324
4.1311,-7.000,1033.567,1058.042,-12.237,-2.371
4.2280,-6.000,1068.687,1066.406,1.141,9.611
4.3257,-6.000,1092.477,1102.218,-4.870,3.604
4.4323,-5.000,1098.907,1089.359,4.774,11.852
4.5298,-5.000,1096.263,1101.537,-2.637,4.444
4.6260,-5.000,1070.248,1087.728,-8.740,2.393
4.7313,-5.000,1048.393,1068.093,-9.850,1.289
4.8290,-5.000,1026.339,1047.240,-10.450,0.694
4.9361,-5.000,1003.959,1025.511,-10.776,0.374
5.0310,-4.000,990.431,979.506,5.463,14.417
5.1280,-4.000,962.151,964.543,-1.196,7.763
5.2351,-4.000,936.366,945.932,-4.783,4.180
5.3322,-4.000,911.745,925.178,-6.716,2.251
5.4290,-3.000,896.814,879.500,8.657,15.427
5.5348,-2.000,876.828,840.929,17.950,22.522
5.6313,-1.000,854.441,806.503,23.969,26.343
5.7280,0.000,831.033,774.581,28.226,28.400
5.8334,0.000,798.091,767.854,15.119,15.292
5.9281,1.000,785.336,736.382,24.477,22.450
6.0333,1.000,779.913,751.680,14.117,12.088
6.1301,1.000,778.532,761.455,8.539,6.509
6.2277,1.000,779.096,768.025,5.535,3.505
6.3355,0.000,756.895,781.890,-12.498,-12.328
6.4315,-1.000,742.326,788.774,-23.224,-20.854
