time_s,error_mm,left_rpm,right_rpm,pid_output,d_term,target_speed_ms
0.0004,-1.000,-11.983,59.474,-35.728,-32.727,0.400
0.0753,-0.000,53.246,42.691,5.277,5.279,0.400
0.1721,-1.000,58.329,85.526,-13.598,-10.591,0.400
0.2792,-0.000,106.118,87.007,9.556,9.563,0.400
0.3741,-0.000,124.665,120.978,1.844,1.851,0.400
0.4701,-1.000,132.744,161.280,-14.268,-11.255,0.400
0.5768,-1.000,167.696,178.091,-5.198,-2.178,0.400
0.6726,-1.000,195.265,202.159,-3.447,-0.422,0.400
0.7687,-1.000,221.365,227.591,-3.113,-0.082,0.400
0.8748,-1.000,247.146,253.252,-3.053,-0.016,0.400
0.9710,-1.000,272.835,278.927,-3.046,-0.003,0.400
1.0779,-1.000,298.481,304.580,-3.050,-0.001,0.400
1.1742,-0.000,337.666,314.539,11.564,11.613,0.400
1.2689,-0.000,354.507,350.110,2.198,2.248,0.400
1.3755,-0.000,378.789,378.017,0.386,0.435,0.400
1.4715,-0.000,404.438,404.368,0.035,0.084,0.400
1.5775,-0.000,430.290,430.356,-0.033,0.016,0.400
1.6724,-0.000,456.129,456.221,-0.046,0.003,0.400
1.7690,-0.000,481.920,482.017,-0.049,0.001,0.400
1.8732,-0.000,507.663,507.762,-0.049,0.000,0.400
1.9691,1.000,546.035,516.895,14.570,11.613,0.400
2.0755,1.000,562.185,551.764,5.210,2.248,0.400
2.1712,1.000,585.881,579.073,3.404,0.435,0.400
2.2781,2.000,623.702,588.346,17.678,11.697,0.400
2.3738,2.000,639.615,623.101,8.257,2.264,0.400
2.4724,3.000,675.824,633.700,21.062,12.051,0.400
2.5786,3.000,691.337,668.614,11.361,2.332,0.400
2.6737,3.000,714.725,695.728,9.498,0.451,0.400
2.7685,3.000,739.662,721.357,9.152,0.087,0.400
2.8741,4.000,777.589,730.151,23.719,11.630,0.400
2.9676,4.000,793.410,764.682,14.364,2.251,0.400
3.0721,3.000,801.169,805.262,-2.046,-11.177,0.400
3.1770,3.000,836.064,822.093,6.985,-2.163,0.400
3.2704,3.000,863.631,846.135,8.748,-0.419,0.400
3.3736,2.000,874.070,885.101,-5.515,-11.694,0.400
3.4775,2.000,909.830,901.975,3.927,-2.263,0.400
3.5724,1.000,922.188,939.896,-8.854,-12.051,0.400
3.6678,-0.000,942.932,970.429,-13.749,-13.945,0.400
3.7729,-0.000,981.290,986.295,-2.502,-2.699,0.400
3.8674,-1.000,993.763,1023.652,-14.945,-12.135,0.400
3.9753,-2.000,1013.472,1053.038,-19.783,-13.962,0.400
4.0716,-3.000,1034.336,1080.645,-23.154,-14.315,0.400
4.1763,-4.000,1055.213,1107.707,-26.247,-14.384,0.400
4.2714,-5.000,1075.914,1134.494,-29.290,-14.397,0.400
4.3766,-6.000,1096.427,1161.084,-32.329,-14.399,0.400
4.4717,-7.000,1116.774,1187.516,-35.371,-14.400,0.400
4.5778,-7.000,1153.545,1201.145,-23.800,-2.787,0.400
4.6727,-7.000,1180.990,1224.180,-21.595,-0.539,0.400
4.7682,-7.000,1206.657,1249.060,-21.202,-0.104,0.400
4.8745,-7.000,1232.002,1274.321,-21.159,-0.020,0.400
4.9709,-7.000,1231.838,1274.208,-21.185,-0.004,0.400
5.0772,-7.000,1231.682,1274.130,-21.224,-0.001,0.400
5.1725,-6.000,1245.109,1258.402,-6.646,11.613,0.400
5.2694,-6.000,1236.231,1268.326,-16.048,2.248,0.400
5.3763,-6.000,1234.827,1270.619,-17.896,0.435,0.400
5.4708,-5.000,1248.386,1255.715,-3.664,11.697,0.400
5.5765,-5.000,1239.852,1266.106,-13.127,2.264,0.400
5.6715,-4.000,1252.354,1253.082,-0.364,12.051,0.400
5.7751,-4.000,1243.890,1264.103,-10.107,2.332,0.400
5.8686,-3.000,1256.640,1251.426,2.607,12.064,0.400
5.9747,-3.000,1248.424,1262.705,-7.140,2.335,0.400
6.0702,-3.000,1247.825,1265.907,-9.041,0.452,0.400
6.1762,-2.000,1262.117,1251.727,5.195,11.700,0.400
6.2718,-2.000,1254.217,1262.722,-4.253,2.265,0.400
6.3771,-2.000,1253.695,1265.876,-6.091,0.438,0.400
6.4712,-2.000,1254.447,1267.360,-6.456,0.085,0.400
6.5774,-2.000,1255.317,1268.391,-6.537,0.016,0.400
6.6738,-2.000,1256.100,1269.224,-6.562,0.003,0.400
6.7689,-2.000,1256.772,1269.926,-6.577,0.001,0.400
6.8738,-2.000,1257.344,1270.522,-6.589,0.000,0.400
6.9688,-2.000,1257.828,1271.030,-6.601,0.000,0.400
7.0753,-2.000,1258.237,1271.464,-6.613,0.000,0.400
7.1704,-2.000,1258.584,1271.834,-6.625,0.000,0.400
7.2666,-2.000,1258.877,1272.151,-6.637,0.000,0.400
7.3726,-1.000,1272.693,1256.753,7.970,11.613,0.400
7.4691,-1.000,1264.149,1266.952,-1.402,2.248,0.400
7.5759,-1.000,1263.034,1269.474,-3.220,0.435,0.400
7.6746,-0.000,1276.844,1254.760,11.042,11.697,0.400
7.7704,-0.000,1268.527,1265.309,1.609,2.264,0.400
7.8671,1.000,1280.318,1251.514,14.402,12.051,0.400
7.9738,1.000,1271.254,1261.876,4.689,2.332,0.400
8.0688,1.000,1269.931,1264.302,2.814,0.451,0.400
8.1746,1.000,1270.041,1265.129,2.456,0.087,0.400
8.2705,1.000,1270.375,1265.592,2.392,0.017,0.400
8.3747,2.000,1283.375,1249.369,17.003,11.616,0.400
8.4700,2.000,1274.149,1258.855,7.647,2.248,0.400
8.5756,2.000,1272.459,1260.767,5.846,0.435,0.400
8.6721,2.000,1272.214,1261.200,5.507,0.084,0.400
8.7703,2.000,1272.238,1261.336,5.451,0.016,0.400
8.8661,2.000,1272.305,1261.405,5.450,0.003,0.400
8.9725,2.000,1272.372,1261.454,5.459,0.001,0.400
9.0690,2.000,1272.433,1261.491,5.471,0.000,0.400
9.1735,1.000,1256.818,1275.090,-9.136,-11.613,0.400
9.2667,1.000,1266.832,1266.362,0.235,-2.248,0.400
9.3712,1.000,1269.197,1265.090,2.054,-0.435,0.400
9.4690,1.000,1270.019,1265.197,2.411,-0.084,0.400
9.5745,1.000,1270.487,1265.518,2.485,-0.016,0.400
9.6710,-0.000,1255.173,1279.404,-12.115,-11.616,0.400
9.7660,-0.000,1265.434,1270.929,-2.747,-2.248,0.400
9.8712,-0.000,1268.006,1269.875,-0.934,-0.435,0.400
9.9670,-0.000,1269.002,1270.169,-0.583,-0.084,0.400
10.0733,-0.000,1269.618,1270.649,-0.516,-0.016,0.400
10.1691,-1.000,1253.528,1283.771,-15.121,-11.616,0.400
10.2659,-2.000,1246.560,1287.317,-20.378,-13.861,0.400
10.3723,-3.000,1241.203,1288.865,-23.831,-14.296,0.400
10.4691,-4.000,1236.026,1289.904,-26.939,-14.380,0.400
10.5755,-5.000,1230.771,1290.741,-29.985,-14.396,0.400
10.6709,-7.000,1208.835,1304.122,-47.643,-26.012,0.400
10.7655,-8.000,1212.566,1295.220,-41.327,-16.648,0.400
10.8723,-10.000,1192.108,1306.482,-57.187,-26.448,0.400
10.9671,-12.000,1179.331,1309.643,-65.156,-28.345,0.400
11.0728,-14.000,1167.893,1311.107,-71.607,-28.712,0.400
11.1698,-16.000,1156.587,1312.135,-77.774,-28.783,0.400
11.2746,-18.000,1145.197,1312.989,-83.896,-28.797,0.400
11.3734,-20.000,1133.817,1313.614,-89.899,-28.799,0.400
11.4696,-23.000,1105.782,1326.806,-110.512,-40.413,0.400
11.5651,-25.000,1103.439,1317.733,-107.147,-31.048,0.400
11.6720,-28.000,1076.937,1328.831,-125.947,-40.848,0.400
11.7663,-31.000,1058.144,1331.832,-136.844,-42.745,0.400
11.8714,-34.000,1040.715,1333.137,-146.211,-43.112,0.400
11.9670,-36.000,1040.004,1321.342,-140.669,-31.570,0.400
12.0652,-39.000,1013.460,1331.556,-159.048,-40.949,0.400
12.1714,-43.000,977.791,1346.744,-184.476,-54.377,0.400
12.2681,-45.000,985.814,1325.513,-169.850,-33.750,0.400
12.3752,-48.000,960.730,1333.671,-186.470,-41.371,0.400
12.4693,-50.000,958.274,1322.939,-182.332,-31.233,0.400
12.5652,-52.000,947.731,1320.472,-186.370,-29.271,0.400
12.6702,-54.000,935.682,1319.663,-191.990,-28.891,0.400
12.7646,-55.000,939.954,1306.562,-183.304,-17.205,0.400
12.8712,-56.000,935.013,1303.097,-184.042,-14.943,0.400
12.9647,-63.000,829.051,1377.615,-274.282,-84.182,0.400
13.0716,-68.000,811.262,1370.176,-279.457,-74.358,0.400
13.1675,-72.000,801.755,1357.640,-277.943,-60.843,0.400
13.2722,-75.000,797.765,1343.193,-272.714,-46.615,0.400
13.3678,-79.000,765.770,1352.916,-293.573,-55.474,0.400
13.4739,-82.000,757.353,1342.702,-292.675,-45.576,0.400
13.5697,-86.000,724.438,1353.182,-314.372,-55.273,0.400
13.6665,-89.000,715.788,1343.060,-313.636,-45.537,0.400
13.7732,-95.000,649.657,1378.837,-364.590,-78.491,0.400
