time_s,error_mm,left_rpm,right_rpm,pid_output,d_term,target_speed_ms
0.0003,-8.000,-260.785,290.468,-275.626,-253.217,0.320
0.0110,-8.000,-132.298,189.837,-161.067,-138.649,0.320
0.1089,-8.000,-9.152,92.995,-51.073,-28.610,0.320
0.2083,-8.000,26.939,83.762,-28.412,-5.904,0.320
0.3070,-8.000,45.382,92.924,-23.771,-1.218,0.320
0.4058,-8.000,60.423,106.121,-22.849,-0.251,0.320
0.5048,-7.000,88.247,104.914,-8.333,11.504,0.320
0.6153,-7.000,94.278,129.283,-17.502,2.374,0.320
0.7042,-7.000,107.662,146.513,-19.426,0.490,0.320
0.8140,-7.000,122.632,162.339,-19.854,0.101,0.320
0.9104,-7.000,137.989,177.935,-19.973,0.021,0.320
1.0084,-6.000,166.756,178.091,-5.668,11.560,0.320
1.1064,-6.000,173.728,203.479,-14.876,2.385,0.320
1.2062,-6.000,187.941,221.546,-16.802,0.492,0.320
1.3083,-5.000,216.905,222.636,-2.865,11.657,0.320
1.4063,-5.000,224.285,248.575,-12.145,2.405,0.320
1.5135,-5.000,238.896,267.060,-14.082,0.496,0.320
1.6105,-4.000,268.209,268.495,-0.143,11.658,0.320
1.7086,-4.000,275.888,294.724,-9.418,2.406,0.320
1.8052,-3.000,304.037,298.013,3.012,12.052,0.320
1.9037,-3.000,311.703,324.843,-6.570,2.487,0.320
2.0128,-2.000,340.042,328.441,5.801,12.069,0.320
2.1122,-1.000,361.194,340.050,10.572,14.046,0.320
2.2104,-1.000,367.852,369.014,-0.581,2.898,0.320
2.3093,-0.000,396.353,373.405,11.474,12.154,0.320
2.4089,-0.000,404.574,400.917,1.829,2.508,0.320
2.5076,1.000,432.599,404.201,14.199,12.073,0.320
2.6097,2.000,452.658,414.689,18.984,14.047,0.320
2.7089,2.000,458.390,442.696,7.847,2.899,0.320
2.8096,3.000,485.269,445.430,19.919,12.154,0.320
2.9069,4.000,504.554,455.251,24.651,14.063,0.320
3.0053,4.000,509.672,482.647,13.512,2.902,0.320
3.1063,5.000,536.038,484.853,25.593,12.154,0.320
3.2072,6.000,554.891,494.221,30.335,14.064,0.320
3.3103,6.000,559.645,521.230,19.207,2.902,0.320
3.4089,7.000,585.703,523.105,31.299,12.154,0.320
3.5083,8.000,604.295,532.189,36.053,14.064,0.320
