time_s,error_mm,left_rpm,right_rpm,pid_output,d_term
0.0003,-65.000,-750.136,796.864,-773.500,-682.500
0.0115,-65.000,-283.776,373.661,-328.718,-237.718
0.1090,-65.000,-116.471,246.476,-181.474,-44.974
0.2157,-64.000,-54.368,221.914,-138.141,-3.741
0.3113,-63.000,-26.794,229.687,-128.240,4.060
0.4066,-63.000,-13.344,249.720,-131.532,0.768
0.5112,-62.000,8.850,259.424,-125.287,4.913
0.6172,-61.000,27.009,271.815,-122.403,5.697
0.7129,-56.000,71.431,256.800,-92.684,24.916
0.8096,-56.000,69.654,295.427,-112.886,4.714
0.9156,-56.000,85.313,318.730,-116.708,0.892
1.0115,-56.000,104.969,339.831,-117.431,0.169
1.1172,-56.000,125.973,361.110,-117.568,0.032
1.2129,-55.000,153.405,374.858,-110.726,4.774
1.3071,-55.000,172.356,401.550,-114.597,0.903
1.4127,-54.000,200.509,417.432,-108.462,4.938
1.5098,-54.000,220.539,445.471,-112.466,0.934
1.6154,-53.000,249.699,462.410,-106.356,4.944
1.7109,-53.000,270.602,491.331,-110.365,0.935
1.8166,-51.000,306.173,500.949,-97.388,9.712
1.9137,-50.000,304.526,501.316,-98.395,6.605
2.0116,-49.000,305.794,499.560,-96.883,6.017
2.1182,-47.000,313.544,489.597,-88.026,10.674
2.2153,-44.000,323.951,476.107,-76.078,16.322
2.3101,-42.000,325.242,476.396,-75.577,12.623
2.4166,-39.000,335.682,466.100,-65.209,16.691
2.5131,-37.000,338.044,468.059,-65.007,12.693
2.6098,-34.000,349.592,458.984,-54.696,16.704
2.7167,-31.000,358.602,453.877,-47.637,17.463
2.8105,-29.000,361.937,458.059,-48.061,12.839
2.9170,-26.000,374.724,450.461,-37.868,16.732
3.0133,-23.000,384.746,446.651,-30.953,17.468
3.1079,-19.000,400.293,435.783,-17.745,22.375
3.2141,-15.000,412.731,429.723,-8.496,23.303
3.3108,-11.000,425.159,425.115,0.022,23.479
3.4177,-7.000,438.079,421.242,8.418,23.512
3.5128,-3.000,451.515,417.897,16.809,23.519
3.6185,2.000,469.883,405.706,32.088,28.287
3.7151,6.000,477.374,404.066,36.654,24.422
3.8100,11.000,491.455,388.958,51.248,28.458
3.9142,15.000,495.793,384.347,55.723,24.454
4.0181,20.000,507.292,366.616,70.338,28.464
4.1134,25.000,514.402,351.208,81.597,29.223
4.2080,30.000,520.019,335.538,92.241,29.367
4.3140,34.000,519.707,327.906,95.900,24.626
4.4094,39.000,527.701,307.159,110.271,28.497
4.5154,43.000,526.945,297.674,114.636,24.462
4.6109,47.000,529.030,284.486,122.272,23.698
4.7183,52.000,536.434,261.643,137.395,28.321
4.8144,55.000,529.612,259.542,135.035,19.661
4.9112,60.000,539.717,232.854,153.431,27.557
5.0175,63.000,533.027,229.646,151.690,19.516
5.1129,66.000,532.700,219.762,156.469,17.995
5.2101,70.000,538.539,199.842,169.349,22.475
5.3162,73.000,535.535,192.078,171.729,18.555
5.4120,75.000,530.549,189.710,170.419,13.045
5.5088,78.000,535.050,174.160,180.445,16.771
5.6156,80.000,531.391,170.227,180.582,12.708
5.7095,82.000,530.995,162.968,184.013,11.939
5.8151,83.000,526.129,163.729,181.200,7.026
5.9104,84.000,525.255,160.513,182.371,6.097
6.0168,85.000,525.141,156.551,184.295,5.921
6.1131,86.000,525.175,152.452,186.362,5.888
6.2180,86.000,520.174,156.998,181.588,1.114
6.3120,87.000,524.145,149.040,187.552,4.978
6.4145,87.000,519.914,152.882,183.516,0.942
6.5110,88.000,524.052,144.813,189.620,4.946
6.6187,88.000,519.872,148.653,185.610,0.936
6.7136,87.000,510.901,154.934,177.983,-4.591
6.8097,87.000,514.980,151.569,181.706,-0.868
6.9150,87.000,515.987,151.168,182.410,-0.164
7.0109,86.000,508.311,156.960,175.675,-4.799
7.1170,86.000,512.901,153.768,179.566,-0.908
7.2129,85.000,506.163,159.294,173.435,-4.939
7.3181,84.000,503.086,161.942,170.572,-5.702
7.4134,83.000,500.959,164.304,168.328,-5.846
7.5196,82.000,499.231,166.831,166.200,-5.874
7.6161,81.000,497.766,169.576,164.095,-5.879
7.7109,80.000,496.509,172.520,161.994,-5.880
7.8167,79.000,495.426,175.638,159.894,-5.880
7.9129,76.000,478.355,190.238,144.059,-15.415
8.0193,74.000,478.169,192.524,142.822,-12.452
8.1155,72.000,476.022,197.656,139.183,-11.891
8.2121,70.000,473.797,203.618,135.089,-11.785
8.3103,66.000,455.670,221.322,117.174,-21.300
8.4181,64.000,462.625,221.207,120.709,-13.565
8.5147,61.000,455.328,233.118,111.105,-16.869
8.6108,58.000,451.264,242.904,104.180,-17.494
8.7172,55.000,448.177,252.654,97.762,-17.612
8.8122,51.000,437.520,268.376,84.572,-22.402
8.9175,49.000,447.701,269.700,89.001,-13.773
9.0127,45.000,434.487,289.092,72.698,-21.676
9.1193,42.000,436.486,297.145,69.670,-18.404
