time_s,error_mm,left_rpm,right_rpm,pid_output,d_term
0.0003,19.000,184.487,-138.523,161.505,142.500
0.0333,19.000,84.798,2.909,40.945,21.924
0.1291,19.000,84.325,41.538,21.393,2.349
0.2352,19.000,99.804,61.165,19.320,0.252
0.3315,19.000,115.860,77.623,19.119,0.027
0.4379,19.000,131.015,92.778,19.118,0.003
0.5335,19.000,145.255,106.976,19.139,0.000
0.6393,18.000,155.557,123.520,16.019,-2.143
0.7340,19.000,173.384,131.186,21.099,1.913
0.8295,18.000,182.455,149.914,16.270,-1.938
0.9364,18.000,201.342,165.296,18.023,-0.208
1.0326,18.000,219.933,183.472,18.231,-0.022
1.1284,17.000,235.978,205.720,15.129,-2.145
1.2334,17.000,259.508,225.377,17.066,-0.230
1.3297,17.000,281.909,247.325,17.292,-0.025
1.4362,16.000,301.176,272.794,14.191,-2.145
1.5325,16.000,327.445,295.191,16.127,-0.230
1.6375,15.000,348.728,322.312,13.208,-2.167
1.7322,15.000,376.574,346.250,15.162,-0.232
1.8383,14.000,399.184,374.696,12.244,-2.168
1.9351,14.000,428.155,399.761,14.197,-0.232
2.0323,13.000,451.721,429.166,11.278,-2.168
2.1392,13.000,481.505,455.046,13.229,-0.232
2.2336,12.000,505.762,485.144,10.309,-2.168
2.3365,12.000,536.132,511.613,12.259,-0.232
2.4319,11.000,535.423,516.747,9.338,-2.168
2.5367,11.000,540.752,518.178,11.287,-0.232
2.6316,10.000,540.402,523.675,8.364,-2.168
2.7355,10.000,546.038,525.414,10.312,-0.232
2.8321,10.000,549.392,528.328,10.532,-0.025
2.9390,9.000,548.646,533.802,7.422,-2.146
3.0332,9.000,554.083,535.384,9.349,-0.230
3.1296,8.000,553.838,540.995,6.422,-2.167
3.2339,7.000,556.120,545.674,5.223,-2.375
3.3294,6.000,559.264,550.847,4.208,-2.397
3.4362,6.000,566.446,553.734,6.356,-0.257
3.5326,4.000,564.074,563.465,0.305,-4.313
3.6384,4.000,574.058,565.737,4.161,-0.462
3.7351,3.000,576.240,573.371,1.434,-2.192
3.8307,3.000,583.873,577.082,3.396,-0.235
3.9377,2.000,585.464,584.534,0.465,-2.168
4.0338,1.000,589.301,590.783,-0.741,-2.375
4.1318,1.000,597.210,594.448,1.381,-0.254
4.2379,-0.000,598.913,601.983,-1.535,-2.170
4.3346,-0.000,606.277,605.471,0.403,-0.233
4.4318,-0.000,611.096,609.875,0.611,-0.025
4.5383,-1.000,609.195,614.217,-2.511,-2.146
4.6342,-2.000,607.802,615.284,-3.741,-2.373
4.7311,-3.000,605.435,614.974,-4.769,-2.397
4.8372,-4.000,602.090,613.644,-5.777,-2.400
4.9333,-5.000,597.897,611.463,-6.783,-2.400
5.0288,-5.000,598.824,608.118,-4.647,-0.257
5.1370,-6.000,592.176,607.311,-7.567,-2.170
5.2323,-6.000,592.438,603.712,-5.637,-0.233
5.3286,-7.000,585.376,602.538,-8.581,-2.168
5.4347,-7.000,585.302,598.611,-6.654,-0.232
5.5303,-7.000,583.800,596.712,-6.456,-0.025
5.6365,-7.000,582.368,595.253,-6.442,-0.003
5.7311,-7.000,581.133,594.031,-6.449,-0.000
5.8370,-8.000,574.237,593.439,-9.601,-2.143
5.9319,-8.000,574.457,589.853,-7.698,-0.230
6.0368,-8.000,573.222,588.228,-7.503,-0.025
6.1324,-8.000,572.018,587.000,-7.491,-0.003
6.2281,-8.000,570.977,585.974,-7.499,-0.000
6.3340,-8.000,570.089,585.106,-7.508,-0.000
6.4298,-8.000,569.333,584.369,-7.518,-0.000
6.5360,-8.000,568.688,583.745,-7.528,-0.000
6.6316,-8.000,568.139,583.215,-7.538,-0.000
6.7350,-7.000,570.514,579.323,-4.404,2.143
6.8299,-7.000,569.448,582.100,-6.326,0.230
6.9361,-6.000,572.805,579.597,-3.396,2.167
7.0321,-5.000,575.569,579.958,-2.194,2.375
7.1289,-4.000,579.115,581.469,-1.177,2.397
7.2359,-3.000,583.463,583.820,-0.179,2.400
7.3302,-1.000,591.351,583.425,3.963,4.543
7.4363,-0.000,596.323,590.223,3.050,2.630
7.5293,1.000,600.921,593.229,3.846,2.425
7.6358,2.000,603.934,594.280,4.827,2.403
7.7320,3.000,605.462,593.806,5.828,2.400
7.8366,4.000,605.715,592.049,6.833,2.400
7.9328,6.000,605.326,583.359,10.983,4.543
8.0281,7.000,600.863,580.706,10.079,2.630
8.1351,8.000,597.443,575.676,10.884,2.425
8.2296,9.000,593.642,569.896,11.873,2.403
8.3375,9.000,588.936,569.457,9.739,0.257
8.4342,10.000,586.975,561.645,12.665,2.170
8.5296,11.000,582.840,555.073,13.883,2.375
8.6349,11.000,577.682,554.130,11.776,0.255
8.7306,12.000,575.320,545.906,14.707,2.170
8.8379,13.000,570.843,538.986,15.928,2.375
8.9348,14.000,565.838,531.902,16.968,2.397
9.0305,14.000,560.078,530.388,14.845,0.257
9.1370,15.000,557.218,521.664,17.777,2.170
9.2342,16.000,552.320,514.316,19.002,2.375
9.3296,16.000,546.514,512.712,16.901,0.255
9.4361,17.000,543.602,503.926,19.838,2.170
9.5327,18.000,538.658,496.527,21.066,2.375
9.6291,18.000,532.814,494.879,18.967,0.255
9.7339,19.000,529.870,486.056,21.907,2.170
9.8297,19.000,524.454,484.469,19.993,0.233
9.9368,20.000,521.738,475.832,22.953,2.168
10.0327,21.000,516.947,468.574,24.187,2.375
10.1392,21.000,511.232,467.047,22.092,0.254
10.2351,22.000,508.397,458.326,25.036,2.170
10.3320,23.000,503.520,450.981,26.270,2.375
10.4377,24.000,498.177,443.534,27.322,2.397
10.5345,25.000,492.576,435.865,28.355,2.400
10.6285,25.000,486.324,433.837,26.244,0.257
10.7328,26.000,483.051,424.672,29.190,2.170
10.8285,27.000,477.804,416.947,30.428,2.375
10.9366,27.000,471.703,415.021,28.341,0.255
11.0315,27.000,468.098,411.803,28.148,0.027
11.1388,27.000,465.208,408.894,28.157,0.003
11.2334,27.000,462.775,406.398,28.188,0.000
11.3281,26.000,457.269,407.114,25.078,-2.143
11.4358,26.000,458.679,404.633,27.023,-0.230
11.5296,26.000,458.461,403.940,27.261,-0.025
11.6334,25.000,454.685,406.342,24.171,-2.145
11.7326,25.000,457.548,405.312,26.118,-0.230
11.8288,24.000,455.119,408.698,23.210,-2.167
11.9361,24.000,458.991,408.639,25.176,-0.232
12.0327,23.000,456.677,390.265,33.206,-3.449
12.1278,23.000,448.404,376.313,36.046,-0.653
12.2340,22.000,429.904,366.483,31.711,-3.529
12.3291,22.000,418.447,349.221,34.613,-0.668
12.4361,21.000,397.196,336.620,30.288,-3.532
12.5332,21.000,383.393,317.010,33.191,-0.668
12.6289,20.000,360.146,302.416,28.865,-3.532
12.7357,20.000,344.645,281.113,31.766,-0.668
12.8313,19.000,319.956,265.080,27.438,-3.532
12.9373,19.000,303.228,242.553,30.337,-0.668
13.0338,18.000,302.961,250.945,26.008,-3.532
13.1292,18.000,310.811,253.001,28.905,-0.668
13.2360,18.000,315.596,256.635,29.480,-0.126
13.3343,17.000,313.504,264.085,24.709,-3.429
13.4298,17.000,320.093,265.049,27.522,-0.649
13.5353,16.000,318.054,271.709,23.172,-3.528
13.6311,16.000,324.408,272.282,26.063,-0.667
13.7362,16.000,327.923,274.655,26.634,-0.126
13.8312,15.000,324.751,281.032,21.859,-3.429
13.9281,15.000,330.422,281.085,24.668,-0.649
14.0335,15.000,333.409,282.964,25.222,-0.123
14.1292,14.000,329.797,288.912,20.443,-3.429
14.2337,14.000,335.096,288.598,23.249,-0.649
14.3281,13.000,331.959,294.172,18.894,-3.528
14.4341,13.000,337.380,293.823,21.779,-0.667
14.5290,12.000,334.294,299.420,17.437,-3.532
14.6343,12.000,339.748,299.101,20.323,-0.668
14.7312,12.000,342.494,300.719,20.887,-0.126
14.8294,11.000,338.667,306.456,16.105,-3.429
14.9384,11.000,343.779,305.967,18.906,-0.649
15.0338,10.000,340.484,311.392,14.546,-3.528
15.1283,10.000,345.768,310.918,17.425,-0.667
15.2343,9.000,342.565,316.410,13.078,-3.532
15.3322,9.000,347.918,316.002,15.958,-0.668
15.4287,8.000,344.771,321.553,11.609,-3.532
15.5351,8.000,350.172,321.195,14.488,-0.668
15.6303,7.000,347.064,326.789,10.138,-3.532
15.7364,7.000,352.498,326.469,13.014,-0.668
15.8324,6.000,349.419,332.095,8.662,-3.532
15.9384,6.000,354.876,331.802,11.537,-0.668
16.0346,5.000,351.817,337.452,7.183,-3.532
16.1319,5.000,357.290,337.179,10.056,-0.668
16.2273,5.000,360.052,338.839,10.607,-0.126
16.3330,5.000,362.043,340.606,10.719,-0.024
16.4285,4.000,357.862,346.182,5.840,-3.410
