t_s,v_cmd_ms,voltage_v,encoder_v_ms,encoder_rpm,encoder_count
0.0,0.0,0.0,-0.5606,-178.459,30994095
0.051,0.0,0.0,-0.5606,-178.459,30994095
0.102,0.0,0.0,0.0,0.0,30994095
0.153,0.0,0.0,0.0,0.0,30994095
0.204,0.0,0.0,0.0,0.0,30994095
0.254,0.0,0.0,0.0,0.0,30994095
0.306,0.0,0.0,0.0,0.0,30994095
0.357,0.0,0.0,0.0,0.0,30994095
0.408,0.0,0.0,0.0,0.0,30994095
0.459,0.0,0.0,0.0,0.0,30994095
0.509,0.0,0.0,0.0,0.0,30994095
0.56,0.0,0.0,0.0,0.0,30994095
0.611,0.0,0.0,0.0009,0.28,30994097
0.661,0.0,0.0,0.0009,0.28,30994097
0.711,0.0,0.0,0.0,0.0,30994097
0.763,0.0,0.0,0.0,0.0,30994097
0.813,0.0,0.0,-0.0004,-0.14,30994096
0.864,0.0,0.0,-0.0004,-0.14,30994096
0.915,0.0,0.0,0.0,0.0,30994096
0.966,0.0,0.0,0.0,0.0,30994096
1.017,0.0,0.0,0.0,0.0,30994096
1.068,0.0,0.0,0.0,0.0,30994096
1.119,0.0,0.0,0.0005,0.154,30994097
1.17,0.0,0.0,0.0005,0.154,30994097
1.221,0.0,0.0,0.0,0.0,30994097
1.272,0.0,0.0,0.0,0.0,30994097
1.324,0.0,0.0,0.0004,0.142,30994098
1.374,0.0,0.0,0.0004,0.142,30994098
1.425,0.0,0.0,0.0005,0.147,30994099
1.476,0.0,0.0,0.0005,0.147,30994099
1.527,0.0,0.0,0.0004,0.138,30994100
1.578,0.0,0.0,0.0004,0.138,30994100
1.629,0.0,0.0,-0.0005,-0.152,30994099
1.68,0.0,0.0,-0.0005,-0.152,30994099
1.731,0.0,0.0,-0.0005,-0.152,30994098
1.781,0.0,0.0,-0.0005,-0.152,30994098
1.833,0.0,0.0,0.0,0.0,30994098
1.884,0.0,0.0,0.0,0.0,30994098
1.935,0.0,0.0,0.0005,0.157,30994099
1.986,0.0,0.0,0.0005,0.157,30994099
2.038,0.0,0.0,0.0,0.0,30994099
2.088,0.0,0.0,0.0,0.0,30994099
2.139,0.0,0.0,0.0,0.0,30994099
2.189,0.0,0.0,0.0,0.0,30994099
2.241,0.0,0.0,0.0,0.0,30994099
2.291,0.0,0.0,0.0,0.0,30994099
2.342,0.0,0.0,0.0005,0.146,30994100
2.393,0.0,0.0,0.0005,0.146,30994100
2.445,0.0,0.0,0.0,0.0,30994100
2.496,0.0,0.0,0.0,0.0,30994100
2.547,0.0,0.0,0.0,0.0,30994100
2.598,0.0,0.0,0.0,0.0,30994100
2.649,0.0,0.0,0.0,0.0,30994100
2.7,0.0,0.0,0.0004,0.143,30994101
2.751,0.0,0.0,0.0004,0.143,30994101
2.802,0.0,0.0,0.0,0.0,30994101
2.853,0.0,0.0,0.0,0.0,30994101
2.905,0.0,0.0,0.0,0.0,30994101
2.955,0.0,0.0,0.0,0.0,30994101
3.006,0.0,0.0,-0.0005,-0.15,30994100
3.057,0.0,0.0,-0.0005,-0.15,30994100
3.109,0.0,0.0,0.0,0.0,30994100
3.159,0.0,0.0,0.0,0.0,30994100
3.21,0.0,0.0,0.0,0.0,30994100
3.261,0.0,0.0,0.0,0.0,30994100
3.312,0.0,0.0,0.0,0.0,30994100
3.363,0.0,0.0,0.0,0.0,30994100
3.414,0.0,0.0,0.0,0.0,30994100
3.465,0.0,0.0,0.0,0.0,30994100
3.516,0.0,0.0,0.0,0.0,30994100
3.567,0.0,0.0,0.0,0.0,30994100
3.617,0.0,0.0,0.0005,0.154,30994101
3.669,0.0,0.0,0.0005,0.154,30994101
3.719,0.0,0.0,-0.0009,-0.274,30994099
3.77,0.0,0.0,-0.0009,-0.274,30994099
3.821,0.0,0.0,-0.001,-0.307,30994097
3.871,0.0,0.0,-0.001,-0.307,30994097
3.923,0.0,0.0,0.0,0.0,30994097
3.974,0.0,0.0,0.0,0.0,30994097
4.024,0.02,0.2813,0.0005,0.143,30994098
4.075,0.02,0.2813,0.0005,0.143,30994098
4.126,0.02,0.2813,-0.0005,-0.156,30994097
4.177,0.02,0.2813,-0.0005,-0.156,30994097
4.228,0.02,0.2813,0.0005,0.149,30994098
4.278,0.02,0.2813,0.0005,0.149,30994098
4.33,0.02,0.2813,0.0031,0.992,30994105
4.381,0.02,0.2813,0.0031,0.992,30994105
4.433,0.02,0.2813,0.0,0.0,30994105
4.484,0.02,0.2813,0.0,0.0,30994105
4.535,0.02,0.2813,-0.0019,-0.595,30994101
4.587,0.02,0.2813,-0.0019,-0.595,30994101
4.637,0.02,0.2813,0.0005,0.145,30994102
4.688,0.02,0.2813,0.0005,0.145,30994102
4.74,0.02,0.2813,0.0065,2.054,30994116
4.791,0.02,0.2813,0.0065,2.054,30994116
4.843,0.02,0.2813,0.0144,4.582,30994147
4.894,0.02,0.2813,0.0144,4.582,30994147
4.945,0.02,0.2813,0.005,1.596,30994158
4.996,0.02,0.2813,-0.0014,-0.438,30994155
5.047,0.02,0.2813,-0.0014,-0.438,30994155
5.097,0.02,0.2813,0.0,0.0,30994155
5.148,0.02,0.2813,0.0,0.0,30994155
5.199,0.02,0.2813,0.0028,0.9,30994161
5.25,0.02,0.2813,0.0028,0.9,30994161
5.301,0.02,0.2813,-0.0009,-0.293,30994159
5.352,0.02,0.2813,-0.0009,-0.293,30994159
5.403,0.02,0.2813,0.0005,0.145,30994160
5.454,0.02,0.2813,0.0005,0.145,30994160
5.504,0.02,0.2813,-0.0004,-0.138,30994159
5.556,0.02,0.2813,-0.0004,-0.138,30994159
5.607,0.02,0.2813,0.0,0.0,30994159
5.658,0.02,0.2813,0.0,0.0,30994159
5.709,0.02,0.2813,0.0004,0.14,30994160
5.76,0.02,0.2813,0.0004,0.14,30994160
5.811,0.02,0.2813,-0.0005,-0.155,30994159
5.861,0.02,0.2813,-0.0005,-0.155,30994159
5.912,0.02,0.2813,0.0004,0.137,30994160
5.963,0.02,0.2813,0.0004,0.137,30994160
6.014,0.02,0.2813,-0.0005,-0.153,30994159
6.065,0.02,0.2813,-0.0005,-0.153,30994159
6.116,0.02,0.2813,0.0005,0.153,30994160
6.167,0.02,0.2813,0.0005,0.153,30994160
6.218,0.02,0.2813,0.0,0.0,30994160
6.269,0.02,0.2813,0.0,0.0,30994160
6.32,0.02,0.2813,-0.0005,-0.158,30994159
6.371,0.02,0.2813,-0.0005,-0.158,30994159
6.422,0.02,0.2813,0.0009,0.278,30994161
6.473,0.02,0.2813,0.0009,0.278,30994161
6.525,0.02,0.2813,-0.0009,-0.299,30994159
6.575,0.02,0.2813,-0.0009,-0.299,30994159
6.626,0.02,0.2813,0.0005,0.152,30994160
6.678,0.02,0.2813,0.0005,0.152,30994160
6.729,0.02,0.2813,0.0004,0.14,30994161
6.78,0.02,0.2813,0.0004,0.14,30994161
6.831,0.02,0.2813,-0.0005,-0.152,30994160
6.882,0.02,0.2813,-0.0005,-0.152,30994160
6.933,0.02,0.2813,0.0004,0.137,30994161
6.984,0.02,0.2813,0.0004,0.137,30994161
7.035,0.02,0.2813,-0.0005,-0.16,30994160
7.085,0.02,0.2813,-0.0005,-0.16,30994160
7.135,0.02,0.2813,0.0,0.0,30994160
7.187,0.02,0.2813,0.0,0.0,30994160
7.238,0.02,0.2813,0.0005,0.145,30994161
7.289,0.02,0.2813,0.0005,0.145,30994161
7.34,0.02,0.2813,-0.0005,-0.148,30994160
7.392,0.02,0.2813,-0.0005,-0.148,30994160
7.443,0.02,0.2813,0.0,0.0,30994160
7.494,0.02,0.2813,0.0,0.0,30994160
7.545,0.02,0.2813,0.0005,0.145,30994161
7.596,0.02,0.2813,-0.0005,-0.148,30994160
7.648,0.02,0.2813,-0.0005,-0.148,30994160
7.7,0.02,0.2813,0.0,0.0,30994160
7.752,0.02,0.2813,0.0,0.0,30994160
7.803,0.02,0.2813,0.0004,0.143,30994161
7.854,0.02,0.2813,0.0004,0.143,30994161
7.905,0.02,0.2813,-0.0005,-0.151,30994160
7.956,0.02,0.2813,-0.0005,-0.151,30994160
8.007,0.04,0.3306,0.0,0.0,30994160
8.06,0.04,0.3306,0.0,0.0,30994160
8.112,0.04,0.3306,0.0013,0.422,30994163
8.162,0.04,0.3306,0.0013,0.422,30994163
8.213,0.04,0.3306,0.0072,2.29,30994178
8.264,0.04,0.3306,0.0072,2.29,30994178
8.315,0.04,0.3306,0.0052,1.657,30994190
8.367,0.04,0.3306,0.0052,1.657,30994190
8.419,0.04,0.3306,0.0024,0.75,30994195
8.469,0.04,0.3306,0.0024,0.75,30994195
8.52,0.04,0.3306,0.0019,0.616,30994199
8.571,0.04,0.3306,0.0019,0.616,30994199
8.623,0.04,0.3306,0.0026,0.829,30994205
8.674,0.04,0.3306,0.0026,0.829,30994205
8.725,0.04,0.3306,0.0184,5.859,30994244
8.776,0.04,0.3306,0.0184,5.859,30994244
8.826,0.04,0.3306,0.0328,10.439,30994319
8.877,0.04,0.3306,0.0328,10.439,30994319
8.928,0.04,0.3306,0.0144,4.576,30994349
8.979,0.04,0.3306,0.0144,4.576,30994349
9.03,0.04,0.3306,0.0058,1.834,30994361
9.081,0.04,0.3306,0.0058,1.834,30994361
9.132,0.04,0.3306,0.0135,4.285,30994392
9.183,0.04,0.3306,0.0135,4.285,30994392
9.234,0.04,0.3306,0.0224,7.132,30994437
9.285,0.04,0.3306,0.0224,7.132,30994437
9.336,0.04,0.3306,0.0161,5.122,30994472
9.388,0.04,0.3306,0.0161,5.122,30994472
9.439,0.04,0.3306,0.0078,2.485,30994489
9.49,0.04,0.3306,0.0078,2.485,30994489
9.541,0.04,0.3306,0.0115,3.67,30994514
9.592,0.04,0.3306,0.0115,3.67,30994514
9.643,0.04,0.3306,0.0292,9.288,30994578
9.694,0.04,0.3306,0.0292,9.288,30994578
9.745,0.04,0.3306,0.0267,8.492,30994636
9.796,0.04,0.3306,0.0226,7.178,30994685
9.847,0.04,0.3306,0.0226,7.178,30994685
9.898,0.04,0.3306,0.0352,11.215,30994763
9.949,0.04,0.3306,0.0352,11.215,30994763
10.0,0.04,0.3306,0.0371,11.819,30994845
10.05,0.04,0.3306,0.0371,11.819,30994845
10.101,0.04,0.3306,0.0332,10.58,30994914
10.152,0.04,0.3306,0.0332,10.58,30994914
10.204,0.04,0.3306,0.0382,12.154,30995002
10.254,0.04,0.3306,0.0382,12.154,30995002
10.305,0.04,0.3306,0.0381,12.126,30995082
10.356,0.04,0.3306,0.0381,12.126,30995082
10.408,0.04,0.3306,0.0377,12.005,30995162
10.458,0.04,0.3306,0.0377,12.005,30995162
10.509,0.04,0.3306,0.0217,6.894,30995210
