time_s,error_mm,left_rpm,right_rpm,pid_output,d_term
0.0001,-23.000,-69.211,115.939,-92.575,-60.375
0.0851,-23.000,8.969,80.916,-35.973,-3.773
0.1796,-23.000,32.567,97.438,-32.436,-0.236
0.2858,-23.000,51.558,115.988,-32.215,-0.015
0.3803,-23.000,69.245,133.647,-32.201,-0.001
0.4856,-23.000,85.988,150.388,-32.200,-0.000
0.5809,-22.000,105.962,162.312,-28.175,2.625
0.6857,-22.000,122.383,183.655,-30.636,0.164
0.7805,-21.000,140.416,193.946,-26.765,2.635
0.8855,-21.000,160.111,218.582,-29.235,0.165
0.9787,-20.000,179.742,230.471,-25.365,2.635
1.0840,-20.000,201.987,257.658,-27.835,0.165
1.1786,-19.000,223.786,271.715,-23.965,2.635
1.2771,-18.000,244.999,289.819,-22.410,2.790
1.3851,-18.000,270.413,320.464,-25.026,0.174
1.4828,-17.000,295.019,337.348,-21.164,2.636
1.5777,-16.000,318.626,357.847,-19.610,2.790
1.6826,-15.000,343.200,379.602,-18.201,2.799
1.7771,-14.000,368.711,402.311,-16.800,2.800
1.8814,-13.000,395.024,425.824,-15.400,2.800
1.9861,-12.000,422.019,450.019,-14.000,2.800
2.0825,-10.000,446.720,463.870,-8.575,5.425
2.1772,-9.000,473.964,493.236,-9.636,2.964
2.2841,-8.000,503.688,520.468,-8.390,2.810
2.3816,-6.000,530.830,536.779,-2.974,5.426
2.4767,-5.000,560.156,568.228,-4.036,2.964
2.5816,-4.000,591.651,597.230,-2.790,2.810
2.6866,-2.000,620.297,615.046,2.626,5.426
2.7812,-1.000,650.902,647.774,1.564,2.964
2.8852,1.000,679.409,665.739,6.835,5.435
2.9795,2.000,708.809,697.280,5.765,2.965
3.0849,3.000,739.174,725.154,7.010,2.810
3.1795,3.000,772.611,763.860,4.376,0.176
3.2845,4.000,802.852,786.380,8.236,2.636
3.3801,5.000,830.048,810.469,9.790,2.790
3.4850,6.000,856.474,834.076,11.199,2.799
3.5797,8.000,878.283,845.034,16.625,5.425
3.6856,8.000,905.943,882.865,11.539,0.339
3.7801,10.000,929.129,890.587,19.271,5.271
3.8834,11.000,952.068,915.359,18.354,2.954
3.9789,11.000,980.894,949.725,15.585,0.185
4.0860,12.000,1007.323,968.450,19.437,2.637
4.1808,13.000,1031.287,989.307,20.990,2.790
4.2783,14.000,1054.965,1010.166,22.399,2.799
4.3852,14.000,1082.588,1043.038,19.775,0.175
4.4816,15.000,1107.879,1060.607,23.636,2.636
4.5772,15.000,1134.944,1092.614,21.165,0.165
4.6833,14.000,1152.789,1118.818,16.985,-2.615
4.7787,14.000,1185.281,1146.408,19.437,-0.163
4.8858,13.000,1203.864,1172.734,15.565,-2.635
4.9823,12.000,1200.351,1172.330,14.010,-2.790
5.0770,11.000,1197.876,1172.675,12.601,-2.799
5.1840,9.000,1185.245,1170.895,7.175,-5.425
5.2806,8.000,1188.282,1171.810,8.236,-2.964
5.3764,6.000,1178.390,1172.460,2.965,-5.435
5.4823,4.000,1172.708,1172.687,0.010,-5.590
5.5777,2.000,1168.779,1174.378,-2.799,-5.599
5.6847,0.000,1166.228,1177.428,-5.600,-5.600
5.7813,-2.000,1162.440,1179.240,-8.400,-5.600
5.8758,-4.000,1157.600,1180.000,-11.200,-5.600
5.9824,-6.000,1151.866,1179.866,-14.000,-5.600
6.0780,-8.000,1145.372,1178.972,-16.800,-5.600
6.1841,-10.000,1138.233,1177.433,-19.600,-5.600
6.2796,-12.000,1130.544,1175.344,-22.400,-5.600
6.3855,-13.000,1134.513,1176.863,-21.175,-2.975
6.4817,-15.000,1122.885,1175.757,-26.436,-5.436
6.5852,-16.000,1125.444,1176.174,-25.365,-2.965
6.6799,-17.000,1124.864,1178.084,-26.610,-2.810
6.7847,-18.000,1123.438,1179.439,-28.001,-2.801
6.8798,-19.000,1121.409,1180.209,-29.400,-2.800
6.9781,-19.000,1130.999,1184.549,-26.775,-0.175
7.0851,-20.000,1124.958,1186.230,-30.636,-2.636
7.1816,-21.000,1120.951,1185.331,-32.190,-2.790
7.2777,-21.000,1128.981,1188.130,-29.574,-0.174
7.3848,-20.000,1130.873,1181.644,-25.386,2.614
7.4810,-19.000,1131.094,1178.717,-23.812,2.788
7.5763,-19.000,1134.830,1187.682,-26.426,0.174
7.6832,-19.000,1140.065,1193.243,-26.589,0.011
7.7785,-17.000,1138.892,1175.991,-18.549,5.251
7.8845,-16.000,1138.265,1177.158,-19.447,2.953
7.9802,-15.000,1140.351,1176.731,-18.190,2.810
8.0754,-14.000,1143.047,1176.645,-16.799,2.801
8.1815,-13.000,1146.155,1176.955,-15.400,2.800
8.2773,-12.000,1149.608,1177.608,-14.000,2.800
8.3846,-10.000,1150.478,1167.628,-8.575,5.425
8.4798,-9.000,1153.645,1172.917,-9.636,2.964
8.5751,-8.000,1159.085,1175.865,-8.390,2.810
8.6806,-7.000,1164.640,1178.639,-6.999,2.801
8.7754,-6.000,1170.180,1181.380,-5.600,2.800
8.8801,-4.000,1172.824,1173.174,-0.175,5.425
8.9749,-3.000,1177.499,1179.971,-1.236,2.964
9.0793,-1.000,1181.346,1173.276,4.035,5.435
9.1753,1.000,1183.090,1169.111,6.990,5.590
9.2813,2.000,1187.746,1176.197,5.774,2.974
9.3759,3.000,1193.373,1179.351,7.011,2.811
9.4828,5.000,1193.819,1168.968,12.426,5.426
9.5785,6.000,1195.435,1172.707,11.364,2.964
9.6752,7.000,1198.356,1173.136,12.610,2.810
9.7797,8.000,1200.571,1172.570,14.001,2.801
9.8780,9.000,1202.071,1171.271,15.400,2.800
9.9745,10.000,1202.956,1169.356,16.800,2.800
10.0816,11.000,1203.319,1166.919,18.200,2.800
10.1771,11.000,1207.312,1176.162,15.575,0.175
10.2832,11.000,1212.774,1181.952,15.411,0.011
10.3780,12.000,1213.470,1174.619,19.426,2.626
10.4839,11.000,1204.763,1178.885,12.939,-2.461
10.5800,11.000,1212.683,1182.190,15.246,-0.154
10.6751,11.000,1217.597,1186.817,15.390,-0.010
10.7819,10.000,1210.736,1187.988,11.374,-2.626
10.8799,9.000,1207.355,1187.733,9.811,-2.789
10.9761,7.000,1194.074,1185.323,4.376,-5.424
11.0825,5.000,1185.641,1182.819,1.411,-5.589
11.1783,3.000,1179.382,1182.181,-1.399,-5.599
11.2745,1.000,1174.850,1183.250,-4.200,-5.600
11.3821,-2.000,1158.454,1180.504,-11.025,-8.225
11.4780,-5.000,1144.154,1174.932,-15.389,-8.389
11.5741,-7.000,1141.823,1172.972,-15.574,-5.774
11.6803,-9.000,1136.163,1172.585,-18.211,-5.611
11.7771,-12.000,1117.478,1167.530,-25.026,-8.226
11.8830,-14.000,1113.350,1164.079,-25.364,-5.764
11.9784,-16.000,1106.283,1162.304,-28.010,-5.610
12.0739,-18.000,1098.535,1160.136,-30.801,-5.601
12.1787,-21.000,1078.196,1153.446,-37.625,-8.225
12.2829,-23.000,1072.670,1148.598,-37.964,-5.764
12.3774,-25.000,1064.415,1145.635,-40.610,-5.610
12.4823,-27.000,1055.657,1142.458,-43.401,-5.601
12.5781,-28.000,1058.710,1143.060,-42.175,-2.975
12.6834,-30.000,1046.302,1141.174,-47.436,-5.436
12.7822,-30.000,1060.324,1145.003,-42.340,-0.340
12.8777,-31.000,1056.104,1148.196,-46.046,-2.646
12.9733,-30.000,1062.773,1141.854,-39.540,2.460
13.0781,-30.000,1068.107,1151.799,-41.846,0.154
13.1830,-29.000,1071.581,1147.511,-37.965,2.635
13.2777,-28.000,1073.390,1146.211,-36.410,2.790
13.3827,-26.000,1072.741,1134.692,-30.976,5.424
13.4772,-25.000,1074.609,1138.681,-32.036,2.964
13.5820,-23.000,1076.070,1129.599,-26.765,5.435
13.6795,-21.000,1076.985,1124.606,-23.810,5.590
13.7743,-20.000,1082.136,1132.188,-25.026,2.974
13.8814,-18.000,1086.510,1126.038,-19.764,5.436
13.9759,-17.000,1092.784,1134.454,-20.835,2.965
14.0819,-15.000,1097.997,1129.127,-15.565,5.435
14.1762,-13.000,1102.104,1127.324,-12.610,5.590
14.2806,-11.000,1107.092,1126.694,-9.801,5.599
14.3761,-9.000,1112.945,1126.945,-7.000,5.600
14.4828,-7.000,1119.539,1127.939,-4.200,5.600
14.5811,-5.000,1126.765,1129.565,-1.400,5.600
14.6774,-3.000,1134.526,1131.726,1.400,5.600
14.7842,-2.000,1145.618,1145.268,0.175,2.975
14.8790,0.000,1155.049,1144.177,5.436,5.436
14.9745,3.000,1156.272,1131.442,12.415,8.215
15.0798,4.000,1162.103,1144.626,8.738,3.138
15.1744,6.000,1166.592,1138.900,13.846,5.446
15.2725,7.000,1171.886,1146.355,12.765,2.965
15.3783,8.000,1177.949,1149.928,14.010,2.810
15.4735,9.000,1182.834,1152.033,15.401,2.801
15.5786,10.000,1186.605,1153.005,16.800,2.800
15.6737,10.000,1193.495,1165.145,14.175,0.175
15.7782,11.000,1197.344,1161.272,18.036,2.636
15.8748,11.000,1202.363,1171.233,15.565,0.165
15.9804,12.000,1204.500,1165.629,19.435,2.635
16.0754,11.000,1197.131,1171.251,12.940,-2.460
16.1720,11.000,1206.195,1175.702,15.246,-0.154
16.2776,11.000,1212.083,1181.302,15.390,-0.010
16.3755,11.000,1216.974,1186.175,15.399,-0.001
16.4820,10.000,1210.199,1187.449,11.375,-2.625
16.5768,9.000,1206.898,1187.276,9.811,-2.789
16.6721,8.000,1204.611,1187.809,8.401,-2.799
16.7781,8.000,1213.990,1191.939,11.025,-0.175
16.8736,7.000,1208.970,1194.642,7.164,-2.636
16.9715,7.000,1217.956,1198.686,9.635,-0.165
17.0765,6.000,1212.724,1201.194,5.765,-2.635
17.1815,5.000,1210.612,1202.191,4.210,-2.790
17.2760,4.000,1209.328,1203.727,2.801,-2.799
17.3829,3.000,1208.634,1205.834,1.400,-2.800
17.4787,2.000,1208.435,1208.435,0.000,-2.800
17.5740,1.000,1208.656,1211.456,-1.400,-2.800
17.6800,0.000,1209.234,1214.834,-2.800,-2.800
17.7756,-2.000,1196.790,1213.240,-8.225,-5.425
17.8730,-3.000,1198.785,1213.113,-7.164,-2.964
17.9788,-4.000,1197.732,1214.553,-8.410,-2.810
18.0725,-5.000,1195.906,1215.508,-9.801,-2.801
18.1774,-7.000,1181.412,1211.862,-15.225,-5.425
18.2814,-8.000,1181.664,1209.992,-14.164,-2.964
18.3740,-10.000,1167.004,1205.875,-19.435,-5.435
18.4770,-11.000,1166.995,1203.724,-18.365,-2.965
18.5708,-12.000,1164.232,1203.452,-19.610,-2.810
18.6747,-12.000,1173.076,1207.027,-16.976,-0.176
18.7788,-13.000,1166.394,1208.066,-20.836,-2.636
18.8743,-13.000,1173.967,1210.696,-18.365,-0.165
18.9726,-14.000,1166.333,1210.803,-22.235,-2.635
19.0802,-14.000,1173.104,1212.634,-19.765,-0.165
19.1770,-15.000,1164.789,1212.060,-23.635,-2.635
19.2713,-15.000,1170.982,1213.312,-21.165,-0.165
19.3766,-15.000,1174.301,1216.321,-21.010,-0.010
19.4802,-15.000,1177.000,1219.001,-21.001,-0.001
19.5746,-15.000,1179.286,1221.287,-21.000,-0.000
19.6794,-15.000,1181.230,1223.230,-21.000,-0.000
19.7740,-15.000,1182.881,1224.881,-21.000,-0.000
19.8810,-14.000,1181.410,1215.360,-16.975,2.625
19.9798,-14.000,1181.778,1220.649,-19.436,0.164
20.0743,-15.000,1171.903,1219.132,-23.615,-2.615
20.1811,-15.000,1177.013,1219.339,-21.163,-0.163
20.2764,-15.000,1179.426,1221.446,-21.010,-0.010
20.3706,-15.000,1181.356,1223.357,-21.001,-0.001
20.4751,-14.000,1180.114,1214.064,-16.975,2.625
20.5712,-13.000,1177.801,1208.623,-15.411,2.789
20.6767,-12.000,1176.515,1204.517,-14.001,2.799
20.7723,-11.000,1176.225,1201.425,-12.600,2.800
20.8777,-9.000,1173.912,1188.262,-7.175,5.425
20.9729,-8.000,1174.374,1190.846,-8.236,2.964
21.0797,-7.000,1177.515,1191.495,-6.990,2.810
21.1752,-7.000,1183.991,1203.239,-9.624,0.176
21.2711,-6.000,1188.695,1200.223,-5.764,2.636
21.3772,-6.000,1194.441,1210.911,-8.235,0.165
21.4731,-6.000,1201.271,1218.051,-8.390,0.010
21.5800,-7.000,1195.073,1219.922,-12.424,-2.624
21.6761,-9.000,1178.945,1214.973,-18.014,-5.414
21.7716,-9.000,1190.063,1215.940,-12.938,-0.338
21.8768,-8.000,1192.641,1209.833,-8.596,2.604
21.9714,-6.000,1190.451,1196.425,-2.987,5.413
22.0776,-3.000,1185.122,1177.095,4.013,8.213
22.1739,-1.000,1183.691,1174.965,4.363,5.763
22.2798,1.000,1184.825,1170.805,7.010,5.610
22.3747,3.000,1185.129,1165.528,9.801,5.601
22.4796,4.000,1188.691,1171.541,8.575,2.975
22.5771,7.000,1185.245,1149.523,17.861,8.061
22.6721,9.000,1181.217,1144.509,18.354,5.754
22.7783,11.000,1178.829,1136.810,21.010,5.610
22.8735,13.000,1176.133,1128.532,23.801,5.601
22.9786,14.000,1177.144,1131.994,22.575,2.975
23.0732,15.000,1179.681,1132.059,23.811,2.811
23.1782,16.000,1181.576,1131.175,25.201,2.801
23.2733,15.000,1175.955,1138.855,18.550,-2.450
23.3788,15.000,1186.627,1144.934,20.847,-0.153
23.4734,13.000,1172.040,1146.159,12.940,-5.260
23.5775,12.000,1175.367,1147.674,13.846,-2.954
23.6731,11.000,1176.769,1151.588,12.590,-2.810
23.7696,9.000,1167.312,1152.964,7.174,-5.426
23.8758,7.000,1162.114,1153.692,4.211,-5.589
23.9704,5.000,1158.605,1155.803,1.401,-5.599
24.0765,3.000,1156.409,1159.209,-1.400,-5.600
24.1716,1.000,1155.324,1163.724,-4.200,-5.600
24.2775,-2.000,1141.857,1163.907,-11.025,-8.225
24.3728,-5.000,1130.046,1160.824,-15.389,-8.389
24.4704,-7.000,1129.832,1160.981,-15.574,-5.774
24.5776,-9.000,1125.970,1162.392,-18.211,-5.611
