time_s,error_mm,left_rpm,right_rpm,pid_output,d_term,target_speed_ms
0.0002,-17.000,-757.304,804.796,-781.050,-726.629,0.420
0.0999,-17.000,-180.065,272.126,-226.096,-171.565,0.420
0.1982,-16.000,-8.245,142.393,-75.319,-23.886,0.420
0.3072,-15.000,49.715,124.408,-37.347,10.982,0.420
0.4054,-15.000,63.289,154.953,-45.832,2.593,0.420
0.5066,-15.000,83.782,179.600,-47.909,0.612,0.420
0.6049,-14.000,124.927,182.214,-28.644,16.767,0.420
0.7029,-14.000,135.946,219.029,-41.541,3.959,0.420
0.8036,-14.000,156.982,246.292,-44.655,0.935,0.420
0.9012,-13.000,199.229,250.489,-25.630,16.843,0.420
1.0016,-13.000,211.338,288.497,-38.579,3.977,0.420
1.0984,-12.000,252.040,295.783,-21.872,17.561,0.420
1.2054,-12.000,264.263,334.989,-35.363,4.146,0.420
1.3049,-12.000,286.696,363.911,-38.608,0.979,0.420
1.4025,-11.000,330.220,369.427,-19.604,16.853,0.420
1.5013,-11.000,343.438,408.534,-32.548,3.979,0.420
1.5985,-10.000,385.089,416.748,-15.830,17.562,0.420
1.7014,-10.000,398.122,456.740,-29.309,4.147,0.420
1.7994,-9.000,439.949,465.373,-12.712,17.601,0.420
1.9075,-8.000,471.915,484.687,-6.386,20.778,0.420
1.9973,-8.000,483.106,527.725,-22.309,4.906,0.420
2.1054,-7.000,524.877,537.437,-6.280,17.781,0.420
2.2040,-6.000,557.154,557.310,-0.078,20.820,0.420
2.3021,-5.000,587.398,579.783,3.808,21.538,0.420
2.3991,-4.000,617.342,603.039,7.151,21.708,0.420
2.4987,-4.000,628.663,647.576,-9.456,5.125,0.420
2.5967,-3.000,670.986,658.123,6.431,17.832,0.420
2.6997,-2.000,703.837,678.600,12.619,20.833,0.420
2.8067,-1.000,734.599,701.557,16.521,21.541,0.420
2.9022,-0.000,764.991,725.215,19.888,21.708,0.420
2.9998,1.000,794.653,748.385,23.134,21.748,0.420
3.0977,2.000,823.773,771.061,26.356,21.757,0.420
3.2066,3.000,852.453,793.298,29.578,21.759,0.420
3.3057,4.000,880.764,815.156,32.804,21.760,0.420
3.3963,4.000,890.808,858.394,16.207,5.138,0.420
3.5042,5.000,931.328,867.054,32.137,17.835,0.420
3.6030,6.000,961.910,885.164,38.373,20.833,0.420
3.7021,6.000,972.048,927.054,22.497,4.919,0.420
3.8023,7.000,1012.214,935.001,38.607,17.784,0.420
3.9005,7.000,1024.442,974.309,25.067,4.199,0.420
4.0020,8.000,1064.956,981.490,41.733,17.614,0.420
4.1004,8.000,1077.142,1020.484,28.329,4.159,0.420
4.1967,7.000,1078.634,1067.884,5.375,-15.640,0.420
4.3042,7.000,1116.725,1081.991,17.367,-3.693,0.420
4.4030,6.000,1124.641,1123.833,0.404,-17.494,0.420
4.5039,6.000,1164.510,1136.898,13.806,-4.131,0.420
4.6010,5.000,1173.066,1178.724,-2.829,-17.597,0.420
4.6975,4.000,1127.845,1174.141,-1.595,-17.899,0.300
4.7955,3.000,1080.728,1171.825,-6.143,-17.975,0.300
4.9036,2.000,1036.963,1166.473,-10.644,-17.994,0.300
5.0008,1.000,996.011,1158.575,-15.140,-17.998,0.300
5.0977,-0.000,957.441,1148.523,-19.641,-18.000,0.300
5.1970,-1.000,920.352,1136.104,-24.151,-18.000,0.300
5.2957,-2.000,884.521,1121.675,-28.669,-18.000,0.300
5.3954,-3.000,849.756,1105.539,-33.196,-18.000,0.300
5.5056,-4.000,815.896,1087.953,-37.732,-18.000,0.300
5.6056,-5.000,795.303,1082.102,-42.277,-18.000,0.300
5.7064,-6.000,787.661,1088.373,-46.831,-18.000,0.300
5.8050,-6.000,799.982,1077.886,-33.385,-4.500,0.300
5.9030,-7.000,782.568,1093.319,-48.073,-14.625,0.300
6.0027,-7.000,792.657,1084.546,-37.167,-3.656,0.300
6.1035,-7.000,794.641,1083.681,-34.488,-0.914,0.300
6.2017,-6.000,811.452,1065.360,-15.856,13.271,0.300
6.3024,-6.000,801.397,1077.133,-25.864,3.318,0.300
6.4000,-5.000,815.594,1061.936,-10.397,14.329,0.300
6.4991,-4.000,822.001,1055.219,-3.180,17.082,0.300
6.5954,-4.000,809.965,1069.991,-16.028,4.271,0.300
6.6977,-2.000,840.974,1036.388,16.751,28.068,0.300
6.7957,-1.000,838.179,1040.517,13.691,20.517,0.300
6.9021,-1.000,824.508,1058.323,-1.705,5.129,0.300
7.0000,1.000,855.137,1025.208,30.457,28.282,0.300
7.0965,2.000,851.870,1028.823,27.263,20.571,0.300
7.1968,4.000,870.376,1006.532,47.871,32.143,0.300
7.2954,5.000,863.757,1012.394,41.809,21.536,0.300
7.4046,7.000,881.155,990.272,61.720,32.384,0.300
7.5029,8.000,874.033,995.840,55.504,21.596,0.300
7.6009,10.000,891.115,973.355,75.397,32.399,0.300
7.6998,11.000,883.756,978.583,69.197,21.600,0.300
7.7985,13.000,900.648,955.799,89.114,32.400,0.300
7.8952,13.000,876.894,980.545,64.931,8.100,0.300
7.9945,14.000,887.540,967.203,76.982,15.525,0.300
8.1032,14.000,876.327,979.123,65.465,3.881,0.300
8.2042,15.000,890.041,962.471,80.689,14.470,0.300
8.3004,16.000,895.778,953.696,87.980,17.118,0.300
8.3993,16.000,883.263,966.629,75.286,4.279,0.300
8.4983,16.000,880.350,969.898,72.220,1.070,0.300
8.5962,16.000,879.821,970.729,71.562,0.267,0.300
8.6940,16.000,879.874,970.932,71.505,0.067,0.300
8.8047,16.000,880.062,970.963,71.599,0.017,0.300
8.9023,15.000,861.033,987.716,53.722,-13.496,0.300
9.0014,15.000,871.812,978.004,63.978,-3.374,0.300
9.1013,13.000,836.444,1009.360,30.626,-27.843,0.300
