t_s,v_cmd_ms,voltage_v,encoder_v_ms,encoder_rpm,encoder_count
0.0,0.0,0.0655,,,
0.051,0.0,0.0655,,,
0.102,0.0,0.0655,,,27484981
0.152,0.0,0.0655,,,27484981
0.203,0.0,0.0655,-0.0,-0.0,27484981
0.255,0.0,0.0655,-0.0,-0.0,27484981
0.306,0.0,0.0655,-0.0,-0.0,27484981
0.356,0.0,0.0655,-0.0,-0.0,27484981
0.407,0.0,0.0655,-0.0,-0.0,27484981
0.459,0.0,0.0655,-0.0,-0.0,27484981
0.511,0.0,0.0655,-0.0,-0.0,27484981
0.563,0.0,0.0655,-0.0,-0.0,27484981
0.615,0.0,0.0655,-0.0,-0.0,27484981
0.666,0.0,0.0655,-0.0,-0.0,27484981
0.716,0.0,0.0655,-0.0,-0.0,27484981
0.767,0.0,0.0655,-0.0,-0.0,27484981
0.818,0.0,0.0655,-0.0,-0.0,27484981
0.87,0.0,0.0655,-0.0,-0.0,27484981
0.921,0.0,0.0655,-0.0,-0.0,27484981
0.973,0.0,0.0655,-0.0,-0.0,27484981
1.025,0.0,0.0655,-0.0,-0.0,27484981
1.076,0.0,0.0655,-0.0,-0.0,27484981
1.127,0.0,0.0655,-0.0,-0.0,27484981
1.178,0.0,0.0655,-0.0,-0.0,27484981
1.229,0.0,0.0655,-0.0,-0.0,27484981
1.281,0.0,0.0655,-0.0,-0.0,27484981
1.333,0.0,0.0655,-0.0,-0.0,27484981
1.385,0.0,0.0655,-0.0,-0.0,27484981
1.436,0.0,0.0655,-0.0,-0.0,27484981
1.489,0.0,0.0655,-0.0,-0.0,27484981
1.541,0.0,0.0655,-0.0,-0.0,27484981
1.593,0.0,0.0655,-0.0,-0.0,27484981
1.645,0.0,0.0655,-0.0,-0.0,27484981
1.697,0.0,0.0655,-0.0,-0.0,27484981
1.748,0.0,0.0655,-0.0,-0.0,27484981
1.799,0.0,0.0655,-0.0,-0.0,27484981
1.849,0.0,0.0655,-0.0,-0.0,27484981
1.9,0.0,0.0655,-0.0,-0.0,27484981
1.951,0.0,0.0655,-0.0,-0.0,27484981
2.001,0.02,0.1161,-0.0,-0.0,27484981
2.052,0.02,0.1161,-0.0,-0.0,27484981
2.103,0.02,0.1161,-0.0,-0.0,27484981
2.154,0.02,0.1161,-0.0,-0.0,27484981
2.204,0.02,0.1161,-0.0,-0.0,27484981
2.255,0.02,0.1161,-0.0,-0.0,27484981
2.306,0.02,0.1161,-0.0,-0.0,27484981
2.357,0.02,0.1161,-0.0,-0.0,27484981
2.408,0.02,0.1161,-0.0,-0.0,27484981
2.459,0.02,0.1161,-0.0,-0.0,27484981
2.51,0.02,0.1161,-0.0,-0.0,27484981
