t_s,v_cmd_ms,voltage_v,encoder_v_ms,encoder_rpm,encoder_count
0.0,0.0,0.1565,,,
0.051,0.0,0.1565,,,
0.101,0.0,0.1565,,,27407923
0.152,0.0,0.1565,,,27407923
0.203,0.0,0.1565,-0.0,-0.0,27407923
0.254,0.0,0.1565,-0.0,-0.0,27407923
0.305,0.0,0.1565,-0.0,-0.0,27407923
0.356,0.0,0.1565,-0.0,-0.0,27407923
0.407,0.0,0.1565,-0.0,-0.0,27407923
0.459,0.0,0.1565,-0.0,-0.0,27407923
0.511,0.0,0.1565,-0.0,-0.0,27407923
0.563,0.0,0.1565,-0.0,-0.0,27407923
0.615,0.0,0.1565,-0.0,-0.0,27407923
0.667,0.0,0.1565,-0.0,-0.0,27407923
0.719,0.0,0.1565,-0.0,-0.0,27407923
0.771,0.0,0.1565,-0.0,-0.0,27407923
0.823,0.0,0.1565,-0.0,-0.0,27407923
0.875,0.0,0.1565,-0.0,-0.0,27407923
0.927,0.0,0.1565,-0.0,-0.0,27407923
0.979,0.0,0.1565,-0.0,-0.0,27407923
1.031,0.0,0.1565,-0.0,-0.0,27407923
1.083,0.0,0.1565,-0.0,-0.0,27407923
1.135,0.0,0.1565,-0.0,-0.0,27407923
1.187,0.0,0.1565,-0.0,-0.0,27407923
1.237,0.0,0.1565,-0.0,-0.0,27407923
1.288,0.0,0.1565,-0.0,-0.0,27407923
1.339,0.0,0.1565,-0.0,-0.0,27407923
1.39,0.0,0.1565,-0.0,-0.0,27407923
1.441,0.0,0.1565,-0.0,-0.0,27407923
1.492,0.0,0.1565,-0.0,-0.0,27407923
1.543,0.0,0.1565,-0.0,-0.0,27407923
1.594,0.0,0.1565,-0.0,-0.0,27407923
1.646,0.0,0.1565,-0.0,-0.0,27407923
1.698,0.0,0.1565,-0.0,-0.0,27407923
1.75,0.0,0.1565,-0.0,-0.0,27407923
1.801,0.0,0.1565,-0.0,-0.0,27407923
1.852,0.0,0.1565,-0.0,-0.0,27407923
1.902,0.0,0.1565,-0.0,-0.0,27407923
