time_s,error_mm,left_rpm,right_rpm,pid_output,d_term
0.0002,1.000,63.203,62.393,0.405,-1.125
0.0513,2.000,127.084,124.118,1.483,-1.547
0.1024,1.000,190.642,186.432,2.105,0.545
0.1533,1.000,254.125,250.537,1.794,0.204
0.2042,1.000,317.811,314.418,1.697,0.077
0.2553,1.000,381.567,378.209,1.679,0.029
0.3063,1.000,445.344,441.962,1.691,0.011
0.3573,1.000,509.123,505.695,1.714,0.004
0.4083,1.000,572.900,569.417,1.742,0.002
0.4592,0.000,635.530,632.799,1.366,1.126
0.5102,0.000,698.685,697.361,0.662,0.422
0.5722,-1.000,760.995,761.008,-0.007,1.283
0.6242,-2.000,822.787,825.155,-1.184,1.606
0.6753,-2.000,885.608,889.984,-2.188,0.602
0.7261,-3.000,947.805,953.683,-2.939,1.351
0.7774,-3.000,1010.765,1018.332,-3.783,0.507
0.8282,-3.000,1074.242,1082.442,-4.100,0.190
0.8793,-4.000,1136.668,1145.855,-4.594,1.196
0.9302,-4.000,1199.698,1210.381,-5.341,0.449
0.9814,-5.000,1261.948,1273.942,-5.997,1.293
1.0323,-6.000,1260.005,1274.365,-7.180,1.610
1.0832,-6.000,1259.099,1275.471,-8.186,0.604
1.1341,-7.000,1257.575,1275.452,-8.939,1.351
1.1852,-7.000,1256.820,1276.387,-9.783,0.507
1.2363,-7.000,1256.587,1276.787,-10.100,0.190
1.2868,-7.000,1256.544,1276.982,-10.219,0.071
1.3376,-8.000,1255.331,1276.607,-10.638,1.152
1.3888,-9.000,1253.442,1276.908,-11.733,1.557
1.4399,-10.000,1251.299,1277.461,-13.081,1.709
1.4906,-10.000,1250.300,1278.598,-14.149,0.641
1.5418,-10.000,1249.963,1279.062,-14.550,0.240
1.5928,-11.000,1248.632,1278.781,-15.075,1.215
1.6436,-11.000,1247.931,1279.600,-15.834,0.456
1.6948,-12.000,1246.461,1279.449,-16.494,1.296
1.7457,-13.000,1244.467,1279.825,-17.679,1.611
1.7969,-13.000,1243.516,1280.888,-18.686,0.604
1.8478,-13.000,1243.189,1281.316,-19.063,0.227
1.8988,-14.000,1241.856,1281.016,-19.580,1.210
1.9497,-15.000,1239.909,1281.331,-20.711,1.579
2.0006,-15.000,1238.972,1282.368,-21.698,0.592
2.0516,-15.000,1238.648,1282.784,-22.068,0.222
2.1027,-16.000,1237.312,1282.475,-22.582,1.208
2.1537,-16.000,1236.600,1283.274,-23.337,0.453
2.2048,-17.000,1235.118,1283.109,-23.995,1.295
2.2558,-17.000,1234.351,1283.960,-24.804,0.486
2.3062,-17.000,1234.087,1284.302,-25.108,0.182
2.3567,-17.000,1234.008,1284.452,-25.222,0.068
2.4077,-18.000,1232.760,1284.038,-25.639,1.151
2.4586,-18.000,1232.076,1284.793,-26.359,0.431
2.5095,-18.000,1231.839,1285.095,-26.628,0.162
2.5603,-19.000,1230.528,1284.737,-27.104,1.186
2.6124,-19.000,1229.820,1285.511,-27.845,0.445
2.6643,-18.000,1229.211,1284.708,-27.748,-0.958
2.7164,-18.000,1229.961,1284.259,-27.149,-0.359
2.7684,-19.000,1229.085,1283.684,-27.300,0.990
2.8205,-19.000,1228.598,1284.436,-27.919,0.371
2.8725,-19.000,1228.488,1284.790,-28.151,0.139
2.9244,-19.000,1228.513,1284.989,-28.238,0.052
2.9765,-19.000,1228.584,1285.125,-28.270,0.020
3.0274,-19.000,1228.666,1285.232,-28.283,0.007
3.0785,-20.000,1227.510,1284.835,-28.662,1.128
3.1294,-20.000,1226.891,1285.625,-29.367,0.423
3.1804,-19.000,1226.344,1284.857,-29.256,-0.966
3.2315,-20.000,1225.904,1283.959,-29.027,0.763
3.2824,-20.000,1225.612,1284.620,-29.504,0.286
3.3332,-19.000,1225.243,1283.858,-29.308,-1.018
3.3843,-19.000,1226.158,1283.501,-28.672,-0.382
3.4353,-18.000,1226.292,1282.409,-28.058,-1.268
3.4864,-18.000,1227.444,1281.975,-27.266,-0.476
3.5373,-17.000,1227.711,1280.897,-26.593,-1.303
3.5882,-16.000,1228.591,1279.399,-25.404,-1.614
3.6393,-16.000,1230.116,1278.906,-24.395,-0.605
3.6903,-15.000,1230.607,1277.891,-23.642,-1.352
3.7414,-14.000,1231.650,1276.494,-22.422,-1.632
3.7924,-13.000,1232.947,1275.001,-21.027,-1.737
3.8432,-13.000,1234.742,1274.625,-19.941,-0.651
3.8952,-12.000,1235.441,1273.759,-19.159,-1.369
3.9473,-11.000,1236.659,1272.516,-17.928,-1.638
3.9993,-10.000,1238.110,1271.169,-16.529,-1.739
4.0512,-8.000,1239.323,1268.708,-14.692,-2.902
4.1033,-8.000,1242.163,1267.920,-12.878,-1.088
4.1553,-7.000,1243.426,1267.073,-11.823,-1.533
4.2073,-6.000,1245.015,1265.995,-10.490,-1.700
4.2593,-5.000,1246.751,1264.856,-9.052,-1.762
4.3113,-4.000,1248.567,1263.718,-7.576,-1.786
4.3633,-3.000,1250.434,1262.603,-6.085,-1.795
4.4144,-2.000,1252.340,1261.516,-4.588,-1.798
4.4653,-1.000,1254.250,1260.488,-3.119,-1.799
4.5162,0.000,1256.219,1259.459,-1.620,-1.800
4.5675,1.000,1258.117,1258.297,-0.090,-1.800
4.6182,2.000,1259.892,1257.072,1.410,-1.800
4.6693,3.000,1261.580,1255.760,2.910,-1.800
4.7203,3.000,1263.679,1255.609,4.035,-0.675
4.7713,4.000,1264.508,1254.844,4.832,-1.378
4.8223,3.000,1265.087,1254.451,5.318,0.608
4.8742,4.000,1265.104,1254.478,5.313,-0.897
4.9253,6.000,1265.506,1252.259,6.624,-2.586
