time_s,error_mm,left_rpm,right_rpm,pid_output,d_term
0.0002,34.000,-457.360,494.640,-476.000,-595.000
0.0750,34.000,-301.834,375.551,-338.692,-457.692
0.1780,34.000,-178.382,287.760,-233.071,-352.071
0.2728,37.000,-117.622,261.948,-189.785,-319.285
0.3756,38.000,-39.450,218.066,-128.758,-261.758
0.4707,40.000,12.492,199.812,-93.660,-233.660
0.5784,42.000,57.671,187.763,-65.046,-212.046
0.6754,43.000,110.260,167.793,-28.766,-179.266
0.7694,45.000,142.396,167.805,-12.705,-170.205
0.8741,47.000,172.224,169.693,1.266,-163.234
0.9681,49.000,200.245,172.990,13.627,-157.873
1.0722,50.000,239.499,164.687,37.406,-137.594
1.1761,51.000,273.904,160.896,56.504,-121.996
1.2691,51.000,318.730,149.416,84.657,-93.843
1.3769,52.000,342.620,155.301,93.659,-88.341
1.4734,52.000,380.115,152.023,114.046,-67.954
1.5704,52.000,413.064,153.609,129.727,-52.273
1.6768,51.000,451.936,143.047,154.444,-24.056
1.7720,50.000,484.233,138.934,172.649,-2.351
1.8756,48.000,524.118,127.119,198.500,30.500
1.9738,47.000,525.730,117.500,204.115,39.615
2.0704,45.000,537.557,96.995,220.281,62.781
2.1685,41.000,569.693,56.876,256.408,112.908
2.2779,37.000,590.580,28.644,280.968,151.468
2.3753,33.000,602.863,9.604,296.629,181.129
2.4737,27.000,633.878,-27.628,330.753,236.253
2.5714,22.000,639.768,-39.237,339.502,262.502
2.6697,15.000,665.137,-69.867,367.502,315.002
2.7688,8.000,678.601,-88.172,383.386,355.386
2.8772,0.000,695.592,-109.617,402.605,402.605
2.9733,-9.000,714.520,-132.641,423.581,455.081
3.0687,-18.000,721.501,-143.392,432.447,495.447
3.1770,-26.000,706.664,-132.023,419.344,510.344
3.2731,-37.000,726.490,-155.039,440.764,570.264
3.3707,-66.000,960.384,-391.869,676.126,907.126
3.4769,-80.000,926.851,-361.036,643.943,923.943
9.9686,-99.000,1271.371,-1234.091,1252.731,1599.231
10.0662,-98.000,907.882,-834.165,871.024,1214.024
13.1708,-96.000,1233.409,-1196.129,1214.769,1550.769
13.2675,-93.000,855.797,-782.079,818.938,1144.438
13.3655,-95.000,634.834,-525.455,580.145,912.645
16.8695,-97.000,1246.063,-1208.783,1227.423,1566.923
17.5687,-96.000,1233.409,-1196.129,1214.769,1550.769
17.6658,-96.000,893.758,-820.041,856.899,1192.899
