time_s,error_mm,left_rpm,right_rpm,pid_output,d_term
0.0007,-30.000,157.780,152.891,2.444,68.444
0.1021,-30.000,263.661,360.171,-48.255,17.745
0.2031,-30.000,407.303,530.102,-61.399,4.601
0.3048,-30.000,497.209,626.824,-64.807,1.193
0.4075,-29.000,493.936,625.480,-65.772,-1.972
0.5087,-28.000,493.287,622.073,-64.393,-2.793
0.6097,-27.000,493.505,618.316,-62.406,-3.006
0.7111,-25.000,493.732,614.416,-60.342,-5.342
0.8123,-24.000,496.414,609.347,-56.466,-3.666
0.9143,-22.000,497.662,605.489,-53.914,-5.514
1.0161,-20.000,500.573,600.558,-49.992,-5.992
1.1176,-19.000,504.498,595.768,-45.635,-3.835
1.2191,-16.000,506.184,592.262,-43.039,-7.839
1.3201,-14.000,511.583,586.373,-37.395,-6.595
1.4225,-12.000,516.272,581.617,-32.673,-6.273
1.5249,-9.000,520.531,577.072,-28.271,-8.471
1.6264,-5.000,526.332,570.976,-22.322,-11.322
1.7283,-2.000,535.027,563.386,-14.180,-9.780
1.8301,1.000,542.631,556.990,-7.180,-9.380
1.9317,5.000,549.025,550.140,-0.558,-11.558
2.0334,8.000,557.244,541.725,7.759,-9.841
2.1352,11.000,563.911,534.302,14.804,-9.396
2.2367,13.000,570.568,527.365,21.601,-6.999
2.3382,15.000,575.268,522.023,26.623,-6.377
2.4398,17.000,579.342,516.975,31.184,-6.216
2.5428,19.000,583.144,511.893,35.625,-6.175
2.6443,21.000,586.774,506.702,40.036,-6.164
