time_s,error_mm,left_rpm,right_rpm,pid_output,d_term
0.0003,3.000,63.768,61.518,1.125,-3.375
0.0522,3.000,129.429,122.961,3.234,-1.266
0.1033,3.000,193.781,185.730,4.025,-0.475
0.1543,3.000,257.646,249.002,4.322,-0.178
0.2051,3.000,321.333,312.467,4.433,-0.067
0.2565,3.000,384.958,376.008,4.475,-0.025
0.3070,3.000,448.562,439.581,4.491,-0.009
0.3580,2.000,511.052,502.809,4.121,1.121
0.4089,3.000,573.586,565.995,3.796,-0.704
0.4599,2.000,636.638,628.917,3.861,0.861
0.5109,2.000,699.942,693.296,3.323,0.323
0.5620,2.000,763.567,757.325,3.121,0.121
0.6128,2.000,827.305,821.215,3.045,0.045
0.6631,2.000,891.079,885.045,3.017,0.017
0.7150,2.000,954.859,948.846,3.006,0.006
0.7658,2.000,1018.635,1012.630,3.002,0.002
0.8169,1.000,1081.323,1076.012,2.656,1.126
0.8678,1.000,1144.535,1140.570,1.982,0.422
0.9188,1.000,1208.168,1204.671,1.748,0.158
0.9699,0.000,1270.809,1268.260,1.274,1.184
1.0208,0.000,1270.365,1269.297,0.534,0.444
1.0720,0.000,1270.360,1269.847,0.257,0.167
1.1228,0.000,1270.507,1270.202,0.152,0.062
1.1738,-1.000,1269.430,1270.013,-0.292,1.148
1.2249,-1.000,1268.900,1270.978,-1.039,0.431
1.2760,-1.000,1268.801,1271.478,-1.339,0.161
1.3269,-2.000,1267.645,1271.274,-1.814,1.186
1.3778,-2.000,1267.078,1272.189,-2.555,0.445
1.4289,-3.000,1265.722,1272.139,-3.208,1.292
1.4797,-3.000,1265.068,1273.099,-4.016,0.484
1.5304,-3.000,1264.905,1273.542,-4.318,0.182
1.5813,-3.000,1264.921,1273.785,-4.432,0.068
1.6320,-4.000,1263.759,1273.458,-4.849,1.151
1.6824,-4.000,1263.154,1274.291,-5.569,0.431
1.7334,-5.000,1261.751,1274.177,-6.213,1.287
1.7845,-5.000,1261.049,1275.084,-7.017,0.483
1.8355,-5.000,1260.841,1275.479,-7.319,0.181
1.8865,-5.000,1260.814,1275.679,-7.432,0.068
1.9374,-5.000,1260.852,1275.801,-7.475,0.025
1.9894,-6.000,1259.670,1275.401,-7.865,1.135
2.0404,-6.000,1259.033,1276.182,-8.575,0.425
2.0924,-6.000,1258.834,1276.515,-8.840,0.160
2.1444,-6.000,1258.795,1276.676,-8.940,0.060
2.1963,-7.000,1257.575,1276.281,-9.353,1.147
2.2483,-7.000,1256.915,1277.055,-10.070,0.430
