time_s,error_mm,left_rpm,right_rpm,pid_output,d_term
0.0001,1.000,27.389,19.339,4.025,2.625
0.0322,1.000,50.108,46.980,1.564,0.164
0.1296,1.000,75.177,72.356,1.410,0.010
0.2269,1.000,100.426,97.625,1.401,0.001
0.3324,1.000,125.715,122.915,1.400,0.000
0.4269,1.000,151.032,148.232,1.400,0.000
0.5320,1.000,176.370,173.570,1.400,0.000
0.6266,0.000,190.802,196.052,-2.625,-2.625
0.7306,0.000,220.272,220.600,-0.164,-0.164
0.8343,0.000,247.202,247.223,-0.010,-0.010
0.9280,0.000,273.792,273.794,-0.001,-0.001
1.0338,0.000,300.206,300.206,-0.000,-0.000
1.1294,-1.000,314.351,322.401,-4.025,-2.625
1.2365,-2.000,331.452,342.630,-5.589,-2.789
1.3327,-2.000,361.252,367.200,-2.974,-0.174
1.4280,-2.000,388.342,393.963,-2.811,-0.011
1.5346,-3.000,402.934,416.586,-6.826,-2.626
1.6296,-3.000,432.532,441.260,-4.364,-0.164
1.7355,-3.000,459.571,467.992,-4.210,-0.010
1.8304,-4.000,474.128,490.579,-8.226,-2.626
1.9363,-4.000,503.696,515.224,-5.764,-0.164
2.0321,-4.000,530.710,541.930,-5.610,-0.010
2.1276,-4.000,557.370,568.571,-5.601,-0.001
2.2329,-5.000,571.718,590.969,-9.625,-2.625
2.3282,-5.000,601.116,615.444,-7.164,-0.164
2.4335,-5.000,627.986,642.006,-7.010,-0.010
2.5317,-5.000,654.523,668.525,-7.001,-0.001
2.6268,-6.000,668.768,690.818,-11.025,-2.625
2.7314,-6.000,698.077,715.205,-8.564,-0.164
2.8279,-6.000,724.871,741.692,-8.410,-0.010
2.9340,-6.000,751.345,768.146,-8.401,-0.001
3.0295,-6.000,777.660,794.460,-8.400,-0.000
3.1356,-7.000,791.722,816.572,-12.425,-2.625
3.2324,-7.000,820.877,840.805,-9.964,-0.164
3.3284,-7.000,847.540,867.160,-9.810,-0.010
3.4342,-7.000,873.902,893.503,-9.801,-0.001
3.5283,-7.000,900.122,919.722,-9.800,-0.000
3.6330,-7.000,926.228,945.828,-9.800,-0.000
3.7287,-8.000,940.113,967.763,-13.825,-2.625
3.8350,-8.000,969.117,991.845,-11.364,-0.164
3.9307,-9.000,983.528,1013.998,-15.235,-2.635
4.0263,-9.000,1012.857,1038.387,-12.765,-0.165
4.1304,-9.000,1039.661,1064.882,-12.610,-0.010
4.2355,-9.000,1066.143,1091.344,-12.601,-0.001
4.3319,-9.000,1092.465,1117.665,-12.600,-0.000
4.4276,-9.000,1118.657,1143.857,-12.600,-0.000
4.5323,-9.000,1144.741,1169.941,-12.600,-0.000
4.6264,-9.000,1170.731,1195.931,-12.600,-0.000
4.7319,-8.000,1193.768,1210.918,-8.575,2.625
4.8269,-8.000,1218.787,1240.859,-11.036,0.164
4.9317,-8.000,1220.346,1242.725,-11.190,0.010
5.0275,-8.000,1221.792,1244.191,-11.199,0.001
5.1323,-8.000,1223.029,1245.429,-11.200,0.000
5.2291,-8.000,1224.080,1246.480,-11.200,0.000
5.3342,-8.000,1224.975,1247.375,-11.200,0.000
5.4295,-7.000,1222.859,1237.209,-7.175,2.625
5.5352,-6.000,1219.804,1231.026,-5.611,2.789
5.6301,-5.000,1217.888,1226.290,-4.201,2.799
5.7267,-4.000,1217.062,1222.662,-2.800,2.800
5.8338,-4.000,1220.044,1230.894,-5.425,0.175
5.9279,-4.000,1224.645,1235.824,-5.589,0.011
6.0324,-3.000,1225.811,1228.960,-1.574,2.626
6.1310,-3.000,1228.428,1236.500,-4.036,0.164
6.2284,-2.000,1229.715,1230.045,-0.165,2.635
6.3352,-2.000,1232.549,1237.820,-2.635,0.165
6.4311,-2.000,1236.903,1242.482,-2.790,0.010
6.5260,-1.000,1237.851,1235.399,1.226,2.626
6.6337,-2.000,1228.156,1238.678,-5.261,-2.461
6.7308,-2.000,1235.237,1241.145,-2.954,-0.154
6.8288,-2.000,1239.439,1245.058,-2.810,-0.010
6.9247,-4.000,1218.647,1240.348,-10.851,-5.251
7.0302,-5.000,1215.605,1235.512,-9.953,-2.953
7.1262,-7.000,1198.276,1228.746,-15.235,-5.435
7.2324,-8.000,1196.006,1224.335,-14.165,-2.965
7.3275,-9.000,1191.321,1222.141,-15.410,-2.810
7.4323,-9.000,1198.532,1224.083,-12.776,-0.176
7.5265,-8.000,1199.711,1216.883,-8.586,2.614
7.6322,-8.000,1202.202,1224.275,-11.037,0.163
7.7276,-5.000,1197.624,1195.854,0.885,7.885
7.8323,-1.000,1187.207,1168.022,9.593,10.993
7.9272,2.000,1179.620,1156.896,11.362,8.562
8.0337,4.000,1177.991,1155.221,11.385,5.785
8.1293,5.000,1182.087,1162.114,9.987,2.987
8.2240,6.000,1187.384,1164.960,11.212,2.812
8.3290,7.000,1191.633,1166.431,12.601,2.801
8.4343,7.000,1198.938,1178.988,9.975,0.175
8.5298,8.000,1203.141,1175.469,13.836,2.636
8.6242,8.000,1208.460,1185.731,11.365,0.165
8.7289,9.000,1210.852,1180.382,15.235,2.635
8.8261,9.000,1214.625,1189.096,12.765,0.165
8.9327,9.000,1219.778,1194.557,12.610,0.010
9.0280,8.000,1213.354,1196.203,8.576,-2.624
9.1341,7.000,1210.359,1196.337,7.011,-2.789
9.2293,6.000,1208.332,1197.131,5.601,-2.799
9.3241,5.000,1207.008,1198.608,4.200,-2.800
9.4305,4.000,1206.273,1200.673,2.800,-2.800
9.5254,3.000,1206.038,1203.238,1.400,-2.800
9.6315,2.000,1206.229,1206.229,0.000,-2.800
9.7267,1.000,1206.780,1209.580,-1.400,-2.800
