time_s,error_mm,left_rpm,right_rpm,pid_output,d_term
0.0001,-13.000,-131.345,178.073,-154.709,-136.500
0.0111,-13.000,-24.463,114.348,-69.406,-51.188
0.1073,-13.000,27.580,102.425,-37.423,-19.195
0.2048,-12.000,70.239,97.307,-13.534,3.302
0.3028,-12.000,89.145,120.357,-15.606,1.238
0.4099,-12.000,110.013,142.790,-16.388,0.464
0.5062,-12.000,131.938,165.311,-16.687,0.174
0.6039,-12.000,154.530,188.138,-16.804,0.065
0.7019,-12.000,177.603,211.309,-16.853,0.024
0.8096,-12.000,201.053,234.807,-16.877,0.009
0.9065,-12.000,224.811,258.594,-16.891,0.003
1.0034,-11.000,253.828,263.830,-5.001,10.501
1.1129,-11.000,273.134,296.278,-11.572,3.938
1.2099,-11.000,296.480,324.562,-14.041,1.477
1.3059,-11.000,315.982,363.186,-23.602,0.795
1.4029,-11.000,344.126,392.088,-23.981,0.428
1.5065,-10.000,381.197,396.745,-7.774,14.446
1.6057,-10.000,403.573,432.478,-14.452,7.779
1.7028,-10.000,428.488,464.595,-18.054,4.188
1.8073,-9.000,463.819,470.981,-3.581,16.471
1.9043,-9.000,485.256,507.642,-11.193,8.869
2.0007,-8.000,518.881,516.640,1.120,18.991
2.1098,-7.000,548.758,531.232,8.763,24.441
2.2058,-7.000,567.689,572.740,-2.525,13.161
2.3007,-7.000,591.113,608.328,-8.607,7.087
2.4095,-6.000,625.951,616.889,4.531,18.031
2.5071,-6.000,647.387,654.983,-3.798,9.709
2.6044,-6.000,672.019,688.590,-8.286,5.228
2.7008,-5.000,707.387,695.964,5.711,17.030
2.8072,-5.000,729.007,733.315,-2.154,9.170
2.9032,-5.000,753.651,766.436,-6.392,4.938
3.0106,-4.000,769.854,754.375,7.740,16.874
3.1081,-4.000,765.911,766.016,-0.053,9.086
3.2030,-4.000,764.985,773.486,-4.251,4.893
3.3074,-3.000,774.720,754.913,9.903,16.850
3.4017,-3.000,770.683,766.437,2.123,9.073
3.5080,-2.000,778.891,750.194,14.349,19.101
3.6030,-2.000,774.158,763.097,5.531,10.285
3.7081,-2.000,772.881,771.318,0.782,5.538
3.8052,-1.000,782.491,753.211,14.640,17.197
3.9005,-1.000,778.441,765.038,6.702,9.260
4.0056,0.000,786.688,749.002,18.843,19.202
4.1037,0.000,782.015,762.054,9.981,10.339
4.2004,1.000,789.421,746.170,21.625,19.783
4.3078,1.000,784.188,759.197,12.496,10.652
4.4047,2.000,791.202,743.208,23.997,19.951
4.5019,2.000,785.682,756.100,14.791,10.743
4.6099,2.000,783.858,764.188,9.835,5.785
4.7052,2.000,783.853,769.519,7.167,3.115
4.8014,2.000,784.681,773.218,5.732,1.677
4.9002,2.000,785.833,775.913,4.960,0.903
5.0080,1.000,763.438,787.180,-11.871,-13.729
5.1036,1.000,772.545,783.612,-5.534,-7.393
5.2088,1.000,778.313,782.554,-2.121,-3.981
5.3033,1.000,782.152,782.717,-0.282,-2.143
5.4093,-1.000,737.011,801.260,-32.125,-29.585
5.5054,-2.000,730.144,799.919,-34.888,-30.146
5.6027,-2.000,748.067,790.020,-20.977,-16.232
5.7099,-3.000,734.750,794.556,-29.903,-22.956
5.8060,-4.000,724.893,796.350,-35.728,-26.576
5.9041,-5.000,717.011,796.778,-39.883,-28.526
6.0015,-5.000,734.504,787.950,-26.723,-15.360
6.1100,-5.000,745.270,784.548,-19.639,-8.271
6.2058,-6.000,727.995,792.483,-32.244,-18.669
6.3030,-6.000,740.135,787.404,-23.634,-10.052
6.3998,-6.000,747.769,785.771,-19.001,-5.413
6.5063,-6.000,752.812,785.831,-16.510,-2.915
6.6027,-7.000,732.102,795.277,-31.587,-15.785
6.7097,-7.000,742.092,790.712,-24.310,-8.500
6.8069,-8.000,724.097,797.719,-36.811,-18.792
6.9039,-9.000,711.375,800.501,-44.563,-24.334
7.0094,-10.000,701.655,801.172,-49.758,-27.318
7.1049,-11.000,693.691,800.845,-53.577,-28.925
7.2098,-13.000,662.572,808.716,-73.072,-44.006
7.3055,-14.000,663.771,802.156,-69.193,-37.911
7.4001,-15.000,662.258,798.513,-68.127,-34.629
7.5076,-17.000,635.100,805.088,-84.994,-47.077
7.6027,-18.000,638.845,798.248,-79.701,-39.565
7.7014,-20.000,614.837,803.424,-94.294,-49.735
7.8000,-22.000,596.333,804.721,-104.194,-55.211
7.9093,-24.000,581.045,804.184,-111.569,-58.160
8.0030,-25.000,591.947,794.230,-101.142,-45.532
8.1080,-27.000,572.434,798.349,-112.958,-52.948
8.2069,-28.000,581.114,790.985,-104.935,-42.726
8.3069,-30.000,560.462,796.555,-118.046,-51.437
8.4060,-32.000,544.361,798.635,-127.137,-56.128
8.5053,-33.000,555.092,790.387,-117.647,-44.438
8.6016,-35.000,535.727,795.663,-129.968,-52.359
8.7086,-36.000,544.689,789.125,-122.218,-42.409
8.8076,-37.000,548.577,786.698,-119.060,-37.051
8.9037,-38.000,549.583,786.333,-118.375,-34.166
9.0004,-39.000,548.909,786.952,-119.022,-32.612
9.1085,-39.000,571.438,779.377,-103.970,-17.561
9.2067,-40.000,561.682,786.243,-112.280,-23.671
9.3023,-40.000,578.879,781.590,-101.355,-12.746
9.4072,-40.000,590.093,781.038,-95.473,-6.863
9.5001,-40.000,597.792,782.402,-92.305,-3.696
9.6073,-41.000,579.134,793.164,-107.015,-16.205
9.7014,-41.000,590.757,789.828,-99.535,-8.726
9.7986,-41.000,598.307,789.323,-95.508,-4.699
9.9054,-41.000,603.470,790.149,-93.339,-2.530
10.0029,-41.000,607.182,791.526,-92.172,-1.362
10.0998,-41.000,609.974,793.060,-91.543,-0.734
10.2057,-41.000,612.152,794.560,-91.204,-0.395
10.3017,-41.000,613.897,795.941,-91.022,-0.213
10.4065,-41.000,615.323,797.171,-90.924,-0.115
10.5025,-41.000,616.506,798.248,-90.871,-0.062
10.6054,-42.000,593.278,807.794,-107.258,-14.249
10.7000,-42.000,601.541,802.904,-100.682,-7.672
10.8069,-41.000,615.730,777.181,-80.725,10.084
10.9064,-41.000,613.674,784.433,-85.379,5.430
11.0025,-41.000,613.376,789.147,-87.886,2.924
11.0991,-40.000,623.119,768.758,-72.820,15.790
11.2049,-40.000,618.807,779.021,-80.107,8.502
11.2998,-39.000,626.627,761.859,-67.616,18.793
11.4049,-39.000,621.483,774.063,-76.290,10.120
11.4981,-38.000,629.028,758.119,-64.545,19.664
11.6042,-38.000,623.883,771.125,-73.621,10.589
11.7004,-38.000,622.337,779.352,-78.508,5.702
11.7995,-38.000,622.545,784.824,-81.139,3.070
11.8981,-38.000,623.542,788.654,-82.556,1.653
12.0056,-38.000,624.830,791.469,-83.319,0.890
12.1010,-38.000,626.163,793.623,-83.730,0.479
12.1981,-37.000,636.640,771.712,-67.536,14.473
12.3060,-37.000,632.600,781.032,-74.216,7.793
12.4011,-36.000,640.462,763.257,-61.398,18.412
12.5071,-36.000,635.252,775.042,-69.895,9.914
12.6043,-36.000,633.470,782.412,-74.471,5.338
12.7029,-36.000,633.381,787.251,-76.935,2.874
12.8011,-36.000,634.074,790.597,-78.262,1.548
12.9000,-37.000,610.860,801.643,-95.391,-13.382
13.0084,-38.000,595.149,806.410,-105.630,-21.421
13.1042,-38.000,607.885,799.373,-95.744,-11.534
13.1999,-38.000,615.631,796.471,-90.420,-6.211
13.3061,-38.000,620.556,795.663,-87.554,-3.344
13.4036,-38.000,623.849,795.870,-86.010,-1.801
13.5023,-38.000,626.168,796.526,-85.179,-0.970
13.5997,-38.000,627.880,797.343,-84.732,-0.522
13.6985,-38.000,629.195,798.176,-84.491,-0.281
13.8051,-39.000,606.023,807.575,-100.776,-14.367
13.9006,-40.000,590.085,811.206,-110.561,-21.951
13.9983,-40.000,602.486,803.345,-100.429,-11.820
14.1056,-41.000,585.655,808.434,-111.389,-20.580
14.2041,-40.000,606.878,777.829,-85.476,3.134
14.2995,-40.000,608.945,782.789,-86.922,1.687
14.4071,-40.000,611.153,786.554,-87.701,0.909
14.5047,-40.000,613.272,789.512,-88.120,0.489
14.6002,-40.000,615.203,791.895,-88.346,0.263
14.6994,-40.000,616.916,793.851,-88.468,0.142
14.8071,-40.000,618.409,795.475,-88.533,0.076
14.9043,-41.000,595.483,805.451,-104.984,-14.174
15.0012,-41.000,604.022,800.905,-98.442,-7.632
15.1077,-41.000,609.241,799.079,-94.919,-4.110
15.2033,-40.000,621.795,775.009,-76.607,12.002
15.2996,-39.000,628.077,759.539,-65.731,20.678
15.3972,-38.000,631.344,749.063,-58.860,25.350
15.5028,-37.000,633.295,741.583,-54.144,27.865
15.5973,-36.000,634.800,735.979,-50.590,29.220
15.7024,-36.000,627.072,755.223,-64.076,15.734
15.7982,-36.000,624.704,767.379,-71.337,8.472
15.9054,-35.000,634.170,751.834,-58.832,18.777
16.0023,-34.000,639.635,741.801,-51.083,24.326
16.0990,-33.000,643.181,734.972,-45.895,27.314
16.2060,-32.000,645.895,730.068,-42.086,28.923
16.3007,-32.000,639.115,749.986,-55.435,15.574
16.4069,-32.000,637.511,762.758,-62.623,8.386
16.5024,-33.000,614.171,779.990,-82.909,-9.700
16.5992,-35.000,575.121,797.648,-111.263,-33.654
16.7062,-36.000,572.347,796.639,-112.146,-32.337
16.8011,-37.000,568.949,796.222,-113.637,-31.627
16.8966,-37.000,589.424,787.504,-99.040,-17.030
17.0005,-37.000,602.281,784.640,-91.179,-9.170
17.1044,-37.000,610.761,784.655,-86.947,-4.938
17.1995,-38.000,592.434,794.602,-101.084,-16.874
17.3041,-39.000,579.946,799.368,-109.711,-23.301
17.4013,-39.000,594.918,792.831,-98.956,-12.547
17.4971,-40.000,580.079,799.240,-109.581,-20.971
17.6040,-39.000,602.891,769.863,-83.486,2.923
17.6998,-38.000,615.467,752.307,-68.420,15.789
17.8069,-37.000,622.778,741.362,-59.292,22.717
17.9041,-36.000,627.464,734.187,-53.362,26.448
17.9988,-35.000,630.915,729.221,-49.153,28.457
18.1049,-35.000,624.638,749.211,-62.287,15.323
18.2003,-35.000,623.393,762.111,-69.359,8.251
18.3059,-36.000,600.323,779.488,-89.582,-9.773
18.4012,-37.000,585.699,788.673,-101.487,-19.478
18.4984,-38.000,575.662,793.487,-108.913,-24.703
18.5970,-39.000,568.128,795.981,-113.927,-27.517
18.7048,-40.000,561.971,797.254,-117.642,-29.032
18.8025,-40.000,580.795,789.279,-104.242,-15.633
18.9005,-40.000,592.621,786.675,-97.027,-8.418
18.9965,-41.000,576.210,795.324,-109.557,-18.748
19.1032,-40.000,598.279,767.257,-84.489,4.120
19.2001,-40.000,601.329,774.110,-86.391,2.219
19.2965,-40.000,604.513,779.342,-87.415,1.195
19.4025,-39.000,616.754,759.856,-71.551,14.859
19.4979,-39.000,614.317,771.134,-78.409,8.001
19.6027,-39.000,614.382,778.584,-82.101,4.308
19.6988,-39.000,615.587,783.766,-84.090,2.320
19.8045,-39.000,617.231,787.552,-85.160,1.249
19.9026,-39.000,618.962,790.436,-85.737,0.673
19.9994,-38.000,629.829,769.092,-69.632,14.578
20.1050,-38.000,626.148,778.868,-76.360,7.849
20.2024,-37.000,634.331,761.465,-63.567,18.442
20.2999,-37.000,629.400,773.559,-72.079,9.930
20.3971,-37.000,627.862,781.186,-76.662,5.347
