time_s,error_mm,left_rpm,right_rpm,pid_output,d_term
0.0001,3.000,59.066,-12.338,35.702,31.500
0.0111,3.000,63.361,31.327,16.017,11.812
0.1077,3.000,80.183,62.911,8.636,4.430
0.2161,3.000,101.808,90.069,5.870,1.661
0.3116,3.000,125.325,115.658,4.833,0.623
0.4072,3.000,149.627,140.735,4.446,0.234
0.5130,2.000,155.489,170.686,-7.598,-10.412
0.6086,1.000,169.737,195.717,-12.990,-14.405
0.7062,1.000,206.754,214.727,-3.986,-5.402
0.8113,1.000,237.762,238.981,-0.610,-2.026
0.9061,1.000,266.335,265.021,0.657,-0.760
1.0111,0.000,275.040,296.576,-10.768,-10.785
1.1160,0.000,310.211,318.266,-4.028,-4.044
1.2106,0.000,340.724,343.724,-1.500,-1.517
1.3068,0.000,369.279,370.383,-0.552,-0.569
1.4129,0.000,396.921,397.314,-0.196,-0.213
1.5085,-1.000,404.066,427.994,-11.964,-10.580
1.6144,-1.000,438.073,448.778,-5.352,-3.967
1.7093,-2.000,447.658,477.205,-14.774,-11.988
1.8142,-2.000,482.623,497.189,-7.283,-4.495
1.9091,-2.000,512.605,521.554,-4.475,-1.686
2.0156,-2.000,540.574,547.419,-3.422,-0.632
2.1111,-2.000,567.667,573.724,-3.029,-0.237
2.2069,-3.000,574.327,603.892,-14.783,-10.589
2.3130,-3.000,607.915,624.248,-8.167,-3.971
2.4095,-4.000,617.139,652.315,-17.588,-11.989
2.5072,-4.000,651.798,671.993,-10.097,-4.496
2.6126,-5.000,661.518,699.899,-19.191,-12.186
2.7081,-6.000,676.441,723.398,-23.479,-15.070
2.8133,-7.000,693.503,745.433,-25.965,-16.151
2.9077,-7.000,731.529,763.280,-15.876,-6.057
3.0126,-8.000,742.874,790.866,-23.996,-12.771
3.1076,-8.000,778.716,810.755,-16.019,-4.789
3.2125,-9.000,789.208,839.073,-24.932,-12.296
3.3066,-9.000,824.701,859.209,-17.254,-4.611
3.4145,-10.000,835.038,887.596,-26.279,-12.229
3.5129,-9.000,875.452,888.936,-6.742,5.914
3.6097,-8.000,905.816,902.903,1.456,12.718
3.7166,-7.000,933.022,922.217,5.403,15.269
3.8125,-6.000,959.566,944.056,7.755,16.226
3.9090,-6.000,981.303,986.083,-2.390,6.085
4.0055,-5.000,1013.416,1002.009,5.703,12.782
4.1103,-3.000,1047.161,1004.136,21.513,25.793
4.2051,-1.000,1075.105,1016.723,29.191,30.672
4.3130,0.000,1096.981,1053.139,21.921,22.002
4.4073,1.000,1123.123,1082.983,20.070,18.751
4.5158,2.000,1150.320,1109.815,20.252,17.532
4.6108,3.000,1177.446,1135.051,21.197,17.074
4.7080,3.000,1200.351,1179.295,10.528,6.403
4.8045,4.000,1232.510,1195.652,18.429,12.901
4.9118,4.000,1230.923,1210.186,10.369,4.838
5.0073,4.000,1233.405,1218.710,7.348,1.814
5.1046,4.000,1236.952,1224.518,6.217,0.680
5.2116,4.000,1240.505,1228.917,5.794,0.255
5.3064,3.000,1224.927,1237.453,-6.263,-10.404
5.4134,3.000,1235.940,1235.456,0.242,-3.902
5.5098,2.000,1223.411,1241.848,-9.218,-11.963
5.6044,1.000,1216.980,1244.262,-13.641,-14.986
5.7113,1.000,1232.140,1240.688,-4.274,-5.620
5.8089,-1.000,1201.776,1250.900,-24.562,-23.107
5.9045,-2.000,1202.652,1246.695,-22.021,-19.165
6.0101,-4.000,1180.713,1248.404,-33.846,-28.187
6.1045,-5.000,1184.728,1240.993,-28.132,-21.070
6.2104,-6.000,1183.950,1237.686,-26.868,-18.401
6.3051,-7.000,1181.209,1235.753,-27.272,-17.400
6.4111,-8.000,1177.593,1234.197,-28.302,-17.025
6.5056,-8.000,1193.530,1228.864,-17.667,-6.384
6.6107,-10.000,1162.020,1236.987,-37.484,-23.394
6.7053,-11.000,1161.694,1231.234,-34.770,-19.273
6.8103,-12.000,1158.648,1227.914,-34.633,-17.727
6.9048,-13.000,1154.512,1225.437,-35.463,-17.148
7.0104,-14.000,1149.909,1223.219,-36.655,-16.930
7.1087,-14.000,1165.083,1217.249,-26.083,-6.349
7.2036,-15.000,1152.951,1221.003,-34.026,-12.881
7.3085,-15.000,1164.931,1216.902,-25.986,-4.830
7.4047,-15.000,1171.288,1217.242,-22.977,-1.811
7.5116,-15.000,1175.256,1218.967,-21.856,-0.679
7.6072,-15.000,1178.089,1220.973,-21.442,-0.255
7.7039,-15.000,1180.294,1222.880,-21.293,-0.096
7.8100,-15.000,1182.092,1224.579,-21.244,-0.036
7.9065,-14.000,1188.590,1207.252,-9.331,10.487
8.0135,-14.000,1184.924,1216.714,-15.895,3.932
8.1083,-13.000,1189.920,1202.844,-6.462,11.975
8.2050,-12.000,1191.157,1195.266,-2.054,14.991
8.3116,-11.000,1191.584,1190.647,0.469,16.121
8.4060,-10.000,1192.220,1187.648,2.286,16.546
8.5120,-10.000,1188.368,1204.492,-8.062,6.205
8.6074,-9.000,1195.005,1195.098,-0.046,12.827
8.7134,-9.000,1193.311,1209.449,-8.069,4.810
8.8089,-8.000,1200.678,1199.040,0.819,12.304
8.9036,-8.000,1199.190,1212.943,-6.877,4.614
9.0094,-7.000,1206.577,1202.308,2.135,12.230
9.1044,-5.000,1215.050,1178.475,18.287,25.586
9.2104,-4.000,1212.527,1184.141,14.193,20.095
9.3056,-3.000,1213.802,1186.738,13.532,18.036
9.4108,-3.000,1211.673,1207.158,2.257,6.763
9.5049,-1.000,1225.219,1181.560,21.830,23.536
9.6093,-1.000,1220.386,1206.148,7.119,8.826
9.7035,0.000,1228.266,1201.261,13.502,13.810
9.8088,0.000,1228.406,1218.663,4.871,5.179
9.9034,0.000,1232.625,1229.356,1.635,1.942
