time_s,error_mm,left_rpm,right_rpm,pid_output,d_term
0.0001,-22.000,-238.451,285.179,-261.815,-231.000
0.0971,-22.000,-72.514,162.398,-117.456,-86.625
0.1938,-22.000,1.672,128.333,-63.331,-32.484
0.2940,-21.000,52.630,114.915,-31.143,-1.682
0.3993,-20.000,83.241,119.652,-18.206,9.869
0.4944,-20.000,94.405,143.181,-24.388,3.701
0.6004,-19.000,119.837,149.465,-14.814,11.888
0.6969,-18.000,139.493,160.206,-10.357,14.958
0.7961,-18.000,152.877,192.313,-19.718,5.609
0.8914,-17.000,177.512,200.184,-11.336,12.603
0.9985,-17.000,194.758,233.208,-19.225,4.726
1.0961,-17.000,216.976,261.358,-22.191,1.772
1.1924,-17.000,241.083,287.704,-23.310,0.665
1.2979,-16.000,270.919,294.593,-11.837,10.749
1.3943,-16.000,291.117,328.250,-18.566,4.031
1.4907,-15.000,320.295,338.688,-9.196,12.012
1.5969,-15.000,340.934,374.362,-16.714,4.504
1.6939,-14.000,370.862,386.140,-7.639,12.189
1.7920,-14.000,392.278,422.813,-15.267,4.571
1.8995,-14.000,417.920,454.187,-18.134,1.714
1.9971,-15.000,424.889,487.120,-31.116,-9.857
2.0931,-17.000,419.316,516.849,-48.767,-24.696
2.1991,-20.000,403.824,541.914,-69.045,-40.761
2.2952,-23.000,399.671,558.243,-79.286,-46.785
2.3913,-26.000,400.407,571.897,-85.745,-49.045
2.4978,-30.000,383.495,588.879,-102.692,-60.392
2.5934,-35.000,356.866,605.761,-124.447,-75.147
2.6905,-40.000,341.910,615.870,-136.980,-80.680
2.7980,-46.000,320.594,636.504,-157.955,-93.255
2.8944,-50.000,335.732,630.274,-147.271,-76.971
2.9999,-53.000,361.445,631.174,-134.864,-60.364
3.0938,-68.000,222.875,774.149,-275.637,-180.136
3.1980,-76.000,243.852,760.355,-258.251,-151.551
3.2931,-86.000,224.343,789.407,-282.532,-161.832
3.3999,-101.000,152.762,872.536,-359.887,-218.187
