time_s,error_mm,left_rpm,right_rpm,pid_output,d_term
0.0001,0.000,25.465,25.465,0.000,0.000
0.0531,0.000,50.930,50.930,0.000,0.000
0.1488,0.000,76.394,76.394,0.000,0.000
0.2537,0.000,101.859,101.859,0.000,0.000
0.3483,-1.000,108.490,129.958,-10.734,-9.333
0.4544,-1.000,139.754,150.853,-5.550,-4.148
0.5490,-1.000,168.046,174.537,-3.246,-1.844
0.6559,-2.000,176.144,202.057,-12.956,-10.153
0.7515,-2.000,208.241,222.875,-7.317,-4.512
0.8579,-2.000,237.055,246.678,-4.812,-2.005
0.9525,-2.000,264.350,271.748,-3.699,-0.891
1.0575,-2.000,290.918,297.328,-3.205,-0.396
1.1521,-2.000,317.120,323.093,-2.987,-0.176
1.2476,-2.000,343.121,348.902,-2.890,-0.078
1.3526,-3.000,350.169,377.333,-13.582,-9.368
1.4472,-3.000,381.769,398.528,-8.380,-4.164
1.5522,-3.000,410.338,422.475,-6.069,-1.850
1.6570,-3.000,437.503,447.589,-5.043,-0.822
1.7496,-3.000,463.996,473.172,-4.588,-0.366
1.8515,-4.000,471.315,501.557,-15.121,-9.496
1.9535,-4.000,503.081,522.778,-9.848,-4.220
2.0563,-4.000,531.763,546.776,-7.507,-1.876
2.1502,-5.000,540.176,574.579,-17.201,-10.167
2.2541,-5.000,572.533,595.646,-11.556,-4.519
2.3480,-5.000,601.564,619.664,-9.050,-2.008
2.4530,-6.000,610.208,647.551,-18.671,-10.226
2.5467,-6.000,642.731,668.720,-12.995,-4.545
2.6508,-6.000,671.890,692.838,-10.474,-2.020
2.7547,-6.000,699.470,718.182,-9.356,-0.898
2.8505,-6.000,726.278,744.000,-8.861,-0.399
2.9559,-6.000,752.681,769.969,-8.644,-0.177
3.0509,-5.000,782.687,778.318,2.185,9.255
3.1567,-5.000,805.162,811.083,-2.960,4.113
3.2513,-6.000,811.337,843.303,-15.983,-7.505
3.3564,-6.000,843.140,866.775,-11.818,-3.336
3.4519,-6.000,872.300,892.237,-9.969,-1.483
3.5465,-6.000,900.154,918.453,-9.149,-0.659
3.6516,-6.000,927.315,944.890,-8.787,-0.293
3.7565,-6.000,954.072,971.330,-8.629,-0.130
3.8511,-6.000,980.569,997.691,-8.561,-0.058
3.9467,-6.000,1006.881,1023.947,-8.533,-0.026
4.0538,-7.000,1014.219,1052.732,-19.257,-9.345
4.1503,-7.000,1046.077,1074.217,-14.070,-4.153
4.2563,-7.000,1074.870,1098.406,-11.768,-1.846
4.3510,-6.000,1106.062,1106.088,-0.013,8.513
4.4560,-7.000,1110.335,1141.297,-15.481,-5.550
4.5506,-7.000,1141.513,1166.318,-12.402,-2.467
4.6462,-7.000,1170.583,1192.657,-11.037,-1.096
4.7522,-8.000,1179.722,1222.055,-21.167,-9.821
4.8475,-9.000,1194.036,1246.937,-26.451,-13.698
4.9537,-11.000,1166.485,1247.114,-40.315,-24.755
5.0502,-11.000,1183.596,1236.736,-26.570,-11.002
5.1458,-11.000,1192.561,1233.492,-20.466,-4.890
5.2509,-11.000,1197.702,1233.216,-17.757,-2.173
5.3560,-10.000,1204.803,1216.449,-5.823,8.367
5.4500,-8.000,1211.208,1189.229,10.990,22.386
5.5572,-3.000,1224.089,1119.654,52.218,56.616
5.6534,2.000,1222.810,1073.945,74.433,71.829
5.7498,5.000,1208.337,1074.876,66.731,59.924
5.8465,7.000,1197.063,1087.240,54.911,45.300
5.9529,9.000,1192.633,1090.197,51.218,38.800
6.0485,10.000,1188.092,1107.286,40.403,26.578
6.1545,10.000,1186.166,1134.877,25.644,11.812
6.2490,9.000,1172.884,1156.175,8.355,-4.083
6.3548,8.000,1168.432,1168.640,-0.104,-11.148
6.4505,7.000,1167.903,1177.181,-4.639,-14.288
6.5565,5.000,1151.482,1187.811,-18.165,-25.017
6.6515,3.000,1142.655,1194.117,-25.731,-29.785
6.7468,2.000,1155.499,1195.329,-19.915,-22.571
6.8527,-1.000,1127.411,1206.565,-39.577,-38.032
6.9483,-4.000,1107.375,1208.677,-50.651,-44.903
7.0533,-6.000,1109.533,1203.884,-47.175,-38.624
7.1481,-7.000,1126.032,1198.944,-36.456,-26.499
7.2450,-8.000,1134.328,1199.274,-32.473,-21.111
7.3533,-9.000,1138.382,1201.351,-31.485,-18.716
7.4472,-9.000,1158.880,1201.066,-21.093,-8.318
7.5531,-10.000,1153.251,1207.675,-27.212,-13.030
7.6497,-10.000,1168.399,1208.360,-19.980,-5.791
7.7546,-10.000,1178.339,1211.879,-16.770,-2.574
7.8503,-9.000,1189.316,1198.542,-4.613,8.189
7.9481,-9.000,1191.257,1209.594,-9.169,3.640
8.0530,-9.000,1194.750,1217.145,-11.197,1.618
8.1485,-8.000,1202.373,1205.110,-1.368,10.052
8.2572,-7.000,1206.242,1198.691,3.776,13.801
8.3519,-7.000,1204.986,1212.779,-3.897,6.134
8.4457,-7.000,1207.027,1221.645,-7.309,2.726
8.5540,-7.000,1210.143,1227.800,-8.828,1.212
8.6490,-7.000,1213.406,1232.419,-9.507,0.538
8.7455,-7.000,1216.451,1236.072,-9.811,0.239
8.8516,-8.000,1200.326,1241.691,-20.682,-9.227
8.9465,-8.000,1208.481,1239.605,-15.562,-4.101
9.0533,-8.000,1213.334,1239.912,-13.289,-1.823
9.1469,-7.000,1220.367,1223.464,-1.548,8.523
9.2542,-7.000,1219.126,1231.703,-6.288,3.788
9.3488,-6.000,1223.824,1219.152,2.336,11.017
9.4460,-6.000,1221.863,1229.440,-3.788,4.896
9.5527,-6.000,1222.677,1235.702,-6.513,2.176
9.6510,-6.000,1224.471,1239.923,-7.726,0.967
9.7487,-6.000,1226.486,1243.021,-8.268,0.430
9.8562,-6.000,1228.416,1245.437,-8.511,0.191
9.9524,-6.000,1230.153,1247.395,-8.621,0.085
10.0490,-6.000,1231.671,1249.016,-8.672,0.038
10.1452,-6.000,1232.981,1250.376,-8.698,0.017
10.2501,-7.000,1215.268,1254.158,-19.445,-9.326
10.3475,-8.000,1203.189,1253.195,-25.003,-13.478
10.4449,-8.000,1212.628,1247.670,-17.521,-5.990
10.5511,-9.000,1198.781,1248.645,-24.932,-11.996
10.6462,-10.000,1188.634,1246.651,-29.008,-14.665
10.7513,-11.000,1180.279,1243.484,-31.602,-15.851
10.8471,-11.000,1191.682,1237.290,-22.804,-7.045
10.9517,-12.000,1178.967,1238.231,-29.632,-12.464
11.0491,-12.000,1188.380,1233.811,-22.716,-5.540
