time_s,error_mm,left_rpm,right_rpm,pid_output,d_term
0.0001,8.000,118.570,-71.842,95.206,84.000
0.0119,8.000,87.653,2.231,42.711,31.500
0.1191,8.000,89.534,43.476,23.029,11.812
0.2153,8.000,104.305,73.001,15.652,4.430
0.3135,7.000,106.583,104.606,0.988,-8.839
0.4212,7.000,136.637,123.601,6.518,-3.315
0.5197,7.000,163.378,146.190,8.594,-1.243
0.6161,7.000,188.945,170.194,9.376,-0.466
0.7120,7.000,214.129,194.785,9.672,-0.175
0.8179,7.000,239.217,219.644,9.786,-0.066
0.9132,7.000,264.310,244.646,9.832,-0.025
1.0187,6.000,270.640,274.736,-2.048,-10.509
1.1155,6.000,304.010,294.962,4.524,-3.941
1.2127,7.000,336.877,299.092,18.892,9.022
1.3205,7.000,358.286,331.770,13.258,3.383
1.4175,7.000,382.983,360.686,11.149,1.269
1.5137,7.000,408.800,388.079,10.360,0.476
1.6196,7.000,434.942,414.806,10.068,0.178
1.7163,7.000,461.124,441.201,9.961,0.067
1.8132,7.000,487.252,467.403,9.924,0.025
1.9112,7.000,513.301,493.474,9.914,0.009
2.0176,7.000,539.271,519.446,9.913,0.004
2.1147,7.000,565.169,545.338,9.915,0.001
2.2104,7.000,591.003,571.164,9.919,0.000
2.3190,6.000,597.983,601.936,-1.977,-10.500
2.4166,6.000,631.913,622.733,4.590,-3.937
2.5125,5.000,642.657,652.348,-4.846,-11.977
2.6101,4.000,659.817,678.332,-9.258,-14.991
2.7181,4.000,698.845,698.615,0.115,-5.622
2.8160,2.000,693.787,734.128,-20.170,-23.108
2.9115,1.000,721.193,756.447,-17.627,-19.166
3.0198,0.000,746.825,781.922,-17.548,-17.687
3.1171,0.000,790.919,803.907,-6.494,-6.633
3.2142,0.000,826.968,831.666,-2.349,-2.487
3.3101,0.000,859.461,861.049,-0.794,-0.933
3.4164,-1.000,870.160,894.384,-12.112,-10.850
3.5129,-1.000,906.974,917.637,-5.331,-4.069
3.6106,-1.000,938.865,944.444,-2.789,-1.526
3.7166,-1.000,968.584,972.257,-1.836,-0.572
3.8130,0.000,1002.213,981.370,10.421,10.285
3.9193,0.000,1025.269,1017.283,3.993,3.857
4.0167,0.000,1051.740,1048.576,1.582,1.446
4.1122,-1.000,1059.205,1081.650,-11.223,-9.958
4.2100,-1.000,1093.977,1103.976,-5.000,-3.734
